id,category,created_at,message,rating,is_read,customer_id
504196,PAYMENT,2022-02-25 15:38:11,Synthetic feedback message 4197; no real customer data.,2,0,105697
504197,CLAIM,2023-12-06 12:14:13,Synthetic feedback message 4198; no real customer data.,3,1,105698
504198,APPLICATION,2024-04-10 14:41:39,Synthetic feedback message 4199; no real customer data.,4,1,105699
504199,PORTAL,2022-07-20 21:35:00,Synthetic feedback message 4200; no real customer data.,5,1,105700
504200,SERVICE,2023-01-28 11:12:23,Synthetic feedback message 4201; no real customer data.,1,0,105701
504201,PAYMENT,2024-01-02 15:18:42,Synthetic feedback message 4202; no real customer data.,2,1,105702
504202,CLAIM,2026-08-17 07:59:38,Synthetic feedback message 4203; no real customer data.,3,1,105703
504203,APPLICATION,2024-12-25 19:38:20,Synthetic feedback message 4204; no real customer data.,4,1,105704
504204,PORTAL,2022-07-13 17:02:26,Synthetic feedback message 4205; no real customer data.,5,0,105705
504205,SERVICE,2026-04-07 14:26:06,Synthetic feedback message 4206; no real customer data.,1,1,105706
504206,PAYMENT,2023-03-11 15:57:00,Synthetic feedback message 4207; no real customer data.,2,1,105707
504207,CLAIM,2022-07-31 10:30:25,Synthetic feedback message 4208; no real customer data.,3,1,105708
504208,APPLICATION,2025-05-23 21:54:12,Synthetic feedback message 4209; no real customer data.,4,0,105709
504209,PORTAL,2022-06-16 16:45:10,Synthetic feedback message 4210; no real customer data.,5,1,105710
504210,SERVICE,2025-10-09 04:38:30,Synthetic feedback message 4211; no real customer data.,1,1,105711
504211,PAYMENT,2023-05-03 22:02:51,Synthetic feedback message 4212; no real customer data.,2,1,105712
504212,CLAIM,2022-09-12 23:52:38,Synthetic feedback message 4213; no real customer data.,3,0,105713
504213,APPLICATION,2025-08-21 16:58:13,Synthetic feedback message 4214; no real customer data.,4,1,105714
504214,PORTAL,2025-04-24 08:39:40,Synthetic feedback message 4215; no real customer data.,5,1,105715
504215,SERVICE,2022-07-03 13:02:45,Synthetic feedback message 4216; no real customer data.,1,1,105716
504216,PAYMENT,2022-10-25 03:38:58,Synthetic feedback message 4217; no real customer data.,2,0,105717
504217,CLAIM,2023-03-22 13:47:26,Synthetic feedback message 4218; no real customer data.,3,1,105718
504218,APPLICATION,2024-12-04 01:36:46,Synthetic feedback message 4219; no real customer data.,4,1,105719
504219,PORTAL,2023-04-10 17:30:09,Synthetic feedback message 4220; no real customer data.,5,1,105720
504220,SERVICE,2026-01-22 06:51:18,Synthetic feedback message 4221; no real customer data.,1,0,105721
504221,PAYMENT,2023-04-21 07:22:41,Synthetic feedback message 4222; no real customer data.,2,1,105722
504222,CLAIM,2026-03-04 00:50:31,Synthetic feedback message 4223; no real customer data.,3,1,105723
504223,APPLICATION,2023-12-05 10:00:51,Synthetic feedback message 4224; no real customer data.,4,1,105724
504224,PORTAL,2024-07-30 10:32:03,Synthetic feedback message 4225; no real customer data.,5,0,105725
504225,SERVICE,2024-11-01 07:06:23,Synthetic feedback message 4226; no real customer data.,1,1,105726
504226,PAYMENT,2026-01-24 16:05:50,Synthetic feedback message 4227; no real customer data.,2,1,105727
504227,CLAIM,2025-09-13 23:09:34,Synthetic feedback message 4228; no real customer data.,3,1,105728
504228,APPLICATION,2024-12-31 07:07:23,Synthetic feedback message 4229; no real customer data.,4,0,105729
504229,PORTAL,2025-05-17 18:17:38,Synthetic feedback message 4230; no real customer data.,5,1,105730
504230,SERVICE,2025-03-30 14:28:04,Synthetic feedback message 4231; no real customer data.,1,1,105731
504231,PAYMENT,2023-02-24 06:06:03,Synthetic feedback message 4232; no real customer data.,2,1,105732
504232,CLAIM,2026-03-20 04:58:34,Synthetic feedback message 4233; no real customer data.,3,0,105733
504233,APPLICATION,2022-12-27 19:57:42,Synthetic feedback message 4234; no real customer data.,4,1,105734
504234,PORTAL,2026-06-01 16:51:12,Synthetic feedback message 4235; no real customer data.,5,1,105735
504235,SERVICE,2023-12-21 04:26:04,Synthetic feedback message 4236; no real customer data.,1,1,105736
504236,PAYMENT,2025-10-01 18:39:02,Synthetic feedback message 4237; no real customer data.,2,0,105737
504237,CLAIM,2025-10-30 01:03:05,Synthetic feedback message 4238; no real customer data.,3,1,105738
504238,APPLICATION,2026-08-06 08:17:11,Synthetic feedback message 4239; no real customer data.,4,1,105739
504239,PORTAL,2022-03-15 21:50:38,Synthetic feedback message 4240; no real customer data.,5,1,105740
504240,SERVICE,2021-09-05 00:48:06,Synthetic feedback message 4241; no real customer data.,1,0,105741
504241,PAYMENT,2022-01-24 20:02:39,Synthetic feedback message 4242; no real customer data.,2,1,105742
504242,CLAIM,2023-07-08 17:46:50,Synthetic feedback message 4243; no real customer data.,3,1,105743
504243,APPLICATION,2022-10-17 13:54:47,Synthetic feedback message 4244; no real customer data.,4,1,105744
504244,PORTAL,2023-02-28 03:10:10,Synthetic feedback message 4245; no real customer data.,5,0,105745
504245,SERVICE,2025-10-10 04:46:49,Synthetic feedback message 4246; no real customer data.,1,1,105746
504246,PAYMENT,2025-07-27 23:24:48,Synthetic feedback message 4247; no real customer data.,2,1,105747
504247,CLAIM,2025-04-02 04:12:14,Synthetic feedback message 4248; no real customer data.,3,1,105748
504248,APPLICATION,2023-09-22 19:57:13,Synthetic feedback message 4249; no real customer data.,4,0,105749
504249,PORTAL,2024-04-11 19:21:18,Synthetic feedback message 4250; no real customer data.,5,1,105750
504250,SERVICE,2023-11-01 16:23:07,Synthetic feedback message 4251; no real customer data.,1,1,105751
504251,PAYMENT,2022-05-09 23:02:07,Synthetic feedback message 4252; no real customer data.,2,1,105752
504252,CLAIM,2025-11-30 22:53:55,Synthetic feedback message 4253; no real customer data.,3,0,105753
504253,APPLICATION,2025-01-22 12:56:36,Synthetic feedback message 4254; no real customer data.,4,1,105754
504254,PORTAL,2022-07-10 11:15:44,Synthetic feedback message 4255; no real customer data.,5,1,105755
504255,SERVICE,2025-08-24 07:24:27,Synthetic feedback message 4256; no real customer data.,1,1,105756
504256,PAYMENT,2026-01-25 06:50:51,Synthetic feedback message 4257; no real customer data.,2,0,105757
504257,CLAIM,2023-06-05 20:17:55,Synthetic feedback message 4258; no real customer data.,3,1,105758
504258,APPLICATION,2025-06-19 21:42:28,Synthetic feedback message 4259; no real customer data.,4,1,105759
504259,PORTAL,2022-12-28 01:10:51,Synthetic feedback message 4260; no real customer data.,5,1,105760
504260,SERVICE,2025-09-09 10:28:11,Synthetic feedback message 4261; no real customer data.,1,0,105761
504261,PAYMENT,2023-05-04 12:03:12,Synthetic feedback message 4262; no real customer data.,2,1,105762
504262,CLAIM,2025-06-25 01:41:59,Synthetic feedback message 4263; no real customer data.,3,1,105763
504263,APPLICATION,2023-10-06 14:05:32,Synthetic feedback message 4264; no real customer data.,4,1,105764
504264,PORTAL,2024-05-15 06:37:54,Synthetic feedback message 4265; no real customer data.,5,0,105765
504265,SERVICE,2026-01-02 23:32:25,Synthetic feedback message 4266; no real customer data.,1,1,105766
504266,PAYMENT,2023-11-10 20:18:26,Synthetic feedback message 4267; no real customer data.,2,1,105767
504267,CLAIM,2024-10-25 09:16:55,Synthetic feedback message 4268; no real customer data.,3,1,105768
504268,APPLICATION,2025-02-01 17:04:52,Synthetic feedback message 4269; no real customer data.,4,0,105769
504269,PORTAL,2022-03-26 18:19:03,Synthetic feedback message 4270; no real customer data.,5,1,105770
504270,SERVICE,2025-01-27 03:48:16,Synthetic feedback message 4271; no real customer data.,1,1,105771
504271,PAYMENT,2021-09-27 16:13:15,Synthetic feedback message 4272; no real customer data.,2,1,105772
504272,CLAIM,2023-10-01 01:33:05,Synthetic feedback message 4273; no real customer data.,3,0,105773
504273,APPLICATION,2024-02-14 06:14:10,Synthetic feedback message 4274; no real customer data.,4,1,105774
504274,PORTAL,2025-09-15 18:42:03,Synthetic feedback message 4275; no real customer data.,5,1,105775
504275,SERVICE,2025-10-03 15:42:40,Synthetic feedback message 4276; no real customer data.,1,1,105776
504276,PAYMENT,2024-07-11 07:49:24,Synthetic feedback message 4277; no real customer data.,2,0,105777
504277,CLAIM,2022-09-29 01:34:41,Synthetic feedback message 4278; no real customer data.,3,1,105778
504278,APPLICATION,2024-07-25 02:25:26,Synthetic feedback message 4279; no real customer data.,4,1,105779
504279,PORTAL,2023-05-16 13:18:06,Synthetic feedback message 4280; no real customer data.,5,1,105780
504280,SERVICE,2024-01-13 14:05:45,Synthetic feedback message 4281; no real customer data.,1,0,105781
504281,PAYMENT,2025-05-03 03:55:33,Synthetic feedback message 4282; no real customer data.,2,1,105782
504282,CLAIM,2022-08-14 21:34:50,Synthetic feedback message 4283; no real customer data.,3,1,105783
504283,APPLICATION,2024-05-19 20:33:43,Synthetic feedback message 4284; no real customer data.,4,1,105784
504284,PORTAL,2022-03-21 15:33:39,Synthetic feedback message 4285; no real customer data.,5,0,105785
504285,SERVICE,2022-07-13 16:10:26,Synthetic feedback message 4286; no real customer data.,1,1,105786
504286,PAYMENT,2023-02-10 20:00:40,Synthetic feedback message 4287; no real customer data.,2,1,105787
504287,CLAIM,2023-12-04 20:52:58,Synthetic feedback message 4288; no real customer data.,3,1,105788
504288,APPLICATION,2025-08-07 08:10:43,Synthetic feedback message 4289; no real customer data.,4,0,105789
504289,PORTAL,2022-02-22 08:16:12,Synthetic feedback message 4290; no real customer data.,5,1,105790
504290,SERVICE,2025-02-23 06:53:57,Synthetic feedback message 4291; no real customer data.,1,1,105791
504291,PAYMENT,2026-08-01 02:29:39,Synthetic feedback message 4292; no real customer data.,2,1,105792
504292,CLAIM,2024-08-12 15:04:45,Synthetic feedback message 4293; no real customer data.,3,0,105793
504293,APPLICATION,2025-05-20 09:08:59,Synthetic feedback message 4294; no real customer data.,4,1,105794
504294,PORTAL,2023-07-20 14:50:41,Synthetic feedback message 4295; no real customer data.,5,1,105795
504295,SERVICE,2021-12-31 03:31:20,Synthetic feedback message 4296; no real customer data.,1,1,105796
504296,PAYMENT,2023-10-24 15:16:03,Synthetic feedback message 4297; no real customer data.,2,0,105797
504297,CLAIM,2023-07-07 12:14:26,Synthetic feedback message 4298; no real customer data.,3,1,105798
504298,APPLICATION,2025-03-13 03:01:51,Synthetic feedback message 4299; no real customer data.,4,1,105799
504299,PORTAL,2022-09-26 20:21:17,Synthetic feedback message 4300; no real customer data.,5,1,105800
504300,SERVICE,2022-12-28 04:13:48,Synthetic feedback message 4301; no real customer data.,1,0,105801
504301,PAYMENT,2024-05-06 14:17:10,Synthetic feedback message 4302; no real customer data.,2,1,105802
504302,CLAIM,2026-06-20 17:22:08,Synthetic feedback message 4303; no real customer data.,3,1,105803
504303,APPLICATION,2024-05-03 05:50:15,Synthetic feedback message 4304; no real customer data.,4,1,105804
504304,PORTAL,2024-05-09 09:45:49,Synthetic feedback message 4305; no real customer data.,5,0,105805
504305,SERVICE,2022-05-12 23:26:29,Synthetic feedback message 4306; no real customer data.,1,1,105806
504306,PAYMENT,2025-12-21 22:58:13,Synthetic feedback message 4307; no real customer data.,2,1,105807
504307,CLAIM,2023-07-13 00:20:17,Synthetic feedback message 4308; no real customer data.,3,1,105808
504308,APPLICATION,2023-02-28 23:45:28,Synthetic feedback message 4309; no real customer data.,4,0,105809
504309,PORTAL,2024-12-25 13:18:21,Synthetic feedback message 4310; no real customer data.,5,1,105810
504310,SERVICE,2023-03-22 17:07:35,Synthetic feedback message 4311; no real customer data.,1,1,105811
504311,PAYMENT,2024-01-13 00:56:43,Synthetic feedback message 4312; no real customer data.,2,1,105812
504312,CLAIM,2023-05-05 10:15:14,Synthetic feedback message 4313; no real customer data.,3,0,105813
504313,APPLICATION,2025-12-13 01:20:34,Synthetic feedback message 4314; no real customer data.,4,1,105814
504314,PORTAL,2023-01-04 11:31:48,Synthetic feedback message 4315; no real customer data.,5,1,105815
504315,SERVICE,2024-12-12 15:59:11,Synthetic feedback message 4316; no real customer data.,1,1,105816
504316,PAYMENT,2021-09-20 13:49:00,Synthetic feedback message 4317; no real customer data.,2,0,105817
504317,CLAIM,2023-01-13 10:57:42,Synthetic feedback message 4318; no real customer data.,3,1,105818
504318,APPLICATION,2026-01-08 12:15:23,Synthetic feedback message 4319; no real customer data.,4,1,105819
504319,PORTAL,2021-10-23 21:14:34,Synthetic feedback message 4320; no real customer data.,5,1,105820
504320,SERVICE,2024-04-03 13:31:43,Synthetic feedback message 4321; no real customer data.,1,0,105821
504321,PAYMENT,2022-10-03 11:26:06,Synthetic feedback message 4322; no real customer data.,2,1,105822
504322,CLAIM,2024-12-08 21:50:22,Synthetic feedback message 4323; no real customer data.,3,1,105823
504323,APPLICATION,2022-07-22 07:06:35,Synthetic feedback message 4324; no real customer data.,4,1,105824
504324,PORTAL,2023-06-05 19:01:02,Synthetic feedback message 4325; no real customer data.,5,0,105825
504325,SERVICE,2024-08-30 19:20:26,Synthetic feedback message 4326; no real customer data.,1,1,105826
504326,PAYMENT,2022-01-07 10:04:07,Synthetic feedback message 4327; no real customer data.,2,1,105827
504327,CLAIM,2023-12-29 00:54:46,Synthetic feedback message 4328; no real customer data.,3,1,105828
504328,APPLICATION,2023-11-06 19:19:57,Synthetic feedback message 4329; no real customer data.,4,0,105829
504329,PORTAL,2021-10-27 15:13:28,Synthetic feedback message 4330; no real customer data.,5,1,105830
504330,SERVICE,2026-02-02 15:43:23,Synthetic feedback message 4331; no real customer data.,1,1,105831
504331,PAYMENT,2022-03-26 03:36:17,Synthetic feedback message 4332; no real customer data.,2,1,105832
504332,CLAIM,2025-12-11 03:55:26,Synthetic feedback message 4333; no real customer data.,3,0,105833
504333,APPLICATION,2023-08-19 05:07:50,Synthetic feedback message 4334; no real customer data.,4,1,105834
504334,PORTAL,2023-01-05 19:50:44,Synthetic feedback message 4335; no real customer data.,5,1,105835
504335,SERVICE,2026-07-29 23:49:32,Synthetic feedback message 4336; no real customer data.,1,1,105836
504336,PAYMENT,2022-09-22 05:35:54,Synthetic feedback message 4337; no real customer data.,2,0,105837
504337,CLAIM,2025-09-04 20:23:50,Synthetic feedback message 4338; no real customer data.,3,1,105838
504338,APPLICATION,2025-06-11 01:14:46,Synthetic feedback message 4339; no real customer data.,4,1,105839
504339,PORTAL,2024-07-05 02:57:14,Synthetic feedback message 4340; no real customer data.,5,1,105840
504340,SERVICE,2024-09-22 18:53:15,Synthetic feedback message 4341; no real customer data.,1,0,105841
504341,PAYMENT,2023-01-29 23:46:59,Synthetic feedback message 4342; no real customer data.,2,1,105842
504342,CLAIM,2025-07-16 20:57:12,Synthetic feedback message 4343; no real customer data.,3,1,105843
504343,APPLICATION,2025-06-21 07:44:53,Synthetic feedback message 4344; no real customer data.,4,1,105844
504344,PORTAL,2023-04-09 08:23:29,Synthetic feedback message 4345; no real customer data.,5,0,105845
504345,SERVICE,2025-10-11 03:08:15,Synthetic feedback message 4346; no real customer data.,1,1,105846
504346,PAYMENT,2024-12-22 07:24:02,Synthetic feedback message 4347; no real customer data.,2,1,105847
504347,CLAIM,2026-06-21 16:06:40,Synthetic feedback message 4348; no real customer data.,3,1,105848
504348,APPLICATION,2022-11-27 17:06:06,Synthetic feedback message 4349; no real customer data.,4,0,105849
504349,PORTAL,2023-11-10 21:54:20,Synthetic feedback message 4350; no real customer data.,5,1,105850
504350,SERVICE,2023-06-30 16:36:16,Synthetic feedback message 4351; no real customer data.,1,1,105851
504351,PAYMENT,2022-10-16 14:48:34,Synthetic feedback message 4352; no real customer data.,2,1,105852
504352,CLAIM,2023-11-30 12:29:28,Synthetic feedback message 4353; no real customer data.,3,0,105853
504353,APPLICATION,2026-07-29 11:54:30,Synthetic feedback message 4354; no real customer data.,4,1,105854
504354,PORTAL,2023-02-26 03:28:44,Synthetic feedback message 4355; no real customer data.,5,1,105855
504355,SERVICE,2023-06-11 18:41:53,Synthetic feedback message 4356; no real customer data.,1,1,105856
504356,PAYMENT,2026-05-08 20:23:08,Synthetic feedback message 4357; no real customer data.,2,0,105857
504357,CLAIM,2024-08-11 19:23:41,Synthetic feedback message 4358; no real customer data.,3,1,105858
504358,APPLICATION,2025-04-09 10:48:30,Synthetic feedback message 4359; no real customer data.,4,1,105859
504359,PORTAL,2024-07-14 20:14:02,Synthetic feedback message 4360; no real customer data.,5,1,105860
504360,SERVICE,2022-03-12 21:05:23,Synthetic feedback message 4361; no real customer data.,1,0,105861
504361,PAYMENT,2022-05-17 02:19:41,Synthetic feedback message 4362; no real customer data.,2,1,105862
504362,CLAIM,2025-11-11 22:31:00,Synthetic feedback message 4363; no real customer data.,3,1,105863
504363,APPLICATION,2025-07-29 05:58:32,Synthetic feedback message 4364; no real customer data.,4,1,105864
504364,PORTAL,2023-11-27 02:23:36,Synthetic feedback message 4365; no real customer data.,5,0,105865
504365,SERVICE,2023-01-21 19:16:22,Synthetic feedback message 4366; no real customer data.,1,1,105866
504366,PAYMENT,2023-06-14 00:47:31,Synthetic feedback message 4367; no real customer data.,2,1,105867
504367,CLAIM,2025-10-12 14:35:24,Synthetic feedback message 4368; no real customer data.,3,1,105868
504368,APPLICATION,2023-11-19 16:01:42,Synthetic feedback message 4369; no real customer data.,4,0,105869
504369,PORTAL,2022-09-20 00:23:33,Synthetic feedback message 4370; no real customer data.,5,1,105870
504370,SERVICE,2022-01-29 11:45:52,Synthetic feedback message 4371; no real customer data.,1,1,105871
504371,PAYMENT,2025-09-08 12:59:04,Synthetic feedback message 4372; no real customer data.,2,1,105872
504372,CLAIM,2025-01-16 02:56:45,Synthetic feedback message 4373; no real customer data.,3,0,105873
504373,APPLICATION,2022-02-07 00:41:50,Synthetic feedback message 4374; no real customer data.,4,1,105874
504374,PORTAL,2022-02-22 21:39:35,Synthetic feedback message 4375; no real customer data.,5,1,105875
504375,SERVICE,2025-11-01 18:21:35,Synthetic feedback message 4376; no real customer data.,1,1,105876
504376,PAYMENT,2025-12-17 10:22:01,Synthetic feedback message 4377; no real customer data.,2,0,105877
504377,CLAIM,2023-08-18 12:34:12,Synthetic feedback message 4378; no real customer data.,3,1,105878
504378,APPLICATION,2025-04-01 10:44:42,Synthetic feedback message 4379; no real customer data.,4,1,105879
504379,PORTAL,2022-08-11 22:05:16,Synthetic feedback message 4380; no real customer data.,5,1,105880
504380,SERVICE,2024-08-24 19:01:45,Synthetic feedback message 4381; no real customer data.,1,0,105881
504381,PAYMENT,2021-09-09 13:40:02,Synthetic feedback message 4382; no real customer data.,2,1,105882
504382,CLAIM,2022-05-04 01:08:18,Synthetic feedback message 4383; no real customer data.,3,1,105883
504383,APPLICATION,2024-12-17 06:38:20,Synthetic feedback message 4384; no real customer data.,4,1,105884
504384,PORTAL,2022-09-19 11:04:54,Synthetic feedback message 4385; no real customer data.,5,0,105885
504385,SERVICE,2023-02-15 03:24:45,Synthetic feedback message 4386; no real customer data.,1,1,105886
504386,PAYMENT,2024-09-22 15:31:11,Synthetic feedback message 4387; no real customer data.,2,1,105887
504387,CLAIM,2024-04-15 05:11:49,Synthetic feedback message 4388; no real customer data.,3,1,105888
504388,APPLICATION,2026-03-11 12:51:12,Synthetic feedback message 4389; no real customer data.,4,0,105889
504389,PORTAL,2022-03-23 06:41:38,Synthetic feedback message 4390; no real customer data.,5,1,105890
504390,SERVICE,2021-09-24 01:20:31,Synthetic feedback message 4391; no real customer data.,1,1,105891
504391,PAYMENT,2024-02-23 05:11:00,Synthetic feedback message 4392; no real customer data.,2,1,105892
504392,CLAIM,2025-02-18 07:53:22,Synthetic feedback message 4393; no real customer data.,3,0,105893
504393,APPLICATION,2021-10-12 02:00:20,Synthetic feedback message 4394; no real customer data.,4,1,105894
504394,PORTAL,2025-03-29 18:31:25,Synthetic feedback message 4395; no real customer data.,5,1,105895
504395,SERVICE,2026-05-27 07:02:58,Synthetic feedback message 4396; no real customer data.,1,1,105896
504396,PAYMENT,2021-10-18 04:59:00,Synthetic feedback message 4397; no real customer data.,2,0,105897
504397,CLAIM,2022-06-10 04:42:31,Synthetic feedback message 4398; no real customer data.,3,1,105898
504398,APPLICATION,2024-03-06 01:23:55,Synthetic feedback message 4399; no real customer data.,4,1,105899
504399,PORTAL,2024-02-25 15:45:40,Synthetic feedback message 4400; no real customer data.,5,1,105900
504400,SERVICE,2022-07-26 15:57:01,Synthetic feedback message 4401; no real customer data.,1,0,105901
504401,PAYMENT,2023-02-05 06:14:54,Synthetic feedback message 4402; no real customer data.,2,1,105902
504402,CLAIM,2024-10-27 13:21:54,Synthetic feedback message 4403; no real customer data.,3,1,105903
504403,APPLICATION,2023-12-17 07:10:37,Synthetic feedback message 4404; no real customer data.,4,1,105904
504404,PORTAL,2023-09-02 01:50:47,Synthetic feedback message 4405; no real customer data.,5,0,105905
504405,SERVICE,2023-03-26 09:37:17,Synthetic feedback message 4406; no real customer data.,1,1,105906
504406,PAYMENT,2022-07-24 17:02:45,Synthetic feedback message 4407; no real customer data.,2,1,105907
504407,CLAIM,2023-01-15 02:07:50,Synthetic feedback message 4408; no real customer data.,3,1,105908
504408,APPLICATION,2021-12-29 06:43:19,Synthetic feedback message 4409; no real customer data.,4,0,105909
504409,PORTAL,2024-06-27 07:06:04,Synthetic feedback message 4410; no real customer data.,5,1,105910
504410,SERVICE,2022-12-28 05:10:01,Synthetic feedback message 4411; no real customer data.,1,1,105911
504411,PAYMENT,2023-10-13 05:24:57,Synthetic feedback message 4412; no real customer data.,2,1,105912
504412,CLAIM,2025-06-25 15:44:28,Synthetic feedback message 4413; no real customer data.,3,0,105913
504413,APPLICATION,2024-04-04 16:24:03,Synthetic feedback message 4414; no real customer data.,4,1,105914
504414,PORTAL,2025-10-31 18:18:15,Synthetic feedback message 4415; no real customer data.,5,1,105915
504415,SERVICE,2023-03-16 00:27:42,Synthetic feedback message 4416; no real customer data.,1,1,105916
504416,PAYMENT,2024-04-03 02:56:50,Synthetic feedback message 4417; no real customer data.,2,0,105917
504417,CLAIM,2023-06-15 08:51:54,Synthetic feedback message 4418; no real customer data.,3,1,105918
504418,APPLICATION,2026-03-14 17:52:49,Synthetic feedback message 4419; no real customer data.,4,1,105919
504419,PORTAL,2021-11-11 23:30:32,Synthetic feedback message 4420; no real customer data.,5,1,105920
504420,SERVICE,2024-02-15 09:01:15,Synthetic feedback message 4421; no real customer data.,1,0,105921
504421,PAYMENT,2022-09-27 18:47:16,Synthetic feedback message 4422; no real customer data.,2,1,105922
504422,CLAIM,2021-10-20 20:33:42,Synthetic feedback message 4423; no real customer data.,3,1,105923
504423,APPLICATION,2023-03-27 01:35:33,Synthetic feedback message 4424; no real customer data.,4,1,105924
504424,PORTAL,2026-04-28 16:07:11,Synthetic feedback message 4425; no real customer data.,5,0,105925
504425,SERVICE,2026-01-14 02:15:12,Synthetic feedback message 4426; no real customer data.,1,1,105926
504426,PAYMENT,2023-12-01 15:12:46,Synthetic feedback message 4427; no real customer data.,2,1,105927
504427,CLAIM,2022-10-20 16:16:01,Synthetic feedback message 4428; no real customer data.,3,1,105928
504428,APPLICATION,2025-06-02 05:16:47,Synthetic feedback message 4429; no real customer data.,4,0,105929
504429,PORTAL,2025-04-29 17:52:10,Synthetic feedback message 4430; no real customer data.,5,1,105930
504430,SERVICE,2022-05-20 08:33:44,Synthetic feedback message 4431; no real customer data.,1,1,105931
504431,PAYMENT,2025-09-16 22:12:49,Synthetic feedback message 4432; no real customer data.,2,1,105932
504432,CLAIM,2022-04-09 05:37:41,Synthetic feedback message 4433; no real customer data.,3,0,105933
504433,APPLICATION,2023-02-15 21:47:15,Synthetic feedback message 4434; no real customer data.,4,1,105934
504434,PORTAL,2023-08-21 09:04:25,Synthetic feedback message 4435; no real customer data.,5,1,105935
504435,SERVICE,2025-07-10 13:00:44,Synthetic feedback message 4436; no real customer data.,1,1,105936
504436,PAYMENT,2023-12-07 20:03:49,Synthetic feedback message 4437; no real customer data.,2,0,105937
504437,CLAIM,2025-03-04 12:49:41,Synthetic feedback message 4438; no real customer data.,3,1,105938
504438,APPLICATION,2022-11-03 07:15:51,Synthetic feedback message 4439; no real customer data.,4,1,105939
504439,PORTAL,2024-02-08 22:54:20,Synthetic feedback message 4440; no real customer data.,5,1,105940
504440,SERVICE,2023-11-10 22:47:02,Synthetic feedback message 4441; no real customer data.,1,0,105941
504441,PAYMENT,2025-02-25 07:15:06,Synthetic feedback message 4442; no real customer data.,2,1,105942
504442,CLAIM,2023-09-25 05:50:15,Synthetic feedback message 4443; no real customer data.,3,1,105943
504443,APPLICATION,2025-02-19 09:26:11,Synthetic feedback message 4444; no real customer data.,4,1,105944
504444,PORTAL,2025-08-09 06:07:25,Synthetic feedback message 4445; no real customer data.,5,0,105945
504445,SERVICE,2023-09-30 19:02:08,Synthetic feedback message 4446; no real customer data.,1,1,105946
504446,PAYMENT,2025-10-03 23:23:15,Synthetic feedback message 4447; no real customer data.,2,1,105947
504447,CLAIM,2023-07-08 16:18:22,Synthetic feedback message 4448; no real customer data.,3,1,105948
504448,APPLICATION,2023-07-11 07:08:51,Synthetic feedback message 4449; no real customer data.,4,0,105949
504449,PORTAL,2023-09-08 10:51:33,Synthetic feedback message 4450; no real customer data.,5,1,105950
504450,SERVICE,2026-02-03 09:03:07,Synthetic feedback message 4451; no real customer data.,1,1,105951
504451,PAYMENT,2025-04-16 12:03:49,Synthetic feedback message 4452; no real customer data.,2,1,105952
504452,CLAIM,2023-09-17 09:45:30,Synthetic feedback message 4453; no real customer data.,3,0,105953
504453,APPLICATION,2023-04-25 19:56:18,Synthetic feedback message 4454; no real customer data.,4,1,105954
504454,PORTAL,2024-05-16 12:57:07,Synthetic feedback message 4455; no real customer data.,5,1,105955
504455,SERVICE,2022-05-28 16:37:49,Synthetic feedback message 4456; no real customer data.,1,1,105956
504456,PAYMENT,2022-06-15 21:11:20,Synthetic feedback message 4457; no real customer data.,2,0,105957
504457,CLAIM,2023-10-14 02:18:47,Synthetic feedback message 4458; no real customer data.,3,1,105958
504458,APPLICATION,2022-09-01 07:59:49,Synthetic feedback message 4459; no real customer data.,4,1,105959
504459,PORTAL,2022-10-09 23:03:04,Synthetic feedback message 4460; no real customer data.,5,1,105960
504460,SERVICE,2022-09-18 14:45:10,Synthetic feedback message 4461; no real customer data.,1,0,105961
504461,PAYMENT,2021-09-25 23:44:53,Synthetic feedback message 4462; no real customer data.,2,1,105962
504462,CLAIM,2026-08-11 06:06:04,Synthetic feedback message 4463; no real customer data.,3,1,105963
504463,APPLICATION,2023-08-28 08:54:43,Synthetic feedback message 4464; no real customer data.,4,1,105964
504464,PORTAL,2024-08-05 02:35:12,Synthetic feedback message 4465; no real customer data.,5,0,105965
504465,SERVICE,2022-11-21 03:50:24,Synthetic feedback message 4466; no real customer data.,1,1,105966
504466,PAYMENT,2025-07-26 16:25:54,Synthetic feedback message 4467; no real customer data.,2,1,105967
504467,CLAIM,2026-03-18 07:34:16,Synthetic feedback message 4468; no real customer data.,3,1,105968
504468,APPLICATION,2023-01-07 01:34:15,Synthetic feedback message 4469; no real customer data.,4,0,105969
504469,PORTAL,2023-03-21 21:35:31,Synthetic feedback message 4470; no real customer data.,5,1,105970
504470,SERVICE,2025-12-10 14:21:24,Synthetic feedback message 4471; no real customer data.,1,1,105971
504471,PAYMENT,2022-07-03 22:02:09,Synthetic feedback message 4472; no real customer data.,2,1,105972
504472,CLAIM,2024-12-24 19:06:37,Synthetic feedback message 4473; no real customer data.,3,0,105973
504473,APPLICATION,2023-01-11 20:58:25,Synthetic feedback message 4474; no real customer data.,4,1,105974
504474,PORTAL,2026-03-28 03:24:57,Synthetic feedback message 4475; no real customer data.,5,1,105975
504475,SERVICE,2025-12-08 10:34:53,Synthetic feedback message 4476; no real customer data.,1,1,105976
504476,PAYMENT,2024-09-08 16:45:20,Synthetic feedback message 4477; no real customer data.,2,0,105977
504477,CLAIM,2023-05-05 18:09:42,Synthetic feedback message 4478; no real customer data.,3,1,105978
