employee_id,department,job_title,years_experience,performance_score,base_salary,allowances,overtime_hours,bonus,tax_rate,pension_rate,net_salary,record_month,synthetic
SYN-EMP-003424,Customer Service,Team Lead,0,3.0,475000.00,38000.00,23,14250.00,8,2,454192.66,2026-05,True
SYN-EMP-003425,IT,Manager,1,3.1,568000.00,45440.00,24,22720.00,9,2,531057.00,2026-04,True
SYN-EMP-003426,Sales,Assistant,2,3.2,336000.00,26880.00,0,16800.00,10,2,329727.75,2026-03,True
SYN-EMP-003427,Claims,Officer,3,3.3,429000.00,34320.00,1,0.00,5,2,382382.96,2026-02,True
SYN-EMP-003428,Policy,Senior Officer,4,3.4,522000.00,41760.00,2,5220.00,6,2,497748.10,2026-01,True
SYN-EMP-003429,Finance,Team Lead,5,3.5,615000.00,49200.00,3,12300.00,7,2,548411.39,2025-12,True
SYN-EMP-003430,Customer Service,Manager,6,3.6,708000.00,56640.00,4,21240.00,8,2,654390.75,2025-11,True
SYN-EMP-003431,IT,Assistant,7,3.7,476000.00,38080.00,5,19040.00,9,2,443548.71,2025-10,True
SYN-EMP-003432,Sales,Officer,8,3.8,569000.00,45520.00,6,28450.00,10,2,539957.21,2025-09,True
SYN-EMP-003433,Claims,Senior Officer,9,3.9,662000.00,52960.00,7,0.00,5,2,599481.04,2025-08,True
SYN-EMP-003434,Policy,Team Lead,10,4.0,755000.00,60400.00,8,7550.00,6,2,680483.54,2025-07,True
SYN-EMP-003435,Finance,Manager,11,4.1,848000.00,67840.00,9,16960.00,7,2,769614.64,2025-06,True
SYN-EMP-003436,Customer Service,Assistant,12,4.2,616000.00,49280.00,10,18480.00,8,2,587503.29,2025-05,True
SYN-EMP-003437,IT,Officer,13,4.3,709000.00,56720.00,11,28360.00,9,2,642774.85,2025-04,True
SYN-EMP-003438,Sales,Senior Officer,14,4.4,802000.00,64160.00,12,40100.00,10,2,777033.85,2025-03,True
SYN-EMP-003439,Claims,Team Lead,15,4.5,895000.00,71600.00,13,0.00,5,2,844825.09,2025-02,True
SYN-EMP-003440,Policy,Manager,16,4.6,988000.00,79040.00,14,9880.00,6,2,946391.37,2025-01,True
SYN-EMP-003441,Finance,Assistant,17,4.7,756000.00,60480.00,15,15120.00,7,2,690660.15,2024-12,True
SYN-EMP-003442,Customer Service,Officer,18,4.8,849000.00,67920.00,16,25470.00,8,2,809913.33,2024-11,True
SYN-EMP-003443,IT,Senior Officer,19,4.9,942000.00,75360.00,17,37680.00,9,2,878222.06,2024-10,True
SYN-EMP-003444,Sales,Team Lead,20,5.0,1035000.00,82800.00,18,51750.00,10,2,990612.61,2024-09,True
SYN-EMP-003445,Claims,Manager,0,1.0,540000.00,43200.00,19,0.00,5,2,473739.45,2024-08,True
SYN-EMP-003446,Policy,Assistant,1,1.1,308000.00,24640.00,20,3080.00,6,2,265833.61,2024-07,True
SYN-EMP-003447,Finance,Officer,2,1.2,401000.00,32080.00,21,8020.00,7,2,333358.00,2024-06,True
SYN-EMP-003448,Customer Service,Senior Officer,3,1.3,494000.00,39520.00,22,14820.00,8,2,425052.32,2024-05,True
SYN-EMP-003449,IT,Team Lead,4,1.4,587000.00,46960.00,23,23480.00,9,2,536591.96,2024-04,True
SYN-EMP-003450,Sales,Manager,5,1.5,680000.00,54400.00,24,34000.00,10,2,593156.60,2024-03,True
SYN-EMP-003451,Claims,Assistant,6,1.6,448000.00,35840.00,0,0.00,5,2,413146.09,2024-02,True
SYN-EMP-003452,Policy,Officer,7,1.7,541000.00,43280.00,1,5410.00,6,2,499808.81,2024-01,True
SYN-EMP-003453,Finance,Senior Officer,8,1.8,634000.00,50720.00,2,12680.00,7,2,550024.64,2023-12,True
SYN-EMP-003454,Customer Service,Team Lead,9,1.9,727000.00,58160.00,3,21810.00,8,2,666138.49,2023-11,True
SYN-EMP-003455,IT,Manager,10,2.0,820000.00,65600.00,4,32800.00,9,2,746409.68,2023-10,True
SYN-EMP-003456,Sales,Assistant,11,2.1,588000.00,47040.00,5,29400.00,10,2,537591.83,2023-09,True
SYN-EMP-003457,Claims,Officer,12,2.2,681000.00,54480.00,6,0.00,5,2,596074.50,2023-08,True
SYN-EMP-003458,Policy,Senior Officer,13,2.3,774000.00,61920.00,7,7740.00,6,2,709421.70,2023-07,True
SYN-EMP-003459,Finance,Team Lead,14,2.4,867000.00,69360.00,8,17340.00,7,2,762348.28,2023-06,True
SYN-EMP-003460,Customer Service,Manager,15,2.5,960000.00,76800.00,9,28800.00,8,2,878454.57,2023-05,True
SYN-EMP-003461,IT,Assistant,16,2.6,728000.00,58240.00,10,29120.00,9,2,664680.06,2023-04,True
SYN-EMP-003462,Sales,Officer,17,2.7,821000.00,65680.00,11,41050.00,10,2,751938.51,2023-03,True
SYN-EMP-003463,Claims,Senior Officer,18,2.8,914000.00,73120.00,12,0.00,5,2,854396.66,2023-02,True
SYN-EMP-003464,Policy,Team Lead,19,2.9,1007000.00,80560.00,13,10070.00,6,2,937811.52,2023-01,True
SYN-EMP-003465,Finance,Manager,20,3.0,1100000.00,88000.00,14,22000.00,7,2,1006307.98,2022-12,True
SYN-EMP-003466,Customer Service,Assistant,0,3.1,280000.00,22400.00,15,8400.00,8,2,237997.87,2022-11,True
SYN-EMP-003467,IT,Officer,1,3.2,373000.00,29840.00,16,14920.00,9,2,327984.76,2022-10,True
SYN-EMP-003468,Sales,Senior Officer,2,3.3,466000.00,37280.00,17,23300.00,10,2,405175.14,2022-09,True
SYN-EMP-003469,Claims,Team Lead,3,3.4,559000.00,44720.00,18,0.00,5,2,499186.05,2022-08,True
SYN-EMP-003470,Policy,Manager,4,3.5,652000.00,52160.00,19,6520.00,6,2,582343.85,2022-07,True
SYN-EMP-003471,Finance,Assistant,5,3.6,420000.00,33600.00,20,8400.00,7,2,396256.46,2022-06,True
SYN-EMP-003472,Customer Service,Officer,6,3.7,513000.00,41040.00,21,15390.00,8,2,455929.70,2022-05,True
SYN-EMP-003473,IT,Senior Officer,7,3.8,606000.00,48480.00,22,24240.00,9,2,584996.63,2022-04,True
SYN-EMP-003474,Sales,Team Lead,8,3.9,699000.00,55920.00,23,34950.00,10,2,645612.65,2022-03,True
SYN-EMP-003475,Claims,Manager,9,4.0,792000.00,63360.00,24,0.00,5,2,730182.71,2022-02,True
SYN-EMP-003476,Policy,Assistant,10,4.1,560000.00,44800.00,0,5600.00,6,2,545911.58,2022-01,True
SYN-EMP-003477,Finance,Officer,11,4.2,653000.00,52240.00,1,13060.00,7,2,589945.60,2021-12,True
SYN-EMP-003478,Customer Service,Senior Officer,12,4.3,746000.00,59680.00,2,22380.00,8,2,682316.52,2021-11,True
SYN-EMP-003479,IT,Team Lead,13,4.4,839000.00,67120.00,3,33560.00,9,2,803468.78,2021-10,True
SYN-EMP-003480,Sales,Manager,14,4.5,932000.00,74560.00,4,46600.00,10,2,877364.20,2021-09,True
SYN-EMP-003481,Claims,Assistant,15,4.6,700000.00,56000.00,5,0.00,5,2,679812.08,2026-08,True
SYN-EMP-003482,Policy,Officer,16,4.7,793000.00,63440.00,6,7930.00,6,2,759051.47,2026-07,True
SYN-EMP-003483,Finance,Senior Officer,17,4.8,886000.00,70880.00,7,17720.00,7,2,854190.90,2026-06,True
SYN-EMP-003484,Customer Service,Team Lead,18,4.9,979000.00,78320.00,8,29370.00,8,2,915245.54,2026-05,True
SYN-EMP-003485,IT,Manager,19,5.0,1072000.00,85760.00,9,42880.00,9,2,1039952.18,2026-04,True
SYN-EMP-003486,Sales,Assistant,20,1.0,840000.00,67200.00,10,42000.00,10,2,722533.21,2026-03,True
SYN-EMP-003487,Claims,Officer,0,1.1,345000.00,27600.00,11,0.00,5,2,311179.98,2026-02,True
SYN-EMP-003488,Policy,Senior Officer,1,1.2,438000.00,35040.00,12,4380.00,6,2,398055.30,2026-01,True
SYN-EMP-003489,Finance,Team Lead,2,1.3,531000.00,42480.00,13,10620.00,7,2,456840.95,2025-12,True
SYN-EMP-003490,Customer Service,Manager,3,1.4,624000.00,49920.00,14,18720.00,8,2,544367.50,2025-11,True
SYN-EMP-003491,IT,Assistant,4,1.5,392000.00,31360.00,15,15680.00,9,2,358443.85,2025-10,True
SYN-EMP-003492,Sales,Officer,5,1.6,485000.00,38800.00,16,24250.00,10,2,446795.70,2025-09,True
SYN-EMP-003493,Claims,Senior Officer,6,1.7,578000.00,46240.00,17,0.00,5,2,536568.72,2025-08,True
SYN-EMP-003494,Policy,Team Lead,7,1.8,671000.00,53680.00,18,6710.00,6,2,623568.26,2025-07,True
SYN-EMP-003495,Finance,Manager,8,1.9,764000.00,61120.00,19,15280.00,7,2,674687.59,2025-06,True
SYN-EMP-003496,Customer Service,Assistant,9,2.0,532000.00,42560.00,20,15960.00,8,2,496599.52,2025-05,True
SYN-EMP-003497,IT,Officer,10,2.1,625000.00,50000.00,21,25000.00,9,2,559127.10,2025-04,True
SYN-EMP-003498,Sales,Senior Officer,11,2.2,718000.00,57440.00,22,35900.00,10,2,659356.79,2025-03,True
SYN-EMP-003499,Claims,Team Lead,12,2.3,811000.00,64880.00,23,0.00,5,2,734168.06,2025-02,True
SYN-EMP-003500,Policy,Manager,13,2.4,904000.00,72320.00,24,9040.00,6,2,834376.17,2025-01,True
SYN-EMP-003501,Finance,Assistant,14,2.5,672000.00,53760.00,0,13440.00,7,2,600864.67,2024-12,True
SYN-EMP-003502,Customer Service,Officer,15,2.6,765000.00,61200.00,1,22950.00,8,2,716663.37,2024-11,True
SYN-EMP-003503,IT,Senior Officer,16,2.7,858000.00,68640.00,2,34320.00,9,2,786698.42,2024-10,True
SYN-EMP-003504,Sales,Team Lead,17,2.8,951000.00,76080.00,3,47550.00,10,2,880085.40,2024-09,True
SYN-EMP-003505,Claims,Manager,18,2.9,1044000.00,83520.00,4,0.00,5,2,940721.54,2024-08,True
SYN-EMP-003506,Policy,Assistant,19,3.0,812000.00,64960.00,5,8120.00,6,2,725715.37,2024-07,True
SYN-EMP-003507,Finance,Officer,20,3.1,905000.00,72400.00,6,18100.00,7,2,835476.97,2024-06,True
SYN-EMP-003508,Customer Service,Senior Officer,0,3.2,410000.00,32800.00,7,12300.00,8,2,364801.30,2024-05,True
SYN-EMP-003509,IT,Team Lead,1,3.3,503000.00,40240.00,8,20120.00,9,2,467702.10,2024-04,True
SYN-EMP-003510,Sales,Manager,2,3.4,596000.00,47680.00,9,29800.00,10,2,550502.55,2024-03,True
SYN-EMP-003511,Claims,Assistant,3,3.5,364000.00,29120.00,10,0.00,5,2,338268.87,2024-02,True
SYN-EMP-003512,Policy,Officer,4,3.6,457000.00,36560.00,11,4570.00,6,2,434861.05,2024-01,True
SYN-EMP-003513,Finance,Senior Officer,5,3.7,550000.00,44000.00,12,11000.00,7,2,512799.16,2023-12,True
SYN-EMP-003514,Customer Service,Team Lead,6,3.8,643000.00,51440.00,13,19290.00,8,2,582698.87,2023-11,True
SYN-EMP-003515,IT,Manager,7,3.9,736000.00,58880.00,14,29440.00,9,2,703586.36,2023-10,True
SYN-EMP-003516,Sales,Assistant,8,4.0,504000.00,40320.00,15,25200.00,10,2,447723.81,2023-09,True
SYN-EMP-003517,Claims,Officer,9,4.1,597000.00,47760.00,16,0.00,5,2,576300.95,2023-08,True
SYN-EMP-003518,Policy,Senior Officer,10,4.2,690000.00,55200.00,17,6900.00,6,2,633922.05,2023-07,True
SYN-EMP-003519,Finance,Team Lead,11,4.3,783000.00,62640.00,18,15660.00,7,2,736163.32,2023-06,True
SYN-EMP-003520,Customer Service,Manager,12,4.4,876000.00,70080.00,19,26280.00,8,2,825998.00,2023-05,True
SYN-EMP-003521,IT,Assistant,13,4.5,644000.00,51520.00,20,25760.00,9,2,588822.77,2023-04,True
SYN-EMP-003522,Sales,Officer,14,4.6,737000.00,58960.00,21,36850.00,10,2,687027.55,2023-03,True
SYN-EMP-003523,Claims,Senior Officer,15,4.7,830000.00,66400.00,22,0.00,5,2,777627.53,2023-02,True
SYN-EMP-003524,Policy,Team Lead,16,4.8,923000.00,73840.00,23,9230.00,6,2,894167.10,2023-01,True
SYN-EMP-003525,Finance,Manager,17,4.9,1016000.00,81280.00,24,20320.00,7,2,942012.71,2022-12,True
SYN-EMP-003526,Customer Service,Assistant,18,5.0,784000.00,62720.00,0,23520.00,8,2,721912.26,2022-11,True
SYN-EMP-003527,IT,Officer,19,1.0,877000.00,70160.00,1,35080.00,9,2,787720.23,2022-10,True
SYN-EMP-003528,Sales,Senior Officer,20,1.1,970000.00,77600.00,2,48500.00,10,2,838891.92,2022-09,True
SYN-EMP-003529,Claims,Team Lead,0,1.2,475000.00,38000.00,3,0.00,5,2,431395.41,2022-08,True
SYN-EMP-003530,Policy,Manager,1,1.3,568000.00,45440.00,4,5680.00,6,2,496246.72,2022-07,True
SYN-EMP-003531,Finance,Assistant,2,1.4,336000.00,26880.00,5,6720.00,7,2,305887.91,2022-06,True
SYN-EMP-003532,Customer Service,Officer,3,1.5,429000.00,34320.00,6,12870.00,8,2,358666.67,2022-05,True
SYN-EMP-003533,IT,Senior Officer,4,1.6,522000.00,41760.00,7,20880.00,9,2,461073.74,2022-04,True
SYN-EMP-003534,Sales,Team Lead,5,1.7,615000.00,49200.00,8,30750.00,10,2,527957.33,2022-03,True
SYN-EMP-003535,Claims,Manager,6,1.8,708000.00,56640.00,9,0.00,5,2,612310.73,2022-02,True
SYN-EMP-003536,Policy,Assistant,7,1.9,476000.00,38080.00,10,4760.00,6,2,430478.70,2022-01,True
SYN-EMP-003537,Finance,Officer,8,2.0,569000.00,45520.00,11,11380.00,7,2,486926.30,2021-12,True
SYN-EMP-003538,Customer Service,Senior Officer,9,2.1,662000.00,52960.00,12,19860.00,8,2,585114.60,2021-11,True
SYN-EMP-003539,IT,Team Lead,10,2.2,755000.00,60400.00,13,30200.00,9,2,656714.04,2021-10,True
SYN-EMP-003540,Sales,Manager,11,2.3,848000.00,67840.00,14,42400.00,10,2,773278.69,2021-09,True
SYN-EMP-003541,Claims,Assistant,12,2.4,616000.00,49280.00,15,0.00,5,2,563245.50,2026-08,True
SYN-EMP-003542,Policy,Officer,13,2.5,709000.00,56720.00,16,7090.00,6,2,626426.60,2026-07,True
SYN-EMP-003543,Finance,Senior Officer,14,2.6,802000.00,64160.00,17,16040.00,7,2,724267.24,2026-06,True
SYN-EMP-003544,Customer Service,Team Lead,15,2.7,895000.00,71600.00,18,26850.00,8,2,803497.25,2026-05,True
SYN-EMP-003545,IT,Manager,16,2.8,988000.00,79040.00,19,39520.00,9,2,917003.24,2026-04,True
SYN-EMP-003546,Sales,Assistant,17,2.9,756000.00,60480.00,20,37800.00,10,2,686570.55,2026-03,True
SYN-EMP-003547,Claims,Officer,18,3.0,849000.00,67920.00,21,0.00,5,2,799880.43,2026-02,True
SYN-EMP-003548,Policy,Senior Officer,19,3.1,942000.00,75360.00,22,9420.00,6,2,875751.59,2026-01,True
SYN-EMP-003549,Finance,Team Lead,20,3.2,1035000.00,82800.00,23,20700.00,7,2,937626.04,2025-12,True
SYN-EMP-003550,Customer Service,Manager,0,3.3,540000.00,43200.00,24,16200.00,8,2,510977.71,2025-11,True
SYN-EMP-003551,IT,Assistant,1,3.4,308000.00,24640.00,0,12320.00,9,2,276693.16,2025-10,True
SYN-EMP-003552,Sales,Officer,2,3.5,401000.00,32080.00,1,20050.00,10,2,376005.84,2025-09,True
SYN-EMP-003553,Claims,Senior Officer,3,3.6,494000.00,39520.00,2,0.00,5,2,459531.03,2025-08,True
SYN-EMP-003554,Policy,Team Lead,4,3.7,587000.00,46960.00,3,5870.00,6,2,525644.14,2025-07,True
SYN-EMP-003555,Finance,Manager,5,3.8,680000.00,54400.00,4,13600.00,7,2,634734.19,2025-06,True
SYN-EMP-003556,Customer Service,Assistant,6,3.9,448000.00,35840.00,5,13440.00,8,2,419595.14,2025-05,True
SYN-EMP-003557,IT,Officer,7,4.0,541000.00,43280.00,6,21640.00,9,2,521875.58,2025-04,True
SYN-EMP-003558,Sales,Senior Officer,8,4.1,634000.00,50720.00,7,31700.00,10,2,572315.87,2025-03,True
SYN-EMP-003559,Claims,Team Lead,9,4.2,727000.00,58160.00,8,0.00,5,2,664245.16,2025-02,True
SYN-EMP-003560,Policy,Manager,10,4.3,820000.00,65600.00,9,8200.00,6,2,779037.94,2025-01,True
SYN-EMP-003561,Finance,Assistant,11,4.4,588000.00,47040.00,10,11760.00,7,2,534261.06,2024-12,True
SYN-EMP-003562,Customer Service,Officer,12,4.5,681000.00,54480.00,11,20430.00,8,2,618383.17,2024-11,True
SYN-EMP-003563,IT,Senior Officer,13,4.6,774000.00,61920.00,12,30960.00,9,2,706383.53,2024-10,True
SYN-EMP-003564,Sales,Team Lead,14,4.7,867000.00,69360.00,13,43350.00,10,2,801296.72,2024-09,True
SYN-EMP-003565,Claims,Manager,15,4.8,960000.00,76800.00,14,0.00,5,2,907879.53,2024-08,True
SYN-EMP-003566,Policy,Assistant,16,4.9,728000.00,58240.00,15,7280.00,6,2,671968.40,2024-07,True
SYN-EMP-003567,Finance,Officer,17,5.0,821000.00,65680.00,16,16420.00,7,2,782260.23,2024-06,True
SYN-EMP-003568,Customer Service,Senior Officer,18,1.0,914000.00,73120.00,17,27420.00,8,2,820776.72,2024-05,True
SYN-EMP-003569,IT,Team Lead,19,1.1,1007000.00,80560.00,18,40280.00,9,2,887807.37,2024-04,True
SYN-EMP-003570,Sales,Manager,20,1.2,1100000.00,88000.00,19,55000.00,10,2,960652.54,2024-03,True
SYN-EMP-003571,Claims,Assistant,0,1.3,280000.00,22400.00,20,0.00,5,2,261359.86,2024-02,True
SYN-EMP-003572,Policy,Officer,1,1.4,373000.00,29840.00,21,3730.00,6,2,333582.30,2024-01,True
SYN-EMP-003573,Finance,Senior Officer,2,1.5,466000.00,37280.00,22,9320.00,7,2,438298.04,2023-12,True
SYN-EMP-003574,Customer Service,Team Lead,3,1.6,559000.00,44720.00,23,16770.00,8,2,500009.06,2023-11,True
SYN-EMP-003575,IT,Manager,4,1.7,652000.00,52160.00,24,26080.00,9,2,579807.02,2023-10,True
SYN-EMP-003576,Sales,Assistant,5,1.8,420000.00,33600.00,0,21000.00,10,2,378399.75,2023-09,True
SYN-EMP-003577,Claims,Officer,6,1.9,513000.00,41040.00,1,0.00,5,2,480143.23,2023-08,True
SYN-EMP-003578,Policy,Senior Officer,7,2.0,606000.00,48480.00,2,6060.00,6,2,546472.43,2023-07,True
SYN-EMP-003579,Finance,Team Lead,8,2.1,699000.00,55920.00,3,13980.00,7,2,639257.14,2023-06,True
SYN-EMP-003580,Customer Service,Manager,9,2.2,792000.00,63360.00,4,23760.00,8,2,733770.64,2023-05,True
SYN-EMP-003581,IT,Assistant,10,2.3,560000.00,44800.00,5,22400.00,9,2,516465.74,2023-04,True
SYN-EMP-003582,Sales,Officer,11,2.4,653000.00,52240.00,6,32650.00,10,2,599297.33,2023-03,True
SYN-EMP-003583,Claims,Senior Officer,12,2.5,746000.00,59680.00,7,0.00,5,2,653843.85,2023-02,True
SYN-EMP-003584,Policy,Team Lead,13,2.6,839000.00,67120.00,8,8390.00,6,2,782068.79,2023-01,True
SYN-EMP-003585,Finance,Manager,14,2.7,932000.00,74560.00,9,18640.00,7,2,861480.56,2022-12,True
SYN-EMP-003586,Customer Service,Assistant,15,2.8,700000.00,56000.00,10,21000.00,8,2,621388.89,2022-11,True
SYN-EMP-003587,IT,Officer,16,2.9,793000.00,63440.00,11,31720.00,9,2,744023.69,2022-10,True
SYN-EMP-003588,Sales,Senior Officer,17,3.0,886000.00,70880.00,12,44300.00,10,2,797928.38,2022-09,True
SYN-EMP-003589,Claims,Team Lead,18,3.1,979000.00,78320.00,13,0.00,5,2,905498.85,2022-08,True
SYN-EMP-003590,Policy,Manager,19,3.2,1072000.00,85760.00,14,10720.00,6,2,970123.32,2022-07,True
SYN-EMP-003591,Finance,Assistant,20,3.3,840000.00,67200.00,15,16800.00,7,2,756880.22,2022-06,True
SYN-EMP-003592,Customer Service,Officer,0,3.4,345000.00,27600.00,16,10350.00,8,2,337571.66,2022-05,True
SYN-EMP-003593,IT,Senior Officer,1,3.5,438000.00,35040.00,17,17520.00,9,2,393666.06,2022-04,True
SYN-EMP-003594,Sales,Team Lead,2,3.6,531000.00,42480.00,18,26550.00,10,2,466143.21,2022-03,True
SYN-EMP-003595,Claims,Manager,3,3.7,624000.00,49920.00,19,0.00,5,2,558104.55,2022-02,True
SYN-EMP-003596,Policy,Assistant,4,3.8,392000.00,31360.00,20,3920.00,6,2,379918.82,2022-01,True
SYN-EMP-003597,Finance,Officer,5,3.9,485000.00,38800.00,21,9700.00,7,2,435095.48,2021-12,True
SYN-EMP-003598,Customer Service,Senior Officer,6,4.0,578000.00,46240.00,22,17340.00,8,2,514924.57,2021-11,True
SYN-EMP-003599,IT,Team Lead,7,4.1,671000.00,53680.00,23,26840.00,9,2,601832.89,2021-10,True
SYN-EMP-003600,Sales,Manager,8,4.2,764000.00,61120.00,24,38200.00,10,2,725952.46,2021-09,True
SYN-EMP-003601,Claims,Assistant,9,4.3,532000.00,42560.00,0,0.00,5,2,490902.24,2026-08,True
SYN-EMP-003602,Policy,Officer,10,4.4,625000.00,50000.00,1,6250.00,6,2,575455.56,2026-07,True
SYN-EMP-003603,Finance,Senior Officer,11,4.5,718000.00,57440.00,2,14360.00,7,2,673268.60,2026-06,True
SYN-EMP-003604,Customer Service,Team Lead,12,4.6,811000.00,64880.00,3,24330.00,8,2,787506.84,2026-05,True
SYN-EMP-003605,IT,Manager,13,4.7,904000.00,72320.00,4,36160.00,9,2,829042.85,2026-04,True
SYN-EMP-003606,Sales,Assistant,14,4.8,672000.00,53760.00,5,33600.00,10,2,645493.90,2026-03,True
SYN-EMP-003607,Claims,Officer,15,4.9,765000.00,61200.00,6,0.00,5,2,701152.18,2026-02,True
SYN-EMP-003608,Policy,Senior Officer,16,5.0,858000.00,68640.00,7,8580.00,6,2,836769.70,2026-01,True
SYN-EMP-003609,Finance,Team Lead,17,1.0,951000.00,76080.00,8,19020.00,7,2,839922.21,2025-12,True
SYN-EMP-003610,Customer Service,Manager,18,1.1,1044000.00,83520.00,9,31320.00,8,2,935427.66,2025-11,True
SYN-EMP-003611,IT,Assistant,19,1.2,812000.00,64960.00,10,32480.00,9,2,728248.27,2025-10,True
SYN-EMP-003612,Sales,Officer,20,1.3,905000.00,72400.00,11,45250.00,10,2,815385.47,2025-09,True
SYN-EMP-003613,Claims,Senior Officer,0,1.4,410000.00,32800.00,12,0.00,5,2,349294.54,2025-08,True
SYN-EMP-003614,Policy,Team Lead,1,1.5,503000.00,40240.00,13,5030.00,6,2,425041.48,2025-07,True
SYN-EMP-003615,Finance,Manager,2,1.6,596000.00,47680.00,14,11920.00,7,2,512758.73,2025-06,True
SYN-EMP-003616,Customer Service,Assistant,3,1.7,364000.00,29120.00,15,10920.00,8,2,322900.36,2025-05,True
SYN-EMP-003617,IT,Officer,4,1.8,457000.00,36560.00,16,18280.00,9,2,415366.87,2025-04,True
SYN-EMP-003618,Sales,Senior Officer,5,1.9,550000.00,44000.00,17,27500.00,10,2,476071.23,2025-03,True
SYN-EMP-003619,Claims,Team Lead,6,2.0,643000.00,51440.00,18,0.00,5,2,566234.73,2025-02,True
SYN-EMP-003620,Policy,Manager,7,2.1,736000.00,58880.00,19,7360.00,6,2,636931.86,2025-01,True
SYN-EMP-003621,Finance,Assistant,8,2.2,504000.00,40320.00,20,10080.00,7,2,450985.53,2024-12,True
SYN-EMP-003622,Customer Service,Officer,9,2.3,597000.00,47760.00,21,17910.00,8,2,555210.51,2024-11,True
SYN-EMP-003623,IT,Senior Officer,10,2.4,690000.00,55200.00,22,27600.00,9,2,639785.84,2024-10,True
SYN-EMP-003624,Sales,Team Lead,11,2.5,783000.00,62640.00,23,39150.00,10,2,708895.64,2024-09,True
SYN-EMP-003625,Claims,Manager,12,2.6,876000.00,70080.00,24,0.00,5,2,770436.90,2024-08,True
SYN-EMP-003626,Policy,Assistant,13,2.7,644000.00,51520.00,0,6440.00,6,2,590385.46,2024-07,True
SYN-EMP-003627,Finance,Officer,14,2.8,737000.00,58960.00,1,14740.00,7,2,682972.68,2024-06,True
SYN-EMP-003628,Customer Service,Senior Officer,15,2.9,830000.00,66400.00,2,24900.00,8,2,761012.39,2024-05,True
SYN-EMP-003629,IT,Team Lead,16,3.0,923000.00,73840.00,3,36920.00,9,2,852972.54,2024-04,True
SYN-EMP-003630,Sales,Manager,17,3.1,1016000.00,81280.00,4,50800.00,10,2,943372.31,2024-03,True
SYN-EMP-003631,Claims,Assistant,18,3.2,784000.00,62720.00,5,0.00,5,2,717442.14,2024-02,True
SYN-EMP-003632,Policy,Officer,19,3.3,877000.00,70160.00,6,8770.00,6,2,808977.47,2024-01,True
SYN-EMP-003633,Finance,Senior Officer,20,3.4,970000.00,77600.00,7,19400.00,7,2,885860.56,2023-12,True
SYN-EMP-003634,Customer Service,Team Lead,0,3.5,475000.00,38000.00,8,14250.00,8,2,414155.56,2023-11,True
SYN-EMP-003635,IT,Manager,1,3.6,568000.00,45440.00,9,22720.00,9,2,518585.69,2023-10,True
SYN-EMP-003636,Sales,Assistant,2,3.7,336000.00,26880.00,10,16800.00,10,2,313522.24,2023-09,True
SYN-EMP-003637,Claims,Officer,3,3.8,429000.00,34320.00,11,0.00,5,2,415807.10,2023-08,True
SYN-EMP-003638,Policy,Senior Officer,4,3.9,522000.00,41760.00,12,5220.00,6,2,495075.37,2023-07,True
SYN-EMP-003639,Finance,Team Lead,5,4.0,615000.00,49200.00,13,12300.00,7,2,554471.94,2023-06,True
SYN-EMP-003640,Customer Service,Manager,6,4.1,708000.00,56640.00,14,21240.00,8,2,677576.43,2023-05,True
SYN-EMP-003641,IT,Assistant,7,4.2,476000.00,38080.00,15,19040.00,9,2,454271.27,2023-04,True
SYN-EMP-003642,Sales,Officer,8,4.3,569000.00,45520.00,16,28450.00,10,2,515566.94,2023-03,True
SYN-EMP-003643,Claims,Senior Officer,9,4.4,662000.00,52960.00,17,0.00,5,2,645961.40,2023-02,True
SYN-EMP-003644,Policy,Team Lead,10,4.5,755000.00,60400.00,18,7550.00,6,2,700388.20,2023-01,True
SYN-EMP-003645,Finance,Manager,11,4.6,848000.00,67840.00,19,16960.00,7,2,813278.01,2022-12,True
SYN-EMP-003646,Customer Service,Assistant,12,4.7,616000.00,49280.00,20,18480.00,8,2,588411.13,2022-11,True
SYN-EMP-003647,IT,Officer,13,4.8,709000.00,56720.00,21,28360.00,9,2,655038.50,2022-10,True
SYN-EMP-003648,Sales,Senior Officer,14,4.9,802000.00,64160.00,22,40100.00,10,2,769953.24,2022-09,True
SYN-EMP-003649,Claims,Team Lead,15,5.0,895000.00,71600.00,23,0.00,5,2,835378.99,2022-08,True
SYN-EMP-003650,Policy,Manager,16,1.0,988000.00,79040.00,24,9880.00,6,2,853311.05,2022-07,True
SYN-EMP-003651,Finance,Assistant,17,1.1,756000.00,60480.00,0,15120.00,7,2,680896.94,2022-06,True
SYN-EMP-003652,Customer Service,Officer,18,1.2,849000.00,67920.00,1,25470.00,8,2,744429.99,2022-05,True
SYN-EMP-003653,IT,Senior Officer,19,1.3,942000.00,75360.00,2,37680.00,9,2,815217.31,2022-04,True
SYN-EMP-003654,Sales,Team Lead,20,1.4,1035000.00,82800.00,3,51750.00,10,2,892937.97,2022-03,True
SYN-EMP-003655,Claims,Manager,0,1.5,540000.00,43200.00,4,0.00,5,2,484089.91,2022-02,True
SYN-EMP-003656,Policy,Assistant,1,1.6,308000.00,24640.00,5,3080.00,6,2,270756.54,2022-01,True
SYN-EMP-003657,Finance,Officer,2,1.7,401000.00,32080.00,6,8020.00,7,2,375344.58,2021-12,True
SYN-EMP-003658,Customer Service,Senior Officer,3,1.8,494000.00,39520.00,7,14820.00,8,2,444764.81,2021-11,True
