id,admin_note,admin_signature,admin_signed_at,agent_note,agent_signature,agent_signed_at,common_info,coverage_amount,created_at,documents_path,duration,extra_info,form_data,notes,policy_number,premium_amount,revision_deadline,risk_level,status,updated_at,agent_id,customer_id,package_id
200977,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",9186390.81,2025-12-22 12:50:54,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,19138.31,2025-12-29 12:50:54,MEDIUM,REVISION_REQUESTED,2026-01-02 12:50:54,100228,101228,9118
200978,,,,Synthetic agent verification,,2024-11-05 09:59:04,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",19878880.17,2024-11-03 09:59:04,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,20707.17,,HIGH,VERIFIED,2024-11-10 09:59:04,100229,101229,9119
200979,,,,Synthetic agent verification,,2023-04-06 08:15:59,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",19664523.89,2023-04-04 08:15:59,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,24580.65,,HIGH,VERIFIED,2023-04-12 08:15:59,100230,101230,9120
200980,Synthetic admin review completed,,2024-01-24 12:40:06,Synthetic agent verification,,2024-01-22 12:40:06,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",6371750.91,2024-01-20 12:40:06,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-200980,9292.14,,MEDIUM,APPROVED,2024-01-31 12:40:06,100231,101231,9121
200981,,,,Synthetic agent verification,,2022-05-02 22:19:29,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",14104246.37,2022-04-30 22:19:29,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,23507.08,,LOW,VERIFIED,2022-05-02 22:19:29,100232,101232,9122
200982,Synthetic admin review completed,,2024-08-31 16:04:51,Synthetic agent verification,,2024-08-29 16:04:51,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",23099564.07,2024-08-27 16:04:51,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-200982,43311.68,,LOW,APPROVED,2024-09-08 16:04:51,100233,101233,9123
200983,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",29515874.87,2021-10-12 13:21:25,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,61491.41,,LOW,REJECTED,2021-10-14 13:21:25,100234,101234,9124
200984,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",5161099.95,2023-10-23 13:30:45,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,5376.15,,LOW,PENDING,2023-10-24 13:30:45,100235,101235,9101
200985,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",15264377.47,2023-11-09 09:22:39,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,19080.47,,MEDIUM,REJECTED,2023-11-16 09:22:39,100236,101236,9102
200986,Synthetic admin review completed,,2021-11-20 22:48:56,Synthetic agent verification,,2021-11-18 22:48:56,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",13262169.79,2021-11-16 22:48:56,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-200986,19340.66,,LOW,APPROVED,2021-11-18 22:48:56,100237,101237,9103
200987,Synthetic admin review completed,,2024-01-26 08:53:12,Synthetic agent verification,,2024-01-24 08:53:12,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",11241888.03,2024-01-22 08:53:12,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-200987,18736.48,,MEDIUM,APPROVED,2024-02-03 08:53:12,100238,101238,9104
200988,Synthetic admin review completed,,2025-10-24 00:28:40,Synthetic agent verification,,2025-10-22 00:28:40,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",1358661.26,2025-10-20 00:28:40,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,SYN-POL-200988,2547.49,,LOW,APPROVED,2025-10-21 00:28:40,100239,101239,9105
200989,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",5684113.63,2022-02-19 03:47:42,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,11841.90,,LOW,REJECTED,2022-02-20 03:47:42,100240,101240,9106
200990,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",11591147.93,2025-07-22 15:30:27,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,12074.11,,LOW,REJECTED,2025-07-25 15:30:27,100241,101241,9107
200991,,,,Synthetic agent verification,,2022-10-29 08:36:20,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",12058938.62,2022-10-27 08:36:20,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,15073.67,,LOW,VERIFIED,2022-11-02 08:36:20,100242,101242,9108
200992,,,,Synthetic agent verification,,2026-08-10 13:18:48,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",11495950.00,2026-08-08 13:18:48,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,16764.93,,MEDIUM,VERIFIED,2026-08-14 13:18:48,100243,101243,9109
200993,Synthetic admin review completed,,2026-06-24 01:26:38,Synthetic agent verification,,2026-06-22 01:26:38,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",4680873.82,2026-06-20 01:26:38,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-200993,7801.46,,LOW,APPROVED,2026-06-30 01:26:38,100244,101244,9110
200994,Synthetic admin review completed,,2024-09-05 23:18:12,Synthetic agent verification,,2024-09-03 23:18:12,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",15949334.54,2024-09-01 23:18:12,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-200994,29905.00,,LOW,APPROVED,2024-09-04 23:18:12,100245,101245,9111
200995,,,,Synthetic agent verification,,2021-10-24 23:44:09,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",7006939.37,2021-10-22 23:44:09,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,14597.79,,MEDIUM,VERIFIED,2021-10-24 23:44:09,100246,101246,9112
200996,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",4827603.28,2026-03-02 22:24:31,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,5028.75,,LOW,PENDING,2026-03-04 22:24:31,100247,101247,9113
200997,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",15010124.54,2025-11-25 05:25:59,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,18762.66,2025-12-02 05:25:59,MEDIUM,REVISION_REQUESTED,2025-12-04 05:25:59,100248,101248,9114
200998,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",10804945.48,2023-08-25 05:09:00,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,15757.21,,LOW,PENDING,2023-09-06 05:09:00,100249,101249,9115
200999,,,,Synthetic agent verification,,2025-10-18 19:07:22,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",10235985.45,2025-10-16 19:07:22,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,17059.98,,MEDIUM,VERIFIED,2025-10-25 19:07:22,100250,101250,9116
201000,Synthetic admin review completed,,2022-02-03 02:12:22,Synthetic agent verification,,2022-02-01 02:12:22,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",3570733.88,2022-01-30 02:12:22,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201000,6695.13,,LOW,APPROVED,2022-02-08 02:12:22,100001,101251,9117
201001,Synthetic admin review completed,,2023-11-30 23:58:23,Synthetic agent verification,,2023-11-28 23:58:23,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",9107140.43,2023-11-26 23:58:23,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,SYN-POL-201001,18973.21,,LOW,APPROVED,2023-12-07 23:58:23,100002,101252,9118
201002,,,,Synthetic agent verification,,2025-07-20 18:54:32,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",11008580.60,2025-07-18 18:54:32,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,11467.27,,LOW,VERIFIED,2025-07-21 18:54:32,100003,101253,9119
201003,Synthetic admin review completed,,2025-05-29 14:37:56,Synthetic agent verification,,2025-05-27 14:37:56,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",27649603.76,2025-05-25 14:37:56,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201003,34562.00,,LOW,APPROVED,2025-05-29 14:37:56,100004,101254,9120
201004,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",6744854.09,2022-11-24 13:00:07,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,9836.25,,MEDIUM,PENDING,2022-12-02 13:00:07,100005,101255,9121
201005,Synthetic admin review completed,,2022-11-16 11:56:02,Synthetic agent verification,,2022-11-14 11:56:02,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",4308626.21,2022-11-12 11:56:02,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201005,7181.04,,MEDIUM,APPROVED,2022-11-23 11:56:02,100006,101256,9122
201006,,,,Synthetic agent verification,,2025-02-15 22:59:39,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",11930149.61,2025-02-13 22:59:39,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,22369.03,,MEDIUM,VERIFIED,2025-02-25 22:59:39,100007,101257,9123
201007,Synthetic admin review completed,,2021-10-24 23:47:37,Synthetic agent verification,,2021-10-22 23:47:37,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",21048616.63,2021-10-20 23:47:37,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201007,43851.28,,LOW,APPROVED,2021-10-28 23:47:37,100008,101258,9124
201008,Synthetic admin review completed,,2022-06-06 22:40:31,Synthetic agent verification,,2022-06-04 22:40:31,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",3949090.67,2022-06-02 22:40:31,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201008,4113.64,,LOW,APPROVED,2022-06-06 22:40:31,100009,101259,9101
201009,,,,Synthetic agent verification,,2026-03-24 20:24:04,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",11257579.46,2026-03-22 20:24:04,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,14071.97,,LOW,VERIFIED,2026-03-27 20:24:04,100010,101260,9102
201010,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",4742366.83,2024-03-10 07:10:23,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,6915.95,2024-03-17 07:10:23,MEDIUM,REVISION_REQUESTED,2024-03-22 07:10:23,100011,101261,9103
201011,,,,Synthetic agent verification,,2026-07-14 17:16:39,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",27638503.06,2026-07-12 17:16:39,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,46064.17,,MEDIUM,VERIFIED,2026-07-19 17:16:39,100012,101262,9104
201012,Synthetic admin review completed,,2022-04-03 06:07:18,Synthetic agent verification,,2022-04-01 06:07:18,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",5804248.68,2022-03-30 06:07:18,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201012,10882.97,,LOW,APPROVED,2022-04-06 06:07:18,100013,101263,9105
201013,Synthetic admin review completed,,2025-06-22 20:15:26,Synthetic agent verification,,2025-06-20 20:15:26,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",5534348.99,2025-06-18 20:15:26,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201013,11529.89,,LOW,APPROVED,2025-06-29 20:15:26,100014,101264,9106
201014,Synthetic admin review completed,,2022-12-07 19:14:46,Synthetic agent verification,,2022-12-05 19:14:46,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",21104128.56,2022-12-03 19:14:46,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,SYN-POL-201014,21983.47,,LOW,APPROVED,2022-12-08 19:14:46,100015,101265,9107
201015,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",11655823.70,2023-05-05 13:42:22,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,14569.78,2023-05-12 13:42:22,MEDIUM,REVISION_REQUESTED,2023-05-14 13:42:22,100016,101266,9108
201016,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",12891031.42,2022-03-15 04:59:01,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,18799.42,2022-03-22 04:59:01,MEDIUM,REVISION_REQUESTED,2022-03-19 04:59:01,100017,101267,9109
201017,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",2198637.63,2023-01-20 06:49:35,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,3664.40,,MEDIUM,PENDING,2023-01-27 06:49:35,100018,101268,9110
201018,Synthetic admin review completed,,2026-05-27 15:11:56,Synthetic agent verification,,2026-05-25 15:11:56,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",19942525.28,2026-05-23 15:11:56,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201018,37392.23,,LOW,APPROVED,2026-05-29 15:11:56,100019,101269,9111
201019,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",16088061.80,2025-08-16 18:42:23,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,33516.80,,MEDIUM,CANCELLED,2025-08-21 18:42:23,100020,101270,9112
201020,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",9875150.69,2023-11-28 01:51:31,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,10286.62,,LOW,CANCELLED,2023-12-03 01:51:31,100021,101271,9113
201021,,,,Synthetic agent verification,,2024-06-30 18:23:53,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",8641529.70,2024-06-28 18:23:53,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,10801.91,,LOW,VERIFIED,2024-06-30 18:23:53,100022,101272,9114
201022,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",11554781.84,2023-12-18 18:36:02,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,16850.72,,MEDIUM,REJECTED,2023-12-20 18:36:02,100023,101273,9115
201023,Synthetic admin review completed,,2022-10-20 15:08:21,Synthetic agent verification,,2022-10-18 15:08:21,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",5294049.54,2022-10-16 15:08:21,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201023,8823.42,,LOW,APPROVED,2022-10-24 15:08:21,100024,101274,9116
201024,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",5632688.13,2026-02-15 01:42:55,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,10561.29,,LOW,REJECTED,2026-02-18 01:42:55,100025,101275,9117
201025,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",9688078.21,2022-05-03 01:59:44,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,20183.50,2022-05-10 01:59:44,LOW,REVISION_REQUESTED,2022-05-05 01:59:44,100026,101276,9118
201026,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",22079519.55,2023-10-10 20:43:26,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,22999.50,,LOW,PENDING,2023-10-12 20:43:26,100027,101277,9119
201027,Synthetic admin review completed,,2024-01-20 09:04:38,Synthetic agent verification,,2024-01-18 09:04:38,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",23564051.17,2024-01-16 09:04:38,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,SYN-POL-201027,29455.06,,MEDIUM,APPROVED,2024-01-27 09:04:38,100028,101278,9120
201028,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",2136479.48,2022-01-14 11:33:56,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,3115.70,,MEDIUM,PENDING,2022-01-17 11:33:56,100029,101279,9121
201029,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",8511231.43,2022-06-18 12:08:44,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,14185.39,,LOW,PENDING,2022-06-20 12:08:44,100030,101280,9122
201030,,,,Synthetic agent verification,,2025-01-09 07:11:35,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",5595154.07,2025-01-07 07:11:35,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,10490.91,,MEDIUM,VERIFIED,2025-01-15 07:11:35,100031,101281,9123
201031,Synthetic admin review completed,,2022-10-22 21:44:31,Synthetic agent verification,,2022-10-20 21:44:31,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",5799041.13,2022-10-18 21:44:31,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201031,12081.34,,HIGH,APPROVED,2022-10-26 21:44:31,100032,101282,9124
201032,Synthetic admin review completed,,2025-09-12 20:58:53,Synthetic agent verification,,2025-09-10 20:58:53,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",3168213.63,2025-09-08 20:58:53,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201032,3300.22,,LOW,APPROVED,2025-09-13 20:58:53,100033,101283,9101
201033,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",11867473.61,2022-09-19 22:12:26,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,14834.34,,LOW,CANCELLED,2022-09-20 22:12:26,100034,101284,9102
201034,,,,Synthetic agent verification,,2026-01-20 05:19:02,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",9468095.56,2026-01-18 05:19:02,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,13807.64,,MEDIUM,VERIFIED,2026-01-25 05:19:02,100035,101285,9103
201035,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",27359896.62,2025-10-30 11:01:16,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,45599.83,,LOW,REJECTED,2025-11-11 11:01:16,100036,101286,9104
201036,,,,Synthetic agent verification,,2026-07-03 14:03:22,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",2477327.06,2026-07-01 14:03:22,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,4644.99,,MEDIUM,VERIFIED,2026-07-09 14:03:22,100037,101287,9105
201037,Synthetic admin review completed,,2025-12-08 09:27:33,Synthetic agent verification,,2025-12-06 09:27:33,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",8111590.99,2025-12-04 09:27:33,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201037,16899.15,,LOW,APPROVED,2025-12-09 09:27:33,100038,101288,9106
201038,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",19325330.16,2023-11-20 17:37:04,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,20130.55,,LOW,REJECTED,2023-11-28 17:37:04,100039,101289,9107
201039,Synthetic admin review completed,,2022-09-20 04:00:15,Synthetic agent verification,,2022-09-18 04:00:15,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",19643845.84,2022-09-16 04:00:15,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201039,24554.81,,LOW,APPROVED,2022-09-17 04:00:15,100040,101290,9108
201040,Synthetic admin review completed,,2024-06-29 00:08:31,Synthetic agent verification,,2024-06-27 00:08:31,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",11717401.38,2024-06-25 00:08:31,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,SYN-POL-201040,17087.88,,LOW,APPROVED,2024-06-28 00:08:31,100041,101291,9109
201041,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",17066984.94,2022-01-22 14:23:51,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,28444.97,,LOW,CANCELLED,2022-01-24 14:23:51,100042,101292,9110
201042,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",5389527.80,2024-06-07 17:25:34,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,10105.36,,MEDIUM,REJECTED,2024-06-18 17:25:34,100043,101293,9111
201043,Synthetic admin review completed,,2023-07-31 18:33:30,Synthetic agent verification,,2023-07-29 18:33:30,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",18841000.01,2023-07-27 18:33:30,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201043,39252.08,,LOW,APPROVED,2023-08-07 18:33:30,100044,101294,9112
201044,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",10944800.72,2023-11-18 16:20:33,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,11400.83,,LOW,REJECTED,2023-11-19 16:20:33,100045,101295,9113
201045,Synthetic admin review completed,,2023-06-03 10:41:49,Synthetic agent verification,,2023-06-01 10:41:49,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",6643439.19,2023-05-30 10:41:49,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201045,8304.30,,MEDIUM,APPROVED,2023-06-02 10:41:49,100046,101296,9114
201046,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",5286304.71,2026-07-14 02:30:35,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,7709.19,,MEDIUM,REJECTED,2026-07-26 02:30:35,100047,101297,9115
201047,,,,Synthetic agent verification,,2026-07-01 05:51:40,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",15854997.72,2026-06-29 05:51:40,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,26425.00,,MEDIUM,VERIFIED,2026-07-01 05:51:40,100048,101298,9116
201048,Synthetic admin review completed,,2024-01-11 21:43:00,Synthetic agent verification,,2024-01-09 21:43:00,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",6559155.93,2024-01-07 21:43:00,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201048,12298.42,,MEDIUM,APPROVED,2024-01-12 21:43:00,100049,101299,9117
201049,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",10655602.01,2023-03-17 04:10:13,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,22199.17,,MEDIUM,REJECTED,2023-03-29 04:10:13,100050,101300,9118
201050,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",12839290.42,2022-10-21 10:05:39,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,13374.26,,MEDIUM,REJECTED,2022-10-25 10:05:39,100051,101301,9119
