id,category,created_at,message,rating,is_read,customer_id
500288,APPLICATION,2022-02-14 06:32:14,Synthetic feedback message 289; no real customer data.,4,0,100539
500289,PORTAL,2022-08-25 01:50:49,Synthetic feedback message 290; no real customer data.,5,1,100540
500290,SERVICE,2023-04-01 12:02:02,Synthetic feedback message 291; no real customer data.,1,1,100541
500291,PAYMENT,2024-05-25 14:30:01,Synthetic feedback message 292; no real customer data.,2,1,100542
500292,CLAIM,2023-01-04 15:32:16,Synthetic feedback message 293; no real customer data.,3,0,100543
500293,APPLICATION,2026-01-28 14:33:44,Synthetic feedback message 294; no real customer data.,4,1,100544
500294,PORTAL,2022-02-05 19:06:44,Synthetic feedback message 295; no real customer data.,5,1,100545
500295,SERVICE,2026-04-12 18:58:32,Synthetic feedback message 296; no real customer data.,1,1,100546
500296,PAYMENT,2026-03-24 12:39:34,Synthetic feedback message 297; no real customer data.,2,0,100547
500297,CLAIM,2024-02-28 19:19:56,Synthetic feedback message 298; no real customer data.,3,1,100548
500298,APPLICATION,2025-04-15 03:53:28,Synthetic feedback message 299; no real customer data.,4,1,100549
500299,PORTAL,2022-08-24 07:27:23,Synthetic feedback message 300; no real customer data.,5,1,100550
500300,SERVICE,2025-03-22 12:04:11,Synthetic feedback message 301; no real customer data.,1,0,100551
500301,PAYMENT,2024-04-30 04:43:49,Synthetic feedback message 302; no real customer data.,2,1,100552
500302,CLAIM,2025-06-15 22:17:18,Synthetic feedback message 303; no real customer data.,3,1,100553
500303,APPLICATION,2022-07-15 10:17:14,Synthetic feedback message 304; no real customer data.,4,1,100554
500304,PORTAL,2026-02-13 23:51:57,Synthetic feedback message 305; no real customer data.,5,0,100555
500305,SERVICE,2025-11-26 02:52:34,Synthetic feedback message 306; no real customer data.,1,1,100556
500306,PAYMENT,2023-09-15 06:40:33,Synthetic feedback message 307; no real customer data.,2,1,100557
500307,CLAIM,2022-12-13 21:25:44,Synthetic feedback message 308; no real customer data.,3,1,100558
500308,APPLICATION,2024-01-15 21:21:30,Synthetic feedback message 309; no real customer data.,4,0,100559
500309,PORTAL,2021-11-17 13:03:56,Synthetic feedback message 310; no real customer data.,5,1,100560
500310,SERVICE,2021-12-08 09:28:07,Synthetic feedback message 311; no real customer data.,1,1,100561
500311,PAYMENT,2026-07-07 07:26:39,Synthetic feedback message 312; no real customer data.,2,1,100562
500312,CLAIM,2024-08-20 11:07:18,Synthetic feedback message 313; no real customer data.,3,0,100563
500313,APPLICATION,2022-07-30 10:48:59,Synthetic feedback message 314; no real customer data.,4,1,100564
500314,PORTAL,2023-09-17 10:48:22,Synthetic feedback message 315; no real customer data.,5,1,100565
500315,SERVICE,2022-05-23 15:56:40,Synthetic feedback message 316; no real customer data.,1,1,100566
500316,PAYMENT,2024-07-26 06:39:14,Synthetic feedback message 317; no real customer data.,2,0,100567
500317,CLAIM,2025-07-21 03:58:38,Synthetic feedback message 318; no real customer data.,3,1,100568
500318,APPLICATION,2024-06-03 08:31:01,Synthetic feedback message 319; no real customer data.,4,1,100569
500319,PORTAL,2025-01-01 10:35:25,Synthetic feedback message 320; no real customer data.,5,1,100570
500320,SERVICE,2023-03-22 12:16:53,Synthetic feedback message 321; no real customer data.,1,0,100571
500321,PAYMENT,2024-08-31 07:35:30,Synthetic feedback message 322; no real customer data.,2,1,100572
500322,CLAIM,2024-11-08 19:50:10,Synthetic feedback message 323; no real customer data.,3,1,100573
500323,APPLICATION,2024-12-02 11:06:40,Synthetic feedback message 324; no real customer data.,4,1,100574
500324,PORTAL,2022-11-11 11:01:40,Synthetic feedback message 325; no real customer data.,5,0,100575
500325,SERVICE,2022-08-23 16:50:09,Synthetic feedback message 326; no real customer data.,1,1,100576
500326,PAYMENT,2023-10-11 00:45:17,Synthetic feedback message 327; no real customer data.,2,1,100577
500327,CLAIM,2024-09-21 13:51:10,Synthetic feedback message 328; no real customer data.,3,1,100578
500328,APPLICATION,2024-11-12 16:27:21,Synthetic feedback message 329; no real customer data.,4,0,100579
500329,PORTAL,2025-11-15 00:01:50,Synthetic feedback message 330; no real customer data.,5,1,100580
500330,SERVICE,2023-11-01 18:30:12,Synthetic feedback message 331; no real customer data.,1,1,100581
500331,PAYMENT,2025-01-01 22:07:12,Synthetic feedback message 332; no real customer data.,2,1,100582
500332,CLAIM,2022-11-17 20:19:50,Synthetic feedback message 333; no real customer data.,3,0,100583
500333,APPLICATION,2026-06-03 14:49:09,Synthetic feedback message 334; no real customer data.,4,1,100584
500334,PORTAL,2025-06-21 06:49:11,Synthetic feedback message 335; no real customer data.,5,1,100585
500335,SERVICE,2024-02-16 23:16:10,Synthetic feedback message 336; no real customer data.,1,1,100586
500336,PAYMENT,2023-05-05 04:42:00,Synthetic feedback message 337; no real customer data.,2,0,100587
500337,CLAIM,2024-10-19 03:06:40,Synthetic feedback message 338; no real customer data.,3,1,100588
500338,APPLICATION,2022-08-21 23:48:29,Synthetic feedback message 339; no real customer data.,4,1,100589
500339,PORTAL,2024-05-07 16:08:18,Synthetic feedback message 340; no real customer data.,5,1,100590
500340,SERVICE,2024-10-18 07:01:56,Synthetic feedback message 341; no real customer data.,1,0,100591
500341,PAYMENT,2026-02-10 21:21:01,Synthetic feedback message 342; no real customer data.,2,1,100592
500342,CLAIM,2026-06-27 18:50:17,Synthetic feedback message 343; no real customer data.,3,1,100593
500343,APPLICATION,2023-05-09 00:56:11,Synthetic feedback message 344; no real customer data.,4,1,100594
500344,PORTAL,2024-08-18 13:57:57,Synthetic feedback message 345; no real customer data.,5,0,100595
500345,SERVICE,2021-12-04 22:09:10,Synthetic feedback message 346; no real customer data.,1,1,100596
500346,PAYMENT,2024-03-24 07:09:05,Synthetic feedback message 347; no real customer data.,2,1,100597
500347,CLAIM,2025-05-19 02:22:49,Synthetic feedback message 348; no real customer data.,3,1,100598
500348,APPLICATION,2022-05-13 13:25:21,Synthetic feedback message 349; no real customer data.,4,0,100599
500349,PORTAL,2024-08-02 19:53:20,Synthetic feedback message 350; no real customer data.,5,1,100600
500350,SERVICE,2025-09-09 15:41:14,Synthetic feedback message 351; no real customer data.,1,1,100601
500351,PAYMENT,2025-11-14 18:45:32,Synthetic feedback message 352; no real customer data.,2,1,100602
500352,CLAIM,2026-02-18 18:23:08,Synthetic feedback message 353; no real customer data.,3,0,100603
500353,APPLICATION,2025-04-10 00:37:57,Synthetic feedback message 354; no real customer data.,4,1,100604
500354,PORTAL,2026-01-23 05:49:44,Synthetic feedback message 355; no real customer data.,5,1,100605
500355,SERVICE,2022-08-08 22:20:33,Synthetic feedback message 356; no real customer data.,1,1,100606
500356,PAYMENT,2023-02-03 23:34:18,Synthetic feedback message 357; no real customer data.,2,0,100607
500357,CLAIM,2024-07-15 18:01:38,Synthetic feedback message 358; no real customer data.,3,1,100608
500358,APPLICATION,2024-03-31 18:03:11,Synthetic feedback message 359; no real customer data.,4,1,100609
500359,PORTAL,2026-03-04 15:02:03,Synthetic feedback message 360; no real customer data.,5,1,100610
500360,SERVICE,2025-11-05 13:07:54,Synthetic feedback message 361; no real customer data.,1,0,100611
500361,PAYMENT,2022-01-06 04:22:09,Synthetic feedback message 362; no real customer data.,2,1,100612
500362,CLAIM,2024-11-24 20:59:15,Synthetic feedback message 363; no real customer data.,3,1,100613
500363,APPLICATION,2022-11-20 09:50:37,Synthetic feedback message 364; no real customer data.,4,1,100614
500364,PORTAL,2023-11-04 01:31:10,Synthetic feedback message 365; no real customer data.,5,0,100615
500365,SERVICE,2021-12-25 11:41:33,Synthetic feedback message 366; no real customer data.,1,1,100616
500366,PAYMENT,2023-04-01 04:53:58,Synthetic feedback message 367; no real customer data.,2,1,100617
500367,CLAIM,2023-09-06 23:18:35,Synthetic feedback message 368; no real customer data.,3,1,100618
500368,APPLICATION,2026-04-07 21:38:26,Synthetic feedback message 369; no real customer data.,4,0,100619
500369,PORTAL,2022-12-22 13:40:05,Synthetic feedback message 370; no real customer data.,5,1,100620
500370,SERVICE,2024-07-07 20:21:21,Synthetic feedback message 371; no real customer data.,1,1,100621
500371,PAYMENT,2022-06-24 17:03:23,Synthetic feedback message 372; no real customer data.,2,1,100622
500372,CLAIM,2023-07-24 09:21:23,Synthetic feedback message 373; no real customer data.,3,0,100623
500373,APPLICATION,2021-11-06 10:27:34,Synthetic feedback message 374; no real customer data.,4,1,100624
500374,PORTAL,2024-02-17 04:02:14,Synthetic feedback message 375; no real customer data.,5,1,100625
500375,SERVICE,2024-04-24 20:27:48,Synthetic feedback message 376; no real customer data.,1,1,100626
500376,PAYMENT,2024-04-26 04:57:36,Synthetic feedback message 377; no real customer data.,2,0,100627
500377,CLAIM,2023-05-07 23:13:31,Synthetic feedback message 378; no real customer data.,3,1,100628
500378,APPLICATION,2025-12-10 03:48:36,Synthetic feedback message 379; no real customer data.,4,1,100629
500379,PORTAL,2025-03-23 16:15:00,Synthetic feedback message 380; no real customer data.,5,1,100630
500380,SERVICE,2025-10-09 02:31:03,Synthetic feedback message 381; no real customer data.,1,0,100631
500381,PAYMENT,2025-05-21 19:26:36,Synthetic feedback message 382; no real customer data.,2,1,100632
500382,CLAIM,2023-08-19 07:47:07,Synthetic feedback message 383; no real customer data.,3,1,100633
500383,APPLICATION,2022-03-19 10:14:22,Synthetic feedback message 384; no real customer data.,4,1,100634
500384,PORTAL,2023-09-06 22:54:02,Synthetic feedback message 385; no real customer data.,5,0,100635
500385,SERVICE,2026-08-07 06:41:37,Synthetic feedback message 386; no real customer data.,1,1,100636
500386,PAYMENT,2026-07-03 03:06:24,Synthetic feedback message 387; no real customer data.,2,1,100637
500387,CLAIM,2026-08-31 14:59:37,Synthetic feedback message 388; no real customer data.,3,1,100638
500388,APPLICATION,2021-09-17 22:45:40,Synthetic feedback message 389; no real customer data.,4,0,100639
500389,PORTAL,2024-09-10 08:53:03,Synthetic feedback message 390; no real customer data.,5,1,100640
500390,SERVICE,2023-07-22 17:55:36,Synthetic feedback message 391; no real customer data.,1,1,100641
500391,PAYMENT,2024-03-16 20:55:16,Synthetic feedback message 392; no real customer data.,2,1,100642
500392,CLAIM,2025-11-25 13:47:19,Synthetic feedback message 393; no real customer data.,3,0,100643
500393,APPLICATION,2023-08-30 09:53:56,Synthetic feedback message 394; no real customer data.,4,1,100644
500394,PORTAL,2026-08-23 18:11:03,Synthetic feedback message 395; no real customer data.,5,1,100645
500395,SERVICE,2025-10-08 00:49:09,Synthetic feedback message 396; no real customer data.,1,1,100646
500396,PAYMENT,2023-05-31 14:49:26,Synthetic feedback message 397; no real customer data.,2,0,100647
500397,CLAIM,2025-07-23 09:00:22,Synthetic feedback message 398; no real customer data.,3,1,100648
500398,APPLICATION,2022-09-04 01:07:57,Synthetic feedback message 399; no real customer data.,4,1,100649
500399,PORTAL,2022-04-05 21:09:42,Synthetic feedback message 400; no real customer data.,5,1,100650
500400,SERVICE,2025-03-02 18:50:51,Synthetic feedback message 401; no real customer data.,1,0,100651
500401,PAYMENT,2026-05-09 13:47:44,Synthetic feedback message 402; no real customer data.,2,1,100652
500402,CLAIM,2026-04-28 00:58:30,Synthetic feedback message 403; no real customer data.,3,1,100653
500403,APPLICATION,2025-09-06 16:21:40,Synthetic feedback message 404; no real customer data.,4,1,100654
500404,PORTAL,2024-11-23 01:28:47,Synthetic feedback message 405; no real customer data.,5,0,100655
500405,SERVICE,2024-05-29 05:35:25,Synthetic feedback message 406; no real customer data.,1,1,100656
500406,PAYMENT,2022-05-01 02:30:35,Synthetic feedback message 407; no real customer data.,2,1,100657
500407,CLAIM,2022-12-17 16:45:51,Synthetic feedback message 408; no real customer data.,3,1,100658
500408,APPLICATION,2023-12-14 22:22:15,Synthetic feedback message 409; no real customer data.,4,0,100659
500409,PORTAL,2023-01-15 07:33:06,Synthetic feedback message 410; no real customer data.,5,1,100660
500410,SERVICE,2025-11-11 09:02:51,Synthetic feedback message 411; no real customer data.,1,1,100661
500411,PAYMENT,2023-12-21 14:12:08,Synthetic feedback message 412; no real customer data.,2,1,100662
500412,CLAIM,2025-04-08 10:38:36,Synthetic feedback message 413; no real customer data.,3,0,100663
500413,APPLICATION,2021-09-14 15:27:28,Synthetic feedback message 414; no real customer data.,4,1,100664
500414,PORTAL,2025-02-10 22:40:55,Synthetic feedback message 415; no real customer data.,5,1,100665
500415,SERVICE,2022-07-31 18:42:21,Synthetic feedback message 416; no real customer data.,1,1,100666
500416,PAYMENT,2023-01-04 07:30:42,Synthetic feedback message 417; no real customer data.,2,0,100667
500417,CLAIM,2021-12-13 00:26:14,Synthetic feedback message 418; no real customer data.,3,1,100668
500418,APPLICATION,2022-01-15 05:02:50,Synthetic feedback message 419; no real customer data.,4,1,100669
500419,PORTAL,2026-07-13 01:41:48,Synthetic feedback message 420; no real customer data.,5,1,100670
500420,SERVICE,2026-06-12 20:09:45,Synthetic feedback message 421; no real customer data.,1,0,100671
500421,PAYMENT,2025-12-17 17:58:12,Synthetic feedback message 422; no real customer data.,2,1,100672
500422,CLAIM,2024-03-01 03:04:18,Synthetic feedback message 423; no real customer data.,3,1,100673
500423,APPLICATION,2026-05-14 15:30:52,Synthetic feedback message 424; no real customer data.,4,1,100674
500424,PORTAL,2022-02-08 15:55:41,Synthetic feedback message 425; no real customer data.,5,0,100675
500425,SERVICE,2025-09-07 23:50:00,Synthetic feedback message 426; no real customer data.,1,1,100676
500426,PAYMENT,2024-05-23 03:51:33,Synthetic feedback message 427; no real customer data.,2,1,100677
500427,CLAIM,2024-10-17 05:14:41,Synthetic feedback message 428; no real customer data.,3,1,100678
500428,APPLICATION,2022-05-15 06:22:20,Synthetic feedback message 429; no real customer data.,4,0,100679
500429,PORTAL,2025-11-22 07:28:46,Synthetic feedback message 430; no real customer data.,5,1,100680
500430,SERVICE,2023-03-24 05:33:13,Synthetic feedback message 431; no real customer data.,1,1,100681
500431,PAYMENT,2024-04-08 22:31:55,Synthetic feedback message 432; no real customer data.,2,1,100682
500432,CLAIM,2024-04-11 01:08:31,Synthetic feedback message 433; no real customer data.,3,0,100683
500433,APPLICATION,2024-01-19 09:49:09,Synthetic feedback message 434; no real customer data.,4,1,100684
500434,PORTAL,2026-03-16 00:16:25,Synthetic feedback message 435; no real customer data.,5,1,100685
500435,SERVICE,2026-01-02 18:59:42,Synthetic feedback message 436; no real customer data.,1,1,100686
500436,PAYMENT,2021-11-11 04:13:09,Synthetic feedback message 437; no real customer data.,2,0,100687
500437,CLAIM,2022-03-05 10:04:52,Synthetic feedback message 438; no real customer data.,3,1,100688
500438,APPLICATION,2024-11-07 08:54:11,Synthetic feedback message 439; no real customer data.,4,1,100689
500439,PORTAL,2024-01-12 18:08:34,Synthetic feedback message 440; no real customer data.,5,1,100690
500440,SERVICE,2021-12-02 23:25:36,Synthetic feedback message 441; no real customer data.,1,0,100691
500441,PAYMENT,2024-02-21 04:49:20,Synthetic feedback message 442; no real customer data.,2,1,100692
500442,CLAIM,2025-08-11 19:09:18,Synthetic feedback message 443; no real customer data.,3,1,100693
500443,APPLICATION,2024-06-13 23:41:04,Synthetic feedback message 444; no real customer data.,4,1,100694
500444,PORTAL,2021-10-13 00:19:43,Synthetic feedback message 445; no real customer data.,5,0,100695
500445,SERVICE,2022-08-21 02:56:58,Synthetic feedback message 446; no real customer data.,1,1,100696
500446,PAYMENT,2022-10-27 14:32:38,Synthetic feedback message 447; no real customer data.,2,1,100697
500447,CLAIM,2022-09-16 03:22:08,Synthetic feedback message 448; no real customer data.,3,1,100698
500448,APPLICATION,2026-08-29 01:47:34,Synthetic feedback message 449; no real customer data.,4,0,100699
500449,PORTAL,2025-12-21 02:31:57,Synthetic feedback message 450; no real customer data.,5,1,100700
500450,SERVICE,2022-01-23 04:35:29,Synthetic feedback message 451; no real customer data.,1,1,100701
500451,PAYMENT,2025-09-30 20:18:15,Synthetic feedback message 452; no real customer data.,2,1,100702
500452,CLAIM,2025-02-19 05:57:37,Synthetic feedback message 453; no real customer data.,3,0,100703
500453,APPLICATION,2024-11-22 01:25:51,Synthetic feedback message 454; no real customer data.,4,1,100704
500454,PORTAL,2022-03-10 04:47:35,Synthetic feedback message 455; no real customer data.,5,1,100705
500455,SERVICE,2024-04-11 01:07:53,Synthetic feedback message 456; no real customer data.,1,1,100706
500456,PAYMENT,2022-12-31 18:59:11,Synthetic feedback message 457; no real customer data.,2,0,100707
500457,CLAIM,2022-12-02 16:40:02,Synthetic feedback message 458; no real customer data.,3,1,100708
500458,APPLICATION,2021-10-19 08:07:17,Synthetic feedback message 459; no real customer data.,4,1,100709
500459,PORTAL,2023-06-14 05:33:38,Synthetic feedback message 460; no real customer data.,5,1,100710
500460,SERVICE,2026-02-11 15:28:42,Synthetic feedback message 461; no real customer data.,1,0,100711
500461,PAYMENT,2022-08-31 13:48:23,Synthetic feedback message 462; no real customer data.,2,1,100712
500462,CLAIM,2022-02-13 12:39:37,Synthetic feedback message 463; no real customer data.,3,1,100713
500463,APPLICATION,2026-05-01 12:16:05,Synthetic feedback message 464; no real customer data.,4,1,100714
500464,PORTAL,2024-02-28 22:03:58,Synthetic feedback message 465; no real customer data.,5,0,100715
500465,SERVICE,2025-03-24 02:27:45,Synthetic feedback message 466; no real customer data.,1,1,100716
500466,PAYMENT,2022-09-12 15:24:15,Synthetic feedback message 467; no real customer data.,2,1,100717
500467,CLAIM,2022-12-11 03:11:14,Synthetic feedback message 468; no real customer data.,3,1,100718
500468,APPLICATION,2022-10-16 11:28:37,Synthetic feedback message 469; no real customer data.,4,0,100719
500469,PORTAL,2024-01-26 06:36:34,Synthetic feedback message 470; no real customer data.,5,1,100720
500470,SERVICE,2026-08-08 13:38:53,Synthetic feedback message 471; no real customer data.,1,1,100721
500471,PAYMENT,2024-10-02 11:14:56,Synthetic feedback message 472; no real customer data.,2,1,100722
500472,CLAIM,2021-12-15 00:34:17,Synthetic feedback message 473; no real customer data.,3,0,100723
500473,APPLICATION,2023-09-18 13:06:57,Synthetic feedback message 474; no real customer data.,4,1,100724
500474,PORTAL,2021-10-03 03:15:37,Synthetic feedback message 475; no real customer data.,5,1,100725
500475,SERVICE,2024-08-13 07:45:30,Synthetic feedback message 476; no real customer data.,1,1,100726
500476,PAYMENT,2023-11-16 10:36:26,Synthetic feedback message 477; no real customer data.,2,0,100727
500477,CLAIM,2022-07-04 20:41:57,Synthetic feedback message 478; no real customer data.,3,1,100728
500478,APPLICATION,2024-09-13 03:42:15,Synthetic feedback message 479; no real customer data.,4,1,100729
500479,PORTAL,2021-09-11 20:25:08,Synthetic feedback message 480; no real customer data.,5,1,100730
500480,SERVICE,2021-10-01 19:38:52,Synthetic feedback message 481; no real customer data.,1,0,100731
500481,PAYMENT,2025-10-29 04:26:54,Synthetic feedback message 482; no real customer data.,2,1,100732
500482,CLAIM,2022-02-18 01:27:29,Synthetic feedback message 483; no real customer data.,3,1,100733
500483,APPLICATION,2024-07-21 08:15:52,Synthetic feedback message 484; no real customer data.,4,1,100734
500484,PORTAL,2024-09-24 01:56:25,Synthetic feedback message 485; no real customer data.,5,0,100735
500485,SERVICE,2025-10-06 09:47:45,Synthetic feedback message 486; no real customer data.,1,1,100736
500486,PAYMENT,2022-11-02 15:30:31,Synthetic feedback message 487; no real customer data.,2,1,100737
500487,CLAIM,2024-01-24 20:07:18,Synthetic feedback message 488; no real customer data.,3,1,100738
500488,APPLICATION,2026-05-05 08:28:23,Synthetic feedback message 489; no real customer data.,4,0,100739
500489,PORTAL,2024-02-21 15:49:11,Synthetic feedback message 490; no real customer data.,5,1,100740
500490,SERVICE,2026-01-08 20:22:02,Synthetic feedback message 491; no real customer data.,1,1,100741
500491,PAYMENT,2024-05-07 01:12:21,Synthetic feedback message 492; no real customer data.,2,1,100742
500492,CLAIM,2026-08-08 10:09:16,Synthetic feedback message 493; no real customer data.,3,0,100743
500493,APPLICATION,2024-07-22 09:34:16,Synthetic feedback message 494; no real customer data.,4,1,100744
500494,PORTAL,2022-07-30 09:37:34,Synthetic feedback message 495; no real customer data.,5,1,100745
500495,SERVICE,2026-04-19 03:06:09,Synthetic feedback message 496; no real customer data.,1,1,100746
500496,PAYMENT,2025-05-16 14:24:06,Synthetic feedback message 497; no real customer data.,2,0,100747
500497,CLAIM,2024-06-09 10:16:12,Synthetic feedback message 498; no real customer data.,3,1,100748
500498,APPLICATION,2025-04-21 03:47:02,Synthetic feedback message 499; no real customer data.,4,1,100749
500499,PORTAL,2022-02-07 18:28:40,Synthetic feedback message 500; no real customer data.,5,1,100750
500500,SERVICE,2026-03-02 02:49:06,Synthetic feedback message 501; no real customer data.,1,0,100751
500501,PAYMENT,2023-01-18 00:52:55,Synthetic feedback message 502; no real customer data.,2,1,100752
500502,CLAIM,2023-02-08 00:31:01,Synthetic feedback message 503; no real customer data.,3,1,100753
500503,APPLICATION,2022-05-31 09:36:33,Synthetic feedback message 504; no real customer data.,4,1,100754
500504,PORTAL,2024-04-15 07:32:27,Synthetic feedback message 505; no real customer data.,5,0,100755
500505,SERVICE,2023-01-29 12:07:04,Synthetic feedback message 506; no real customer data.,1,1,100756
500506,PAYMENT,2023-11-19 21:12:47,Synthetic feedback message 507; no real customer data.,2,1,100757
500507,CLAIM,2021-10-22 17:04:02,Synthetic feedback message 508; no real customer data.,3,1,100758
500508,APPLICATION,2022-07-29 01:05:32,Synthetic feedback message 509; no real customer data.,4,0,100759
500509,PORTAL,2026-04-20 17:02:07,Synthetic feedback message 510; no real customer data.,5,1,100760
500510,SERVICE,2025-12-18 05:17:44,Synthetic feedback message 511; no real customer data.,1,1,100761
500511,PAYMENT,2025-01-12 14:16:35,Synthetic feedback message 512; no real customer data.,2,1,100762
500512,CLAIM,2025-11-25 07:45:38,Synthetic feedback message 513; no real customer data.,3,0,100763
500513,APPLICATION,2024-12-06 02:04:26,Synthetic feedback message 514; no real customer data.,4,1,100764
500514,PORTAL,2026-07-01 12:04:13,Synthetic feedback message 515; no real customer data.,5,1,100765
500515,SERVICE,2024-01-10 12:50:23,Synthetic feedback message 516; no real customer data.,1,1,100766
500516,PAYMENT,2022-11-04 06:48:56,Synthetic feedback message 517; no real customer data.,2,0,100767
500517,CLAIM,2022-12-10 16:59:40,Synthetic feedback message 518; no real customer data.,3,1,100768
500518,APPLICATION,2022-07-19 23:17:12,Synthetic feedback message 519; no real customer data.,4,1,100769
500519,PORTAL,2024-01-22 14:30:36,Synthetic feedback message 520; no real customer data.,5,1,100770
500520,SERVICE,2024-12-20 07:26:02,Synthetic feedback message 521; no real customer data.,1,0,100771
500521,PAYMENT,2024-11-11 20:41:41,Synthetic feedback message 522; no real customer data.,2,1,100772
500522,CLAIM,2022-09-06 09:42:27,Synthetic feedback message 523; no real customer data.,3,1,100773
500523,APPLICATION,2023-07-01 05:48:10,Synthetic feedback message 524; no real customer data.,4,1,100774
500524,PORTAL,2023-03-11 06:55:35,Synthetic feedback message 525; no real customer data.,5,0,100775
500525,SERVICE,2023-09-08 19:53:29,Synthetic feedback message 526; no real customer data.,1,1,100776
500526,PAYMENT,2025-09-23 10:35:26,Synthetic feedback message 527; no real customer data.,2,1,100777
500527,CLAIM,2026-04-25 17:32:36,Synthetic feedback message 528; no real customer data.,3,1,100778
500528,APPLICATION,2022-01-29 19:57:59,Synthetic feedback message 529; no real customer data.,4,0,100779
500529,PORTAL,2022-02-17 16:21:27,Synthetic feedback message 530; no real customer data.,5,1,100780
500530,SERVICE,2025-08-17 20:53:26,Synthetic feedback message 531; no real customer data.,1,1,100781
500531,PAYMENT,2026-08-11 15:38:01,Synthetic feedback message 532; no real customer data.,2,1,100782
500532,CLAIM,2026-06-21 17:00:08,Synthetic feedback message 533; no real customer data.,3,0,100783
500533,APPLICATION,2022-07-03 22:22:32,Synthetic feedback message 534; no real customer data.,4,1,100784
500534,PORTAL,2025-10-03 21:16:28,Synthetic feedback message 535; no real customer data.,5,1,100785
500535,SERVICE,2026-05-30 05:33:24,Synthetic feedback message 536; no real customer data.,1,1,100786
500536,PAYMENT,2023-09-01 08:09:34,Synthetic feedback message 537; no real customer data.,2,0,100787
500537,CLAIM,2025-08-06 07:33:32,Synthetic feedback message 538; no real customer data.,3,1,100788
500538,APPLICATION,2024-02-04 05:25:52,Synthetic feedback message 539; no real customer data.,4,1,100789
500539,PORTAL,2022-03-06 12:15:08,Synthetic feedback message 540; no real customer data.,5,1,100790
500540,SERVICE,2024-07-03 01:16:05,Synthetic feedback message 541; no real customer data.,1,0,100791
500541,PAYMENT,2022-02-13 12:31:58,Synthetic feedback message 542; no real customer data.,2,1,100792
500542,CLAIM,2024-06-04 18:43:42,Synthetic feedback message 543; no real customer data.,3,1,100793
500543,APPLICATION,2024-06-13 09:37:58,Synthetic feedback message 544; no real customer data.,4,1,100794
500544,PORTAL,2023-09-03 22:39:47,Synthetic feedback message 545; no real customer data.,5,0,100795
500545,SERVICE,2026-08-24 21:57:41,Synthetic feedback message 546; no real customer data.,1,1,100796
500546,PAYMENT,2025-12-14 06:28:32,Synthetic feedback message 547; no real customer data.,2,1,100797
500547,CLAIM,2022-07-13 07:06:40,Synthetic feedback message 548; no real customer data.,3,1,100798
500548,APPLICATION,2022-05-10 23:51:09,Synthetic feedback message 549; no real customer data.,4,0,100799
500549,PORTAL,2022-09-26 20:01:26,Synthetic feedback message 550; no real customer data.,5,1,100800
500550,SERVICE,2022-01-21 00:29:43,Synthetic feedback message 551; no real customer data.,1,1,100801
500551,PAYMENT,2022-02-03 09:19:59,Synthetic feedback message 552; no real customer data.,2,1,100802
500552,CLAIM,2022-10-08 02:49:25,Synthetic feedback message 553; no real customer data.,3,0,100803
500553,APPLICATION,2025-01-01 12:01:14,Synthetic feedback message 554; no real customer data.,4,1,100804
500554,PORTAL,2023-07-15 08:43:32,Synthetic feedback message 555; no real customer data.,5,1,100805
500555,SERVICE,2022-04-13 09:39:44,Synthetic feedback message 556; no real customer data.,1,1,100806
500556,PAYMENT,2024-08-17 14:25:56,Synthetic feedback message 557; no real customer data.,2,0,100807
500557,CLAIM,2025-05-11 05:41:59,Synthetic feedback message 558; no real customer data.,3,1,100808
500558,APPLICATION,2024-04-14 00:18:57,Synthetic feedback message 559; no real customer data.,4,1,100809
500559,PORTAL,2022-11-13 00:05:14,Synthetic feedback message 560; no real customer data.,5,1,100810
500560,SERVICE,2023-12-17 11:04:45,Synthetic feedback message 561; no real customer data.,1,0,100811
500561,PAYMENT,2024-12-07 12:02:45,Synthetic feedback message 562; no real customer data.,2,1,100812
500562,CLAIM,2022-06-22 12:39:09,Synthetic feedback message 563; no real customer data.,3,1,100813
500563,APPLICATION,2024-04-12 11:40:21,Synthetic feedback message 564; no real customer data.,4,1,100814
500564,PORTAL,2022-09-09 19:09:39,Synthetic feedback message 565; no real customer data.,5,0,100815
500565,SERVICE,2025-01-23 08:42:14,Synthetic feedback message 566; no real customer data.,1,1,100816
500566,PAYMENT,2022-04-15 12:25:54,Synthetic feedback message 567; no real customer data.,2,1,100817
500567,CLAIM,2024-01-10 08:45:25,Synthetic feedback message 568; no real customer data.,3,1,100818
500568,APPLICATION,2023-11-24 09:27:45,Synthetic feedback message 569; no real customer data.,4,0,100819
500569,PORTAL,2022-02-20 17:29:15,Synthetic feedback message 570; no real customer data.,5,1,100820
500570,SERVICE,2021-12-25 04:40:51,Synthetic feedback message 571; no real customer data.,1,1,100821
500571,PAYMENT,2023-11-16 09:00:13,Synthetic feedback message 572; no real customer data.,2,1,100822
500572,CLAIM,2024-01-24 22:52:14,Synthetic feedback message 573; no real customer data.,3,0,100823
500573,APPLICATION,2023-06-06 00:29:44,Synthetic feedback message 574; no real customer data.,4,1,100824
500574,PORTAL,2025-05-09 14:19:10,Synthetic feedback message 575; no real customer data.,5,1,100825
500575,SERVICE,2023-05-18 17:44:11,Synthetic feedback message 576; no real customer data.,1,1,100826
