employee_id,department,job_title,years_experience,performance_score,base_salary,allowances,overtime_hours,bonus,tax_rate,pension_rate,net_salary,record_month,synthetic
SYN-EMP-000234,Sales,Team Lead,2,3.8,531000.00,42480.00,8,26550.00,10,2,503474.48,2022-03,True
SYN-EMP-000235,Claims,Manager,3,3.9,624000.00,49920.00,9,0.00,5,2,558665.20,2022-02,True
SYN-EMP-000236,Policy,Assistant,4,4.0,392000.00,31360.00,10,3920.00,6,2,369496.26,2022-01,True
SYN-EMP-000237,Finance,Officer,5,4.1,485000.00,38800.00,11,9700.00,7,2,453257.10,2021-12,True
SYN-EMP-000238,Customer Service,Senior Officer,6,4.2,578000.00,46240.00,12,17340.00,8,2,556754.62,2021-11,True
SYN-EMP-000239,IT,Team Lead,7,4.3,671000.00,53680.00,13,26840.00,9,2,610236.56,2021-10,True
SYN-EMP-000240,Sales,Manager,8,4.4,764000.00,61120.00,14,38200.00,10,2,704019.39,2021-09,True
SYN-EMP-000241,Claims,Assistant,9,4.5,532000.00,42560.00,15,0.00,5,2,512246.37,2026-08,True
SYN-EMP-000242,Policy,Officer,10,4.6,625000.00,50000.00,16,6250.00,6,2,604484.98,2026-07,True
SYN-EMP-000243,Finance,Senior Officer,11,4.7,718000.00,57440.00,17,14360.00,7,2,682801.56,2026-06,True
SYN-EMP-000244,Customer Service,Team Lead,12,4.8,811000.00,64880.00,18,24330.00,8,2,744522.70,2026-05,True
SYN-EMP-000245,IT,Manager,13,4.9,904000.00,72320.00,19,36160.00,9,2,836452.74,2026-04,True
SYN-EMP-000246,Sales,Assistant,14,5.0,672000.00,53760.00,20,33600.00,10,2,651595.57,2026-03,True
SYN-EMP-000247,Claims,Officer,15,1.0,765000.00,61200.00,21,0.00,5,2,683759.54,2026-02,True
SYN-EMP-000248,Policy,Senior Officer,16,1.1,858000.00,68640.00,22,8580.00,6,2,765267.33,2026-01,True
SYN-EMP-000249,Finance,Team Lead,17,1.2,951000.00,76080.00,23,19020.00,7,2,831325.77,2025-12,True
SYN-EMP-000250,Customer Service,Manager,18,1.3,1044000.00,83520.00,24,31320.00,8,2,904570.89,2025-11,True
SYN-EMP-000251,IT,Assistant,19,1.4,812000.00,64960.00,0,32480.00,9,2,713172.90,2025-10,True
SYN-EMP-000252,Sales,Officer,20,1.5,905000.00,72400.00,1,45250.00,10,2,809299.58,2025-09,True
SYN-EMP-000253,Claims,Senior Officer,0,1.6,410000.00,32800.00,2,0.00,5,2,386833.63,2025-08,True
SYN-EMP-000254,Policy,Team Lead,1,1.7,503000.00,40240.00,3,5030.00,6,2,432440.01,2025-07,True
SYN-EMP-000255,Finance,Manager,2,1.8,596000.00,47680.00,4,11920.00,7,2,548910.82,2025-06,True
SYN-EMP-000256,Customer Service,Assistant,3,1.9,364000.00,29120.00,5,10920.00,8,2,346001.90,2025-05,True
SYN-EMP-000257,IT,Officer,4,2.0,457000.00,36560.00,6,18280.00,9,2,408259.34,2025-04,True
SYN-EMP-000258,Sales,Senior Officer,5,2.1,550000.00,44000.00,7,27500.00,10,2,494499.59,2025-03,True
SYN-EMP-000259,Claims,Team Lead,6,2.2,643000.00,51440.00,8,0.00,5,2,574151.78,2025-02,True
SYN-EMP-000260,Policy,Manager,7,2.3,736000.00,58880.00,9,7360.00,6,2,669321.55,2025-01,True
SYN-EMP-000261,Finance,Assistant,8,2.4,504000.00,40320.00,10,10080.00,7,2,470200.05,2024-12,True
SYN-EMP-000262,Customer Service,Officer,9,2.5,597000.00,47760.00,11,17910.00,8,2,518443.91,2024-11,True
SYN-EMP-000263,IT,Senior Officer,10,2.6,690000.00,55200.00,12,27600.00,9,2,602105.38,2024-10,True
SYN-EMP-000264,Sales,Team Lead,11,2.7,783000.00,62640.00,13,39150.00,10,2,723501.16,2024-09,True
SYN-EMP-000265,Claims,Manager,12,2.8,876000.00,70080.00,14,0.00,5,2,798171.97,2024-08,True
SYN-EMP-000266,Policy,Assistant,13,2.9,644000.00,51520.00,15,6440.00,6,2,575678.65,2024-07,True
SYN-EMP-000267,Finance,Officer,14,3.0,737000.00,58960.00,16,14740.00,7,2,690977.65,2024-06,True
SYN-EMP-000268,Customer Service,Senior Officer,15,3.1,830000.00,66400.00,17,24900.00,8,2,776214.03,2024-05,True
SYN-EMP-000269,IT,Team Lead,16,3.2,923000.00,73840.00,18,36920.00,9,2,834476.30,2024-04,True
SYN-EMP-000270,Sales,Manager,17,3.3,1016000.00,81280.00,19,50800.00,10,2,950007.25,2024-03,True
SYN-EMP-000271,Claims,Assistant,18,3.4,784000.00,62720.00,20,0.00,5,2,716425.03,2024-02,True
SYN-EMP-000272,Policy,Officer,19,3.5,877000.00,70160.00,21,8770.00,6,2,829990.08,2024-01,True
SYN-EMP-000273,Finance,Senior Officer,20,3.6,970000.00,77600.00,22,19400.00,7,2,918823.35,2023-12,True
SYN-EMP-000274,Customer Service,Team Lead,0,3.7,475000.00,38000.00,23,14250.00,8,2,462728.00,2023-11,True
SYN-EMP-000275,IT,Manager,1,3.8,568000.00,45440.00,24,22720.00,9,2,527359.20,2023-10,True
SYN-EMP-000276,Sales,Assistant,2,3.9,336000.00,26880.00,0,16800.00,10,2,317981.45,2023-09,True
SYN-EMP-000277,Claims,Officer,3,4.0,429000.00,34320.00,1,0.00,5,2,400903.04,2023-08,True
SYN-EMP-000278,Policy,Senior Officer,4,4.1,522000.00,41760.00,2,5220.00,6,2,471659.33,2023-07,True
SYN-EMP-000279,Finance,Team Lead,5,4.2,615000.00,49200.00,3,12300.00,7,2,552625.35,2023-06,True
SYN-EMP-000280,Customer Service,Manager,6,4.3,708000.00,56640.00,4,21240.00,8,2,657404.86,2023-05,True
SYN-EMP-000281,IT,Assistant,7,4.4,476000.00,38080.00,5,19040.00,9,2,437944.26,2023-04,True
SYN-EMP-000282,Sales,Officer,8,4.5,569000.00,45520.00,6,28450.00,10,2,519010.81,2023-03,True
SYN-EMP-000283,Claims,Senior Officer,9,4.6,662000.00,52960.00,7,0.00,5,2,640912.14,2023-02,True
SYN-EMP-000284,Policy,Team Lead,10,4.7,755000.00,60400.00,8,7550.00,6,2,727131.56,2023-01,True
SYN-EMP-000285,Finance,Manager,11,4.8,848000.00,67840.00,9,16960.00,7,2,816682.18,2022-12,True
SYN-EMP-000286,Customer Service,Assistant,12,4.9,616000.00,49280.00,10,18480.00,8,2,601531.98,2022-11,True
SYN-EMP-000287,IT,Officer,13,5.0,709000.00,56720.00,11,28360.00,9,2,657360.44,2022-10,True
SYN-EMP-000288,Sales,Senior Officer,14,1.0,802000.00,64160.00,12,40100.00,10,2,687398.81,2022-09,True
SYN-EMP-000289,Claims,Team Lead,15,1.1,895000.00,71600.00,13,0.00,5,2,767500.05,2022-08,True
SYN-EMP-000290,Policy,Manager,16,1.2,988000.00,79040.00,14,9880.00,6,2,877292.12,2022-07,True
SYN-EMP-000291,Finance,Assistant,17,1.3,756000.00,60480.00,15,15120.00,7,2,684382.31,2022-06,True
SYN-EMP-000292,Customer Service,Officer,18,1.4,849000.00,67920.00,16,25470.00,8,2,745957.32,2022-05,True
SYN-EMP-000293,IT,Senior Officer,19,1.5,942000.00,75360.00,17,37680.00,9,2,827665.86,2022-04,True
SYN-EMP-000294,Sales,Team Lead,20,1.6,1035000.00,82800.00,18,51750.00,10,2,920353.41,2022-03,True
SYN-EMP-000295,Claims,Manager,0,1.7,540000.00,43200.00,19,0.00,5,2,500315.83,2022-02,True
SYN-EMP-000296,Policy,Assistant,1,1.8,308000.00,24640.00,20,3080.00,6,2,276188.67,2022-01,True
SYN-EMP-000297,Finance,Officer,2,1.9,401000.00,32080.00,21,8020.00,7,2,343781.82,2021-12,True
SYN-EMP-000298,Customer Service,Senior Officer,3,2.0,494000.00,39520.00,22,14820.00,8,2,419295.98,2021-11,True
SYN-EMP-000299,IT,Team Lead,4,2.1,587000.00,46960.00,23,23480.00,9,2,544815.61,2021-10,True
SYN-EMP-000300,Sales,Manager,5,2.2,680000.00,54400.00,24,34000.00,10,2,617407.65,2021-09,True
SYN-EMP-000301,Claims,Assistant,6,2.3,448000.00,35840.00,0,0.00,5,2,386000.11,2026-08,True
SYN-EMP-000302,Policy,Officer,7,2.4,541000.00,43280.00,1,5410.00,6,2,499751.22,2026-07,True
SYN-EMP-000303,Finance,Senior Officer,8,2.5,634000.00,50720.00,2,12680.00,7,2,574303.60,2026-06,True
SYN-EMP-000304,Customer Service,Team Lead,9,2.6,727000.00,58160.00,3,21810.00,8,2,634333.36,2026-05,True
SYN-EMP-000305,IT,Manager,10,2.7,820000.00,65600.00,4,32800.00,9,2,727061.46,2026-04,True
SYN-EMP-000306,Sales,Assistant,11,2.8,588000.00,47040.00,5,29400.00,10,2,540831.97,2026-03,True
SYN-EMP-000307,Claims,Officer,12,2.9,681000.00,54480.00,6,0.00,5,2,619844.42,2026-02,True
SYN-EMP-000308,Policy,Senior Officer,13,3.0,774000.00,61920.00,7,7740.00,6,2,696082.80,2026-01,True
SYN-EMP-000309,Finance,Team Lead,14,3.1,867000.00,69360.00,8,17340.00,7,2,805172.91,2025-12,True
SYN-EMP-000310,Customer Service,Manager,15,3.2,960000.00,76800.00,9,28800.00,8,2,862460.52,2025-11,True
SYN-EMP-000311,IT,Assistant,16,3.3,728000.00,58240.00,10,29120.00,9,2,656119.41,2025-10,True
SYN-EMP-000312,Sales,Officer,17,3.4,821000.00,65680.00,11,41050.00,10,2,757433.09,2025-09,True
SYN-EMP-000313,Claims,Senior Officer,18,3.5,914000.00,73120.00,12,0.00,5,2,841866.82,2025-08,True
SYN-EMP-000314,Policy,Team Lead,19,3.6,1007000.00,80560.00,13,10070.00,6,2,922166.26,2025-07,True
SYN-EMP-000315,Finance,Manager,20,3.7,1100000.00,88000.00,14,22000.00,7,2,1032202.06,2025-06,True
SYN-EMP-000316,Customer Service,Assistant,0,3.8,280000.00,22400.00,15,8400.00,8,2,255477.74,2025-05,True
SYN-EMP-000317,IT,Officer,1,3.9,373000.00,29840.00,16,14920.00,9,2,350014.54,2025-04,True
SYN-EMP-000318,Sales,Senior Officer,2,4.0,466000.00,37280.00,17,23300.00,10,2,425750.76,2025-03,True
SYN-EMP-000319,Claims,Team Lead,3,4.1,559000.00,44720.00,18,0.00,5,2,516835.36,2025-02,True
SYN-EMP-000320,Policy,Manager,4,4.2,652000.00,52160.00,19,6520.00,6,2,609901.37,2025-01,True
SYN-EMP-000321,Finance,Assistant,5,4.3,420000.00,33600.00,20,8400.00,7,2,406601.59,2024-12,True
SYN-EMP-000322,Customer Service,Officer,6,4.4,513000.00,41040.00,21,15390.00,8,2,468661.40,2024-11,True
SYN-EMP-000323,IT,Senior Officer,7,4.5,606000.00,48480.00,22,24240.00,9,2,567888.55,2024-10,True
SYN-EMP-000324,Sales,Team Lead,8,4.6,699000.00,55920.00,23,34950.00,10,2,664199.70,2024-09,True
SYN-EMP-000325,Claims,Manager,9,4.7,792000.00,63360.00,24,0.00,5,2,741655.53,2024-08,True
SYN-EMP-000326,Policy,Assistant,10,4.8,560000.00,44800.00,0,5600.00,6,2,550381.38,2024-07,True
SYN-EMP-000327,Finance,Officer,11,4.9,653000.00,52240.00,1,13060.00,7,2,612803.01,2024-06,True
SYN-EMP-000328,Customer Service,Senior Officer,12,5.0,746000.00,59680.00,2,22380.00,8,2,684350.63,2024-05,True
SYN-EMP-000329,IT,Team Lead,13,1.0,839000.00,67120.00,3,33560.00,9,2,723747.74,2024-04,True
SYN-EMP-000330,Sales,Manager,14,1.1,932000.00,74560.00,4,46600.00,10,2,839310.86,2024-03,True
SYN-EMP-000331,Claims,Assistant,15,1.2,700000.00,56000.00,5,0.00,5,2,606691.73,2024-02,True
SYN-EMP-000332,Policy,Officer,16,1.3,793000.00,63440.00,6,7930.00,6,2,675761.90,2024-01,True
SYN-EMP-000333,Finance,Senior Officer,17,1.4,886000.00,70880.00,7,17720.00,7,2,780049.63,2023-12,True
SYN-EMP-000334,Customer Service,Team Lead,18,1.5,979000.00,78320.00,8,29370.00,8,2,873868.55,2023-11,True
SYN-EMP-000335,IT,Manager,19,1.6,1072000.00,85760.00,9,42880.00,9,2,973074.42,2023-10,True
SYN-EMP-000336,Sales,Assistant,20,1.7,840000.00,67200.00,10,42000.00,10,2,757346.05,2023-09,True
SYN-EMP-000337,Claims,Officer,0,1.8,345000.00,27600.00,11,0.00,5,2,302029.63,2023-08,True
SYN-EMP-000338,Policy,Senior Officer,1,1.9,438000.00,35040.00,12,4380.00,6,2,402143.26,2023-07,True
SYN-EMP-000339,Finance,Team Lead,2,2.0,531000.00,42480.00,13,10620.00,7,2,475933.33,2023-06,True
SYN-EMP-000340,Customer Service,Manager,3,2.1,624000.00,49920.00,14,18720.00,8,2,578118.74,2023-05,True
SYN-EMP-000341,IT,Assistant,4,2.2,392000.00,31360.00,15,15680.00,9,2,343382.52,2023-04,True
SYN-EMP-000342,Sales,Officer,5,2.3,485000.00,38800.00,16,24250.00,10,2,446423.24,2023-03,True
SYN-EMP-000343,Claims,Senior Officer,6,2.4,578000.00,46240.00,17,0.00,5,2,537214.26,2023-02,True
SYN-EMP-000344,Policy,Team Lead,7,2.5,671000.00,53680.00,18,6710.00,6,2,623361.31,2023-01,True
SYN-EMP-000345,Finance,Manager,8,2.6,764000.00,61120.00,19,15280.00,7,2,699921.64,2022-12,True
SYN-EMP-000346,Customer Service,Assistant,9,2.7,532000.00,42560.00,20,15960.00,8,2,490582.78,2022-11,True
SYN-EMP-000347,IT,Officer,10,2.8,625000.00,50000.00,21,25000.00,9,2,584449.24,2022-10,True
SYN-EMP-000348,Sales,Senior Officer,11,2.9,718000.00,57440.00,22,35900.00,10,2,656034.61,2022-09,True
SYN-EMP-000349,Claims,Team Lead,12,3.0,811000.00,64880.00,23,0.00,5,2,754531.68,2022-08,True
SYN-EMP-000350,Policy,Manager,13,3.1,904000.00,72320.00,24,9040.00,6,2,811799.93,2022-07,True
SYN-EMP-000351,Finance,Assistant,14,3.2,672000.00,53760.00,0,13440.00,7,2,604211.17,2022-06,True
SYN-EMP-000352,Customer Service,Officer,15,3.3,765000.00,61200.00,1,22950.00,8,2,686466.41,2022-05,True
SYN-EMP-000353,IT,Senior Officer,16,3.4,858000.00,68640.00,2,34320.00,9,2,797370.46,2022-04,True
SYN-EMP-000354,Sales,Team Lead,17,3.5,951000.00,76080.00,3,47550.00,10,2,888458.58,2022-03,True
SYN-EMP-000355,Claims,Manager,18,3.6,1044000.00,83520.00,4,0.00,5,2,966991.73,2022-02,True
SYN-EMP-000356,Policy,Assistant,19,3.7,812000.00,64960.00,5,8120.00,6,2,733274.87,2022-01,True
SYN-EMP-000357,Finance,Officer,20,3.8,905000.00,72400.00,6,18100.00,7,2,817839.78,2021-12,True
SYN-EMP-000358,Customer Service,Senior Officer,0,3.9,410000.00,32800.00,7,12300.00,8,2,367887.86,2021-11,True
SYN-EMP-000359,IT,Team Lead,1,4.0,503000.00,40240.00,8,20120.00,9,2,455188.47,2021-10,True
SYN-EMP-000360,Sales,Manager,2,4.1,596000.00,47680.00,9,29800.00,10,2,532746.57,2021-09,True
SYN-EMP-000361,Claims,Assistant,3,4.2,364000.00,29120.00,10,0.00,5,2,334495.11,2026-08,True
SYN-EMP-000362,Policy,Officer,4,4.3,457000.00,36560.00,11,4570.00,6,2,432918.38,2026-07,True
SYN-EMP-000363,Finance,Senior Officer,5,4.4,550000.00,44000.00,12,11000.00,7,2,538950.44,2026-06,True
SYN-EMP-000364,Customer Service,Team Lead,6,4.5,643000.00,51440.00,13,19290.00,8,2,589728.30,2026-05,True
SYN-EMP-000365,IT,Manager,7,4.6,736000.00,58880.00,14,29440.00,9,2,681601.30,2026-04,True
SYN-EMP-000366,Sales,Assistant,8,4.7,504000.00,40320.00,15,25200.00,10,2,472075.97,2026-03,True
SYN-EMP-000367,Claims,Officer,9,4.8,597000.00,47760.00,16,0.00,5,2,541906.30,2026-02,True
SYN-EMP-000368,Policy,Senior Officer,10,4.9,690000.00,55200.00,17,6900.00,6,2,675465.13,2026-01,True
SYN-EMP-000369,Finance,Team Lead,11,5.0,783000.00,62640.00,18,15660.00,7,2,749298.14,2025-12,True
SYN-EMP-000370,Customer Service,Manager,12,1.0,876000.00,70080.00,19,26280.00,8,2,759837.89,2025-11,True
SYN-EMP-000371,IT,Assistant,13,1.1,644000.00,51520.00,20,25760.00,9,2,543077.35,2025-10,True
SYN-EMP-000372,Sales,Officer,14,1.2,737000.00,58960.00,21,36850.00,10,2,629937.70,2025-09,True
SYN-EMP-000373,Claims,Senior Officer,15,1.3,830000.00,66400.00,22,0.00,5,2,709149.81,2025-08,True
SYN-EMP-000374,Policy,Team Lead,16,1.4,923000.00,73840.00,23,9230.00,6,2,838889.05,2025-07,True
SYN-EMP-000375,Finance,Manager,17,1.5,1016000.00,81280.00,24,20320.00,7,2,923579.83,2025-06,True
SYN-EMP-000376,Customer Service,Assistant,18,1.6,784000.00,62720.00,0,23520.00,8,2,704219.32,2025-05,True
SYN-EMP-000377,IT,Officer,19,1.7,877000.00,70160.00,1,35080.00,9,2,770589.36,2025-04,True
SYN-EMP-000378,Sales,Senior Officer,20,1.8,970000.00,77600.00,2,48500.00,10,2,868987.91,2025-03,True
SYN-EMP-000379,Claims,Team Lead,0,1.9,475000.00,38000.00,3,0.00,5,2,410387.38,2025-02,True
SYN-EMP-000380,Policy,Manager,1,2.0,568000.00,45440.00,4,5680.00,6,2,533630.87,2025-01,True
SYN-EMP-000381,Finance,Assistant,2,2.1,336000.00,26880.00,5,6720.00,7,2,322304.41,2024-12,True
SYN-EMP-000382,Customer Service,Officer,3,2.2,429000.00,34320.00,6,12870.00,8,2,395540.24,2024-11,True
SYN-EMP-000383,IT,Senior Officer,4,2.3,522000.00,41760.00,7,20880.00,9,2,466140.84,2024-10,True
SYN-EMP-000384,Sales,Team Lead,5,2.4,615000.00,49200.00,8,30750.00,10,2,539891.30,2024-09,True
SYN-EMP-000385,Claims,Manager,6,2.5,708000.00,56640.00,9,0.00,5,2,643904.13,2024-08,True
SYN-EMP-000386,Policy,Assistant,7,2.6,476000.00,38080.00,10,4760.00,6,2,412082.32,2024-07,True
SYN-EMP-000387,Finance,Officer,8,2.7,569000.00,45520.00,11,11380.00,7,2,501123.57,2024-06,True
SYN-EMP-000388,Customer Service,Senior Officer,9,2.8,662000.00,52960.00,12,19860.00,8,2,615204.48,2024-05,True
SYN-EMP-000389,IT,Team Lead,10,2.9,755000.00,60400.00,13,30200.00,9,2,697414.26,2024-04,True
SYN-EMP-000390,Sales,Manager,11,3.0,848000.00,67840.00,14,42400.00,10,2,753877.92,2024-03,True
SYN-EMP-000391,Claims,Assistant,12,3.1,616000.00,49280.00,15,0.00,5,2,565655.36,2024-02,True
SYN-EMP-000392,Policy,Officer,13,3.2,709000.00,56720.00,16,7090.00,6,2,646086.39,2024-01,True
SYN-EMP-000393,Finance,Senior Officer,14,3.3,802000.00,64160.00,17,16040.00,7,2,757464.28,2023-12,True
SYN-EMP-000394,Customer Service,Team Lead,15,3.4,895000.00,71600.00,18,26850.00,8,2,828202.44,2023-11,True
SYN-EMP-000395,IT,Manager,16,3.5,988000.00,79040.00,19,39520.00,9,2,926954.97,2023-10,True
SYN-EMP-000396,Sales,Assistant,17,3.6,756000.00,60480.00,20,37800.00,10,2,676041.68,2023-09,True
SYN-EMP-000397,Claims,Officer,18,3.7,849000.00,67920.00,21,0.00,5,2,799912.78,2023-08,True
SYN-EMP-000398,Policy,Senior Officer,19,3.8,942000.00,75360.00,22,9420.00,6,2,852627.39,2023-07,True
SYN-EMP-000399,Finance,Team Lead,20,3.9,1035000.00,82800.00,23,20700.00,7,2,943557.08,2023-06,True
SYN-EMP-000400,Customer Service,Manager,0,4.0,540000.00,43200.00,24,16200.00,8,2,489127.47,2023-05,True
SYN-EMP-000401,IT,Assistant,1,4.1,308000.00,24640.00,0,12320.00,9,2,293132.95,2023-04,True
SYN-EMP-000402,Sales,Officer,2,4.2,401000.00,32080.00,1,20050.00,10,2,398168.55,2023-03,True
SYN-EMP-000403,Claims,Senior Officer,3,4.3,494000.00,39520.00,2,0.00,5,2,480963.32,2023-02,True
SYN-EMP-000404,Policy,Team Lead,4,4.4,587000.00,46960.00,3,5870.00,6,2,557451.50,2023-01,True
SYN-EMP-000405,Finance,Manager,5,4.5,680000.00,54400.00,4,13600.00,7,2,643472.86,2022-12,True
SYN-EMP-000406,Customer Service,Assistant,6,4.6,448000.00,35840.00,5,13440.00,8,2,446415.40,2022-11,True
SYN-EMP-000407,IT,Officer,7,4.7,541000.00,43280.00,6,21640.00,9,2,519725.45,2022-10,True
SYN-EMP-000408,Sales,Senior Officer,8,4.8,634000.00,50720.00,7,31700.00,10,2,597302.12,2022-09,True
SYN-EMP-000409,Claims,Team Lead,9,4.9,727000.00,58160.00,8,0.00,5,2,696193.81,2022-08,True
SYN-EMP-000410,Policy,Manager,10,5.0,820000.00,65600.00,9,8200.00,6,2,764833.68,2022-07,True
SYN-EMP-000411,Finance,Assistant,11,1.0,588000.00,47040.00,10,11760.00,7,2,519169.67,2022-06,True
SYN-EMP-000412,Customer Service,Officer,12,1.1,681000.00,54480.00,11,20430.00,8,2,591564.17,2022-05,True
SYN-EMP-000413,IT,Senior Officer,13,1.2,774000.00,61920.00,12,30960.00,9,2,685753.01,2022-04,True
SYN-EMP-000414,Sales,Team Lead,14,1.3,867000.00,69360.00,13,43350.00,10,2,784383.98,2022-03,True
SYN-EMP-000415,Claims,Manager,15,1.4,960000.00,76800.00,14,0.00,5,2,839923.25,2022-02,True
SYN-EMP-000416,Policy,Assistant,16,1.5,728000.00,58240.00,15,7280.00,6,2,641356.20,2022-01,True
SYN-EMP-000417,Finance,Officer,17,1.6,821000.00,65680.00,16,16420.00,7,2,730126.83,2021-12,True
SYN-EMP-000418,Customer Service,Senior Officer,18,1.7,914000.00,73120.00,17,27420.00,8,2,838353.82,2021-11,True
SYN-EMP-000419,IT,Team Lead,19,1.8,1007000.00,80560.00,18,40280.00,9,2,914786.04,2021-10,True
SYN-EMP-000420,Sales,Manager,20,1.9,1100000.00,88000.00,19,55000.00,10,2,962898.62,2021-09,True
SYN-EMP-000421,Claims,Assistant,0,2.0,280000.00,22400.00,20,0.00,5,2,252990.19,2026-08,True
SYN-EMP-000422,Policy,Officer,1,2.1,373000.00,29840.00,21,3730.00,6,2,324685.13,2026-07,True
SYN-EMP-000423,Finance,Senior Officer,2,2.2,466000.00,37280.00,22,9320.00,7,2,429221.75,2026-06,True
SYN-EMP-000424,Customer Service,Team Lead,3,2.3,559000.00,44720.00,23,16770.00,8,2,483842.31,2026-05,True
SYN-EMP-000425,IT,Manager,4,2.4,652000.00,52160.00,24,26080.00,9,2,606125.84,2026-04,True
SYN-EMP-000426,Sales,Assistant,5,2.5,420000.00,33600.00,0,21000.00,10,2,382211.06,2026-03,True
SYN-EMP-000427,Claims,Officer,6,2.6,513000.00,41040.00,1,0.00,5,2,461014.58,2026-02,True
SYN-EMP-000428,Policy,Senior Officer,7,2.7,606000.00,48480.00,2,6060.00,6,2,573661.87,2026-01,True
SYN-EMP-000429,Finance,Team Lead,8,2.8,699000.00,55920.00,3,13980.00,7,2,652243.65,2025-12,True
SYN-EMP-000430,Customer Service,Manager,9,2.9,792000.00,63360.00,4,23760.00,8,2,734423.15,2025-11,True
SYN-EMP-000431,IT,Assistant,10,3.0,560000.00,44800.00,5,22400.00,9,2,520483.79,2025-10,True
SYN-EMP-000432,Sales,Officer,11,3.1,653000.00,52240.00,6,32650.00,10,2,621641.85,2025-09,True
SYN-EMP-000433,Claims,Senior Officer,12,3.2,746000.00,59680.00,7,0.00,5,2,666799.26,2025-08,True
SYN-EMP-000434,Policy,Team Lead,13,3.3,839000.00,67120.00,8,8390.00,6,2,776573.30,2025-07,True
SYN-EMP-000435,Finance,Manager,14,3.4,932000.00,74560.00,9,18640.00,7,2,854635.25,2025-06,True
SYN-EMP-000436,Customer Service,Assistant,15,3.5,700000.00,56000.00,10,21000.00,8,2,658157.60,2025-05,True
SYN-EMP-000437,IT,Officer,16,3.6,793000.00,63440.00,11,31720.00,9,2,710857.34,2025-04,True
SYN-EMP-000438,Sales,Senior Officer,17,3.7,886000.00,70880.00,12,44300.00,10,2,826325.48,2025-03,True
SYN-EMP-000439,Claims,Team Lead,18,3.8,979000.00,78320.00,13,0.00,5,2,925190.03,2025-02,True
SYN-EMP-000440,Policy,Manager,19,3.9,1072000.00,85760.00,14,10720.00,6,2,987273.06,2025-01,True
SYN-EMP-000441,Finance,Assistant,20,4.0,840000.00,67200.00,15,16800.00,7,2,790165.33,2024-12,True
SYN-EMP-000442,Customer Service,Officer,0,4.1,345000.00,27600.00,16,10350.00,8,2,316362.14,2024-11,True
SYN-EMP-000443,IT,Senior Officer,1,4.2,438000.00,35040.00,17,17520.00,9,2,407109.19,2024-10,True
SYN-EMP-000444,Sales,Team Lead,2,4.3,531000.00,42480.00,18,26550.00,10,2,500998.93,2024-09,True
SYN-EMP-000445,Claims,Manager,3,4.4,624000.00,49920.00,19,0.00,5,2,601118.44,2024-08,True
SYN-EMP-000446,Policy,Assistant,4,4.5,392000.00,31360.00,20,3920.00,6,2,352532.20,2024-07,True
SYN-EMP-000447,Finance,Officer,5,4.6,485000.00,38800.00,21,9700.00,7,2,448415.40,2024-06,True
SYN-EMP-000448,Customer Service,Senior Officer,6,4.7,578000.00,46240.00,22,17340.00,8,2,540424.80,2024-05,True
SYN-EMP-000449,IT,Team Lead,7,4.8,671000.00,53680.00,23,26840.00,9,2,648070.47,2024-04,True
SYN-EMP-000450,Sales,Manager,8,4.9,764000.00,61120.00,24,38200.00,10,2,705682.70,2024-03,True
SYN-EMP-000451,Claims,Assistant,9,5.0,532000.00,42560.00,0,0.00,5,2,502180.02,2024-02,True
SYN-EMP-000452,Policy,Officer,10,1.0,625000.00,50000.00,1,6250.00,6,2,552200.18,2024-01,True
SYN-EMP-000453,Finance,Senior Officer,11,1.1,718000.00,57440.00,2,14360.00,7,2,651892.69,2023-12,True
SYN-EMP-000454,Customer Service,Team Lead,12,1.2,811000.00,64880.00,3,24330.00,8,2,698409.17,2023-11,True
SYN-EMP-000455,IT,Manager,13,1.3,904000.00,72320.00,4,36160.00,9,2,819332.11,2023-10,True
SYN-EMP-000456,Sales,Assistant,14,1.4,672000.00,53760.00,5,33600.00,10,2,583599.07,2023-09,True
SYN-EMP-000457,Claims,Officer,15,1.5,765000.00,61200.00,6,0.00,5,2,699933.91,2023-08,True
SYN-EMP-000458,Policy,Senior Officer,16,1.6,858000.00,68640.00,7,8580.00,6,2,779850.60,2023-07,True
SYN-EMP-000459,Finance,Team Lead,17,1.7,951000.00,76080.00,8,19020.00,7,2,836593.13,2023-06,True
SYN-EMP-000460,Customer Service,Manager,18,1.8,1044000.00,83520.00,9,31320.00,8,2,943953.79,2023-05,True
SYN-EMP-000461,IT,Assistant,19,1.9,812000.00,64960.00,10,32480.00,9,2,713588.75,2023-04,True
SYN-EMP-000462,Sales,Officer,20,2.0,905000.00,72400.00,11,45250.00,10,2,819317.29,2023-03,True
SYN-EMP-000463,Claims,Senior Officer,0,2.1,410000.00,32800.00,12,0.00,5,2,350190.71,2023-02,True
SYN-EMP-000464,Policy,Team Lead,1,2.2,503000.00,40240.00,13,5030.00,6,2,461367.06,2023-01,True
SYN-EMP-000465,Finance,Manager,2,2.3,596000.00,47680.00,14,11920.00,7,2,549557.38,2022-12,True
SYN-EMP-000466,Customer Service,Assistant,3,2.4,364000.00,29120.00,15,10920.00,8,2,325162.61,2022-11,True
SYN-EMP-000467,IT,Officer,4,2.5,457000.00,36560.00,16,18280.00,9,2,390656.98,2022-10,True
SYN-EMP-000468,Sales,Senior Officer,5,2.6,550000.00,44000.00,17,27500.00,10,2,511419.09,2022-09,True
