id,amount,created_at,notes,payment_method,payment_type,period_label,period_number,screenshot_path,status,transaction_amount,transaction_last_six_digits,updated_at,verified_by,application_id,customer_id
301358,10990.49,2024-11-08 07:23:48,Synthetic payment record,AYA_PAY,PREMIUM,2024-11,3,,VERIFIED,10990.49,001358,2024-11-09 07:23:48,synthetic-generator,201358,101609
301359,12246.07,2024-12-25 15:04:14,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-12,4,,VERIFIED,12246.07,001359,2024-12-27 15:04:14,synthetic-generator,201359,101610
301360,23947.29,2025-01-30 04:43:37,Synthetic payment record,KBZ_PAY,PREMIUM,2025-01,5,,VERIFIED,23947.29,001360,2025-01-30 04:43:37,synthetic-generator,201360,101611
301361,43505.58,2025-02-05 21:12:31,Synthetic payment record,WAVE_PAY,PREMIUM,2025-02,6,,PENDING,43505.58,001361,2025-02-06 21:12:31,,201361,101612
301362,25951.33,2025-03-24 03:45:01,Synthetic payment record,AYA_PAY,CLAIM_PAYOUT,2025-03,7,,PENDING,25951.33,001362,2025-03-25 03:45:01,,201362,101613
301363,7066.63,2025-04-24 08:31:10,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-04,8,,VERIFIED,7066.63,001363,2025-04-27 08:31:10,synthetic-generator,201363,101614
301364,15246.74,2025-05-02 06:37:33,Synthetic payment record,KBZ_PAY,PREMIUM,2025-05,9,,VERIFIED,15246.74,001364,2025-05-05 06:37:33,synthetic-generator,201364,101615
301365,28960.28,2025-06-16 04:14:13,Synthetic payment record,WAVE_PAY,RENEWAL,2025-06,10,,VERIFIED,28960.28,001365,2025-06-19 04:14:13,synthetic-generator,201365,101616
301366,31712.87,2025-07-14 10:28:57,Synthetic payment record,AYA_PAY,PREMIUM,2025-07,11,,VERIFIED,31712.87,001366,2025-07-16 10:28:57,synthetic-generator,201366,101617
301367,24330.97,2025-08-30 18:27:09,Synthetic payment record,BANK_TRANSFER,RENEWAL,2025-08,12,,VERIFIED,24330.97,001367,2025-09-01 18:27:09,synthetic-generator,201367,101618
301368,11869.06,2025-09-22 01:55:56,Synthetic payment record,KBZ_PAY,RENEWAL,2025-09,1,,VERIFIED,11869.06,001368,2025-09-24 01:55:56,synthetic-generator,201368,101619
301369,4602.89,2025-10-28 04:51:59,Synthetic payment record,WAVE_PAY,PREMIUM,2025-10,2,,VERIFIED,4602.89,001369,2025-10-30 04:51:59,synthetic-generator,201369,101620
301370,13359.47,2025-11-04 09:00:44,Synthetic payment record,AYA_PAY,PREMIUM,2025-11,3,,VERIFIED,13359.47,001370,2025-11-04 09:00:44,synthetic-generator,201370,101621
301371,12053.48,2025-12-21 01:51:42,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-12,4,,VERIFIED,12053.48,001371,2025-12-22 01:51:42,synthetic-generator,201371,101622
301372,4045.84,2026-01-18 05:56:08,Synthetic payment record,KBZ_PAY,PREMIUM,2026-01,5,,VERIFIED,4045.84,001372,2026-01-19 05:56:08,synthetic-generator,201372,101623
301373,37297.20,2026-02-02 16:58:45,Synthetic payment record,WAVE_PAY,PREMIUM,2026-02,6,,VERIFIED,37297.20,001373,2026-02-02 16:58:45,synthetic-generator,201373,101624
301374,15042.74,2026-03-08 06:45:23,Synthetic payment record,AYA_PAY,RENEWAL,2026-03,7,,VERIFIED,15042.74,001374,2026-03-10 06:45:23,synthetic-generator,201374,101625
301375,41929.82,2026-04-21 15:55:44,Synthetic payment record,BANK_TRANSFER,RENEWAL,2026-04,8,,REJECTED,41929.82,001375,2026-04-23 15:55:44,,201375,101626
301376,14646.00,2026-05-09 08:51:42,Synthetic payment record,KBZ_PAY,PREMIUM,2026-05,9,,VERIFIED,14646.00,001376,2026-05-11 08:51:42,synthetic-generator,201376,101627
301377,33463.87,2026-06-06 23:05:16,Synthetic payment record,WAVE_PAY,RENEWAL,2026-06,10,,VERIFIED,33463.87,001377,2026-06-08 23:05:16,synthetic-generator,201377,101628
301378,32683.45,2026-07-04 22:17:54,Synthetic payment record,AYA_PAY,PREMIUM,2026-07,11,,VERIFIED,32683.45,001378,2026-07-07 22:17:54,synthetic-generator,201378,101629
301379,26046.99,2026-08-07 15:03:48,Synthetic payment record,BANK_TRANSFER,RENEWAL,2026-08,12,,PENDING,26046.99,001379,2026-08-10 15:03:48,,201379,101630
301380,6359.85,2021-09-16 17:22:24,Synthetic payment record,KBZ_PAY,PREMIUM,2021-09,1,,VERIFIED,6359.85,001380,2021-09-16 17:22:24,synthetic-generator,201380,101631
301381,14820.36,2021-10-08 17:02:16,Synthetic payment record,WAVE_PAY,RENEWAL,2021-10,2,,VERIFIED,14820.36,001381,2021-10-08 17:02:16,synthetic-generator,201381,101632
301382,19722.01,2021-11-21 02:51:02,Synthetic payment record,AYA_PAY,PREMIUM,2021-11,3,,VERIFIED,19722.01,001382,2021-11-23 02:51:02,synthetic-generator,201382,101633
301383,17950.49,2021-12-29 21:32:31,Synthetic payment record,BANK_TRANSFER,RENEWAL,2021-12,4,,VERIFIED,17950.49,001383,2021-12-31 21:32:31,synthetic-generator,201383,101634
301384,2534.72,2022-01-21 00:38:34,Synthetic payment record,KBZ_PAY,PREMIUM,2022-01,5,,PENDING,2534.72,001384,2022-01-24 00:38:34,,201384,101635
301385,4430.68,2022-02-25 05:44:44,Synthetic payment record,WAVE_PAY,PREMIUM,2022-02,6,,VERIFIED,4430.68,001385,2022-02-28 05:44:44,synthetic-generator,201385,101636
301386,3311.33,2022-03-18 20:10:40,Synthetic payment record,AYA_PAY,RENEWAL,2022-03,7,,VERIFIED,3311.33,001386,2022-03-19 20:10:40,synthetic-generator,201386,101637
301387,34559.13,2022-04-25 13:31:21,Synthetic payment record,BANK_TRANSFER,CLAIM_PAYOUT,2022-04,8,,PENDING,34559.13,001387,2022-04-27 13:31:21,,201387,101638
301388,4271.80,2022-05-22 16:29:08,Synthetic payment record,KBZ_PAY,PREMIUM,2022-05,9,,VERIFIED,4271.80,001388,2022-05-22 16:29:08,synthetic-generator,201388,101639
301389,9662.16,2022-06-30 17:29:56,Synthetic payment record,WAVE_PAY,PREMIUM,2022-06,10,,PENDING,9662.16,001389,2022-06-30 17:29:56,,201389,101640
301390,36020.04,2022-07-20 02:09:05,Synthetic payment record,AYA_PAY,PREMIUM,2022-07,11,,VERIFIED,36020.04,001390,2022-07-21 02:09:05,synthetic-generator,201390,101641
301391,27041.85,2022-08-04 09:48:36,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-08,12,,VERIFIED,27041.85,001391,2022-08-04 09:48:36,synthetic-generator,201391,101642
301392,4238.56,2022-09-11 23:12:59,Synthetic payment record,KBZ_PAY,PREMIUM,2022-09,1,,VERIFIED,4238.56,001392,2022-09-11 23:12:59,synthetic-generator,201392,101643
301393,5163.98,2022-10-26 22:17:14,Synthetic payment record,WAVE_PAY,PREMIUM,2022-10,2,,VERIFIED,5163.98,001393,2022-10-26 22:17:14,synthetic-generator,201393,101644
301394,22401.41,2022-11-14 21:21:47,Synthetic payment record,AYA_PAY,PREMIUM,2022-11,3,,REJECTED,22401.41,001394,2022-11-15 21:21:47,,201394,101645
301395,28512.41,2022-12-03 23:08:39,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-12,4,,VERIFIED,28512.41,001395,2022-12-03 23:08:39,synthetic-generator,201395,101646
301396,3177.18,2023-01-04 10:14:15,Synthetic payment record,KBZ_PAY,PREMIUM,2023-01,5,,PENDING,3177.18,001396,2023-01-05 10:14:15,,201396,101647
301397,31575.88,2023-02-08 19:28:45,Synthetic payment record,WAVE_PAY,PREMIUM,2023-02,6,,VERIFIED,31575.88,001397,2023-02-08 19:28:45,synthetic-generator,201397,101648
301398,25263.14,2023-03-08 20:39:20,Synthetic payment record,AYA_PAY,PREMIUM,2023-03,7,,VERIFIED,25263.14,001398,2023-03-11 20:39:20,synthetic-generator,201398,101649
301399,12762.51,2023-04-13 05:34:29,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-04,8,,VERIFIED,12762.51,001399,2023-04-14 05:34:29,synthetic-generator,201399,101650
301400,15798.36,2023-05-06 05:08:22,Synthetic payment record,KBZ_PAY,PREMIUM,2023-05,9,,REJECTED,15798.36,001400,2023-05-08 05:08:22,,201400,101651
301401,11714.42,2023-06-15 01:46:14,Synthetic payment record,WAVE_PAY,PREMIUM,2023-06,10,,VERIFIED,11714.42,001401,2023-06-17 01:46:14,synthetic-generator,201401,101652
301402,9414.62,2023-07-09 09:29:03,Synthetic payment record,AYA_PAY,PREMIUM,2023-07,11,,VERIFIED,9414.62,001402,2023-07-10 09:29:03,synthetic-generator,201402,101653
301403,58747.05,2023-08-14 00:43:09,Synthetic payment record,BANK_TRANSFER,RENEWAL,2023-08,12,,VERIFIED,58747.05,001403,2023-08-14 00:43:09,synthetic-generator,201403,101654
301404,9674.78,2023-09-08 23:33:50,Synthetic payment record,KBZ_PAY,PREMIUM,2023-09,1,,VERIFIED,9674.78,001404,2023-09-11 23:33:50,synthetic-generator,201404,101655
301405,17036.58,2023-10-02 04:31:58,Synthetic payment record,WAVE_PAY,PREMIUM,2023-10,2,,PENDING,17036.58,001405,2023-10-03 04:31:58,,201405,101656
301406,10471.55,2023-11-06 13:40:02,Synthetic payment record,AYA_PAY,PREMIUM,2023-11,3,,VERIFIED,10471.55,001406,2023-11-06 13:40:02,synthetic-generator,201406,101657
301407,29712.18,2023-12-09 21:42:23,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-12,4,,VERIFIED,29712.18,001407,2023-12-12 21:42:23,synthetic-generator,201407,101658
301408,3674.88,2024-01-25 05:35:56,Synthetic payment record,KBZ_PAY,PREMIUM,2024-01,5,,PENDING,3674.88,001408,2024-01-28 05:35:56,,201408,101659
301409,5897.92,2024-02-29 16:11:13,Synthetic payment record,WAVE_PAY,PREMIUM,2024-02,6,,VERIFIED,5897.92,001409,2024-02-29 16:11:13,synthetic-generator,201409,101660
301410,12515.56,2024-03-16 20:16:15,Synthetic payment record,AYA_PAY,PREMIUM,2024-03,7,,VERIFIED,12515.56,001410,2024-03-18 20:16:15,synthetic-generator,201410,101661
301411,46469.73,2024-04-02 16:28:57,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-04,8,,VERIFIED,46469.73,001411,2024-04-05 16:28:57,synthetic-generator,201411,101662
301412,2950.47,2024-05-04 15:30:49,Synthetic payment record,KBZ_PAY,RENEWAL,2024-05,9,,PENDING,2950.47,001412,2024-05-06 15:30:49,,201412,101663
301413,11525.14,2024-06-12 08:22:17,Synthetic payment record,WAVE_PAY,PREMIUM,2024-06,10,,VERIFIED,11525.14,001413,2024-06-15 08:22:17,synthetic-generator,201413,101664
301414,51047.25,2024-07-02 22:31:31,Synthetic payment record,AYA_PAY,RENEWAL,2024-07,11,,VERIFIED,51047.25,001414,2024-07-02 22:31:31,synthetic-generator,201414,101665
301415,79141.63,2024-08-08 19:41:01,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-08,12,,REJECTED,79141.63,001415,2024-08-08 19:41:01,,201415,101666
301416,11264.68,2024-09-06 17:54:54,Synthetic payment record,KBZ_PAY,PREMIUM,2024-09,1,,VERIFIED,11264.68,001416,2024-09-07 17:54:54,synthetic-generator,201416,101667
301417,10580.81,2024-10-29 01:17:40,Synthetic payment record,WAVE_PAY,PREMIUM,2024-10,2,,VERIFIED,10580.81,001417,2024-10-29 01:17:40,synthetic-generator,201417,101668
301418,13444.72,2024-11-06 12:20:20,Synthetic payment record,AYA_PAY,RENEWAL,2024-11,3,,VERIFIED,13444.72,001418,2024-11-06 12:20:20,synthetic-generator,201418,101669
301419,36580.33,2024-12-01 21:36:07,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-12,4,,VERIFIED,36580.33,001419,2024-12-04 21:36:07,synthetic-generator,201419,101670
301420,11104.46,2025-01-24 19:31:36,Synthetic payment record,KBZ_PAY,PREMIUM,2025-01,5,,VERIFIED,11104.46,001420,2025-01-25 19:31:36,synthetic-generator,201420,101671
301421,18995.36,2025-02-26 02:35:03,Synthetic payment record,WAVE_PAY,PREMIUM,2025-02,6,,VERIFIED,18995.36,001421,2025-03-01 02:35:03,synthetic-generator,201421,101672
301422,21606.17,2025-03-20 22:17:16,Synthetic payment record,AYA_PAY,PREMIUM,2025-03,7,,VERIFIED,21606.17,001422,2025-03-23 22:17:16,synthetic-generator,201422,101673
301423,17171.49,2025-04-18 17:37:21,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-04,8,,VERIFIED,17171.49,001423,2025-04-21 17:37:21,synthetic-generator,201423,101674
301424,12490.86,2025-05-21 03:03:10,Synthetic payment record,KBZ_PAY,PREMIUM,2025-05,9,,REJECTED,12490.86,001424,2025-05-24 03:03:10,,201424,101675
301425,36550.69,2025-06-29 17:18:40,Synthetic payment record,WAVE_PAY,PREMIUM,2025-06,10,,VERIFIED,36550.69,001425,2025-06-30 17:18:40,synthetic-generator,201425,101676
301426,23520.65,2025-07-18 17:37:01,Synthetic payment record,AYA_PAY,PREMIUM,2025-07,11,,REJECTED,23520.65,001426,2025-07-20 17:37:01,,201426,101677
301427,6737.98,2025-08-14 00:02:07,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-08,12,,VERIFIED,6737.98,001427,2025-08-17 00:02:07,synthetic-generator,201427,101678
301428,1497.51,2025-09-19 13:54:07,Synthetic payment record,KBZ_PAY,PREMIUM,2025-09,1,,VERIFIED,1497.51,001428,2025-09-20 13:54:07,synthetic-generator,201428,101679
301429,17242.83,2025-10-16 17:32:20,Synthetic payment record,WAVE_PAY,RENEWAL,2025-10,2,,VERIFIED,17242.83,001429,2025-10-18 17:32:20,synthetic-generator,201429,101680
301430,44205.57,2025-11-08 18:15:27,Synthetic payment record,AYA_PAY,PREMIUM,2025-11,3,,VERIFIED,44205.57,001430,2025-11-11 18:15:27,synthetic-generator,201430,101681
301431,43571.91,2025-12-11 16:18:29,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-12,4,,VERIFIED,43571.91,001431,2025-12-12 16:18:29,synthetic-generator,201431,101682
301432,7896.98,2026-01-18 09:48:50,Synthetic payment record,KBZ_PAY,RENEWAL,2026-01,5,,PENDING,7896.98,001432,2026-01-20 09:48:50,,201432,101683
301433,43359.85,2026-02-02 10:49:38,Synthetic payment record,WAVE_PAY,PREMIUM,2026-02,6,,VERIFIED,43359.85,001433,2026-02-03 10:49:38,synthetic-generator,201433,101684
301434,22005.41,2026-03-02 07:12:49,Synthetic payment record,AYA_PAY,RENEWAL,2026-03,7,,PENDING,22005.41,001434,2026-03-03 07:12:49,,201434,101685
301435,53598.61,2026-04-27 20:37:00,Synthetic payment record,BANK_TRANSFER,PREMIUM,2026-04,8,,VERIFIED,53598.61,001435,2026-04-27 20:37:00,synthetic-generator,201435,101686
301436,4311.57,2026-05-29 07:58:41,Synthetic payment record,KBZ_PAY,PREMIUM,2026-05,9,,VERIFIED,4311.57,001436,2026-06-01 07:58:41,synthetic-generator,201436,101687
301437,22664.58,2026-06-05 12:06:45,Synthetic payment record,WAVE_PAY,RENEWAL,2026-06,10,,VERIFIED,22664.58,001437,2026-06-05 12:06:45,synthetic-generator,201437,101688
301438,40521.52,2026-07-12 16:17:23,Synthetic payment record,AYA_PAY,PREMIUM,2026-07,11,,VERIFIED,40521.52,001438,2026-07-13 16:17:23,synthetic-generator,201438,101689
301439,82548.87,2026-08-09 10:24:17,Synthetic payment record,BANK_TRANSFER,PREMIUM,2026-08,12,,VERIFIED,82548.87,001439,2026-08-09 10:24:17,synthetic-generator,201439,101690
301440,3796.80,2021-09-27 11:39:55,Synthetic payment record,KBZ_PAY,PREMIUM,2021-09,1,,VERIFIED,3796.80,001440,2021-09-27 11:39:55,synthetic-generator,201440,101691
301441,10738.32,2021-10-27 09:21:09,Synthetic payment record,WAVE_PAY,PREMIUM,2021-10,2,,REJECTED,10738.32,001441,2021-10-29 09:21:09,,201441,101692
301442,27196.25,2021-11-10 06:22:19,Synthetic payment record,AYA_PAY,PREMIUM,2021-11,3,,PENDING,27196.25,001442,2021-11-12 06:22:19,,201442,101693
301443,41207.87,2021-12-18 06:30:51,Synthetic payment record,BANK_TRANSFER,RENEWAL,2021-12,4,,VERIFIED,41207.87,001443,2021-12-19 06:30:51,synthetic-generator,201443,101694
301444,20159.50,2022-01-30 03:24:12,Synthetic payment record,KBZ_PAY,PREMIUM,2022-01,5,,VERIFIED,20159.50,001444,2022-02-02 03:24:12,synthetic-generator,201444,101695
301445,4928.20,2022-02-08 05:07:46,Synthetic payment record,WAVE_PAY,RENEWAL,2022-02,6,,VERIFIED,4928.20,001445,2022-02-11 05:07:46,synthetic-generator,201445,101696
301446,5869.38,2022-03-20 00:04:11,Synthetic payment record,AYA_PAY,PREMIUM,2022-03,7,,REJECTED,5869.38,001446,2022-03-23 00:04:11,,201446,101697
301447,18131.01,2022-04-14 12:42:08,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-04,8,,REJECTED,18131.01,001447,2022-04-15 12:42:08,,201447,101698
301448,20220.97,2022-05-09 10:39:27,Synthetic payment record,KBZ_PAY,RENEWAL,2022-05,9,,VERIFIED,20220.97,001448,2022-05-09 10:39:27,synthetic-generator,201448,101699
301449,30040.51,2022-06-20 22:10:09,Synthetic payment record,WAVE_PAY,PREMIUM,2022-06,10,,VERIFIED,30040.51,001449,2022-06-22 22:10:09,synthetic-generator,201449,101700
301450,8017.20,2022-07-30 22:07:44,Synthetic payment record,AYA_PAY,PREMIUM,2022-07,11,,PENDING,8017.20,001450,2022-08-01 22:07:44,,201450,101701
301451,25291.82,2022-08-24 00:09:10,Synthetic payment record,BANK_TRANSFER,RENEWAL,2022-08,12,,VERIFIED,25291.82,001451,2022-08-27 00:09:10,synthetic-generator,201451,101702
301452,2554.47,2022-09-28 17:13:37,Synthetic payment record,KBZ_PAY,RENEWAL,2022-09,1,,VERIFIED,2554.47,001452,2022-09-29 17:13:37,synthetic-generator,201452,101703
301453,19363.42,2022-10-02 09:33:25,Synthetic payment record,WAVE_PAY,PREMIUM,2022-10,2,,PENDING,19363.42,001453,2022-10-03 09:33:25,,201453,101704
301454,5173.01,2022-11-21 10:55:54,Synthetic payment record,AYA_PAY,PREMIUM,2022-11,3,,VERIFIED,5173.01,001454,2022-11-23 10:55:54,synthetic-generator,201454,101705
301455,33363.28,2022-12-16 07:34:47,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-12,4,,VERIFIED,33363.28,001455,2022-12-17 07:34:47,synthetic-generator,201455,101706
301456,8254.33,2023-01-26 04:26:26,Synthetic payment record,KBZ_PAY,PREMIUM,2023-01,5,,VERIFIED,8254.33,001456,2023-01-26 04:26:26,synthetic-generator,201456,101707
301457,27434.03,2023-02-19 13:20:45,Synthetic payment record,WAVE_PAY,PREMIUM,2023-02,6,,VERIFIED,27434.03,001457,2023-02-21 13:20:45,synthetic-generator,201457,101708
301458,21539.56,2023-03-04 23:16:50,Synthetic payment record,AYA_PAY,PREMIUM,2023-03,7,,VERIFIED,21539.56,001458,2023-03-06 23:16:50,synthetic-generator,201458,101709
301459,19302.66,2023-04-23 10:03:55,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-04,8,,PENDING,19302.66,001459,2023-04-26 10:03:55,,201459,101710
301460,4291.90,2023-05-19 06:47:34,Synthetic payment record,KBZ_PAY,RENEWAL,2023-05,9,,VERIFIED,4291.90,001460,2023-05-19 06:47:34,synthetic-generator,201460,101711
301461,8566.23,2023-06-08 07:28:50,Synthetic payment record,WAVE_PAY,RENEWAL,2023-06,10,,VERIFIED,8566.23,001461,2023-06-11 07:28:50,synthetic-generator,201461,101712
301462,18907.87,2023-07-19 13:50:00,Synthetic payment record,AYA_PAY,PREMIUM,2023-07,11,,VERIFIED,18907.87,001462,2023-07-20 13:50:00,synthetic-generator,201462,101713
301463,40280.41,2023-08-31 02:18:08,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-08,12,,PENDING,40280.41,001463,2023-08-31 02:18:08,,201463,101714
301464,3927.19,2023-09-14 23:06:32,Synthetic payment record,KBZ_PAY,PREMIUM,2023-09,1,,VERIFIED,3927.19,001464,2023-09-15 23:06:32,synthetic-generator,201464,101715
301465,16583.38,2023-10-28 02:10:19,Synthetic payment record,WAVE_PAY,PREMIUM,2023-10,2,,VERIFIED,16583.38,001465,2023-10-31 02:10:19,synthetic-generator,201465,101716
301466,17847.94,2023-11-16 02:42:59,Synthetic payment record,AYA_PAY,PREMIUM,2023-11,3,,VERIFIED,17847.94,001466,2023-11-19 02:42:59,synthetic-generator,201466,101717
301467,35216.66,2023-12-09 00:04:35,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-12,4,,PENDING,35216.66,001467,2023-12-09 00:04:35,,201467,101718
301468,11676.60,2024-01-28 00:32:23,Synthetic payment record,KBZ_PAY,RENEWAL,2024-01,5,,VERIFIED,11676.60,001468,2024-01-30 00:32:23,synthetic-generator,201468,101719
301469,28479.08,2024-02-05 04:54:07,Synthetic payment record,WAVE_PAY,PREMIUM,2024-02,6,,VERIFIED,28479.08,001469,2024-02-06 04:54:07,synthetic-generator,201469,101720
301470,18602.04,2024-03-23 05:09:07,Synthetic payment record,AYA_PAY,PREMIUM,2024-03,7,,VERIFIED,18602.04,001470,2024-03-25 05:09:07,synthetic-generator,201470,101721
301471,44151.70,2024-04-02 14:33:54,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-04,8,,VERIFIED,44151.70,001471,2024-04-05 14:33:54,synthetic-generator,201471,101722
301472,10419.93,2024-05-25 02:39:13,Synthetic payment record,KBZ_PAY,RENEWAL,2024-05,9,,VERIFIED,10419.93,001472,2024-05-28 02:39:13,synthetic-generator,201472,101723
301473,35825.30,2024-06-29 17:19:39,Synthetic payment record,WAVE_PAY,PREMIUM,2024-06,10,,VERIFIED,35825.30,001473,2024-07-01 17:19:39,synthetic-generator,201473,101724
301474,6919.88,2024-07-29 02:55:53,Synthetic payment record,AYA_PAY,RENEWAL,2024-07,11,,VERIFIED,6919.88,001474,2024-07-30 02:55:53,synthetic-generator,201474,101725
301475,55001.08,2024-08-11 16:06:33,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-08,12,,VERIFIED,55001.08,001475,2024-08-13 16:06:33,synthetic-generator,201475,101726
301476,10382.14,2024-09-23 18:38:32,Synthetic payment record,KBZ_PAY,PREMIUM,2024-09,1,,PENDING,10382.14,001476,2024-09-24 18:38:32,,201476,101727
301477,22750.36,2024-10-18 22:12:23,Synthetic payment record,WAVE_PAY,PREMIUM,2024-10,2,,VERIFIED,22750.36,001477,2024-10-18 22:12:23,synthetic-generator,201477,101728
301478,37563.36,2024-11-21 11:06:11,Synthetic payment record,AYA_PAY,PREMIUM,2024-11,3,,VERIFIED,37563.36,001478,2024-11-21 11:06:11,synthetic-generator,201478,101729
301479,34932.38,2024-12-19 06:25:20,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-12,4,,VERIFIED,34932.38,001479,2024-12-21 06:25:20,synthetic-generator,201479,101730
301480,2963.00,2025-01-27 08:17:15,Synthetic payment record,KBZ_PAY,PREMIUM,2025-01,5,,VERIFIED,2963.00,001480,2025-01-30 08:17:15,synthetic-generator,201480,101731
301481,11846.35,2025-02-15 07:00:45,Synthetic payment record,WAVE_PAY,RENEWAL,2025-02,6,,VERIFIED,11846.35,001481,2025-02-15 07:00:45,synthetic-generator,201481,101732
301482,11707.21,2025-03-21 12:51:11,Synthetic payment record,AYA_PAY,PREMIUM,2025-03,7,,VERIFIED,11707.21,001482,2025-03-23 12:51:11,synthetic-generator,201482,101733
301483,49414.20,2025-04-18 15:12:01,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-04,8,,REJECTED,49414.20,001483,2025-04-20 15:12:01,,201483,101734
301484,15360.59,2025-05-25 02:08:51,Synthetic payment record,KBZ_PAY,PREMIUM,2025-05,9,,VERIFIED,15360.59,001484,2025-05-27 02:08:51,synthetic-generator,201484,101735
301485,17116.91,2025-06-20 10:19:29,Synthetic payment record,WAVE_PAY,PREMIUM,2025-06,10,,VERIFIED,17116.91,001485,2025-06-21 10:19:29,synthetic-generator,201485,101736
301486,16886.56,2025-07-08 01:06:51,Synthetic payment record,AYA_PAY,PREMIUM,2025-07,11,,PENDING,16886.56,001486,2025-07-10 01:06:51,,201486,101737
301487,41768.31,2025-08-04 13:55:17,Synthetic payment record,BANK_TRANSFER,RENEWAL,2025-08,12,,VERIFIED,41768.31,001487,2025-08-06 13:55:17,synthetic-generator,201487,101738
301488,3512.21,2025-09-26 15:42:58,Synthetic payment record,KBZ_PAY,CLAIM_PAYOUT,2025-09,1,,VERIFIED,3512.21,001488,2025-09-29 15:42:58,synthetic-generator,201488,101739
301489,16247.63,2025-10-11 23:29:04,Synthetic payment record,WAVE_PAY,PREMIUM,2025-10,2,,REJECTED,16247.63,001489,2025-10-13 23:29:04,,201489,101740
301490,15247.95,2025-11-06 15:20:31,Synthetic payment record,AYA_PAY,PREMIUM,2025-11,3,,VERIFIED,15247.95,001490,2025-11-09 15:20:31,synthetic-generator,201490,101741
301491,27124.25,2025-12-24 03:14:26,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-12,4,,VERIFIED,27124.25,001491,2025-12-24 03:14:26,synthetic-generator,201491,101742
301492,21080.08,2026-01-13 10:23:13,Synthetic payment record,KBZ_PAY,PREMIUM,2026-01,5,,VERIFIED,21080.08,001492,2026-01-14 10:23:13,synthetic-generator,201492,101743
301493,31360.43,2026-02-08 09:51:41,Synthetic payment record,WAVE_PAY,RENEWAL,2026-02,6,,VERIFIED,31360.43,001493,2026-02-09 09:51:41,synthetic-generator,201493,101744
301494,26002.12,2026-03-10 03:00:36,Synthetic payment record,AYA_PAY,PREMIUM,2026-03,7,,VERIFIED,26002.12,001494,2026-03-12 03:00:36,synthetic-generator,201494,101745
301495,6486.72,2026-04-29 19:49:43,Synthetic payment record,BANK_TRANSFER,PREMIUM,2026-04,8,,VERIFIED,6486.72,001495,2026-05-01 19:49:43,synthetic-generator,201495,101746
301496,21494.21,2026-05-01 04:05:00,Synthetic payment record,KBZ_PAY,PREMIUM,2026-05,9,,PENDING,21494.21,001496,2026-05-02 04:05:00,,201496,101747
301497,32834.55,2026-06-16 13:14:23,Synthetic payment record,WAVE_PAY,PREMIUM,2026-06,10,,VERIFIED,32834.55,001497,2026-06-16 13:14:23,synthetic-generator,201497,101748
301498,35504.04,2026-07-22 02:41:49,Synthetic payment record,AYA_PAY,PREMIUM,2026-07,11,,VERIFIED,35504.04,001498,2026-07-24 02:41:49,synthetic-generator,201498,101749
301499,40907.81,2026-08-28 15:06:38,Synthetic payment record,BANK_TRANSFER,PREMIUM,2026-08,12,,VERIFIED,40907.81,001499,2026-08-31 15:06:38,synthetic-generator,201499,101750
301500,3803.88,2021-09-26 23:33:10,Synthetic payment record,KBZ_PAY,PREMIUM,2021-09,1,,VERIFIED,3803.88,001500,2021-09-26 23:33:10,synthetic-generator,201500,101751
301501,5568.34,2021-10-14 22:17:59,Synthetic payment record,WAVE_PAY,RENEWAL,2021-10,2,,VERIFIED,5568.34,001501,2021-10-17 22:17:59,synthetic-generator,201501,101752
301502,12489.16,2021-11-19 08:04:35,Synthetic payment record,AYA_PAY,PREMIUM,2021-11,3,,REJECTED,12489.16,001502,2021-11-21 08:04:35,,201502,101753
301503,29580.02,2021-12-21 14:55:54,Synthetic payment record,BANK_TRANSFER,RENEWAL,2021-12,4,,VERIFIED,29580.02,001503,2021-12-22 14:55:54,synthetic-generator,201503,101754
301504,13749.42,2022-01-05 08:22:29,Synthetic payment record,KBZ_PAY,RENEWAL,2022-01,5,,VERIFIED,13749.42,001504,2022-01-08 08:22:29,synthetic-generator,201504,101755
