id,admin_note,admin_signature,admin_signed_at,agent_note,agent_signature,agent_signed_at,common_info,coverage_amount,created_at,documents_path,duration,extra_info,form_data,notes,policy_number,premium_amount,revision_deadline,risk_level,status,updated_at,agent_id,customer_id,package_id
201194,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",3640560.94,2025-11-08 07:11:33,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,3792.25,2025-11-15 07:11:33,MEDIUM,REVISION_REQUESTED,2025-11-17 07:11:33,100295,101495,9119
201195,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",27906646.11,2025-03-13 01:37:10,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,34883.31,,LOW,CANCELLED,2025-03-20 01:37:10,100296,101496,9120
201196,Synthetic admin review completed,,2025-03-23 09:29:00,Synthetic agent verification,,2025-03-21 09:29:00,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",3595358.43,2025-03-19 09:29:00,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,SYN-POL-201196,5243.23,,HIGH,APPROVED,2025-03-26 09:29:00,100297,101497,9121
201197,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",10172690.62,2025-02-21 05:26:14,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,16954.48,,MEDIUM,REJECTED,2025-03-01 05:26:14,100298,101498,9122
201198,Synthetic admin review completed,,2026-06-25 23:07:36,Synthetic agent verification,,2026-06-23 23:07:36,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",16396578.97,2026-06-21 23:07:36,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201198,30743.59,,MEDIUM,APPROVED,2026-06-30 23:07:36,100299,101499,9123
201199,Synthetic admin review completed,,2025-02-26 06:38:42,Synthetic agent verification,,2025-02-24 06:38:42,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",13778278.33,2025-02-22 06:38:42,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201199,28704.75,,LOW,APPROVED,2025-03-06 06:38:42,100300,101500,9124
201200,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",2717070.61,2022-04-11 03:19:51,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,2830.28,2022-04-18 03:19:51,LOW,REVISION_REQUESTED,2022-04-22 03:19:51,100001,101501,9101
201201,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",4755295.05,2025-11-20 05:24:29,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,5944.12,,LOW,PENDING,2025-11-25 05:24:29,100002,101502,9102
201202,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",8677963.24,2026-01-19 16:34:04,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,12655.36,,MEDIUM,REJECTED,2026-01-23 16:34:04,100003,101503,9103
201203,,,,Synthetic agent verification,,2022-04-12 13:52:50,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",19740135.32,2022-04-10 13:52:50,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,32900.23,,HIGH,VERIFIED,2022-04-14 13:52:50,100004,101504,9104
201204,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",4972459.02,2023-05-13 22:17:05,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,9323.36,,LOW,CANCELLED,2023-05-21 22:17:05,100005,101505,9105
201205,Synthetic admin review completed,,2024-02-22 10:39:01,Synthetic agent verification,,2024-02-20 10:39:01,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",11257969.63,2024-02-18 10:39:01,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201205,23454.10,,MEDIUM,APPROVED,2024-02-29 10:39:01,100006,101506,9106
201206,Synthetic admin review completed,,2024-01-19 17:50:45,Synthetic agent verification,,2024-01-17 17:50:45,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",10165908.97,2024-01-15 17:50:45,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201206,10589.49,,MEDIUM,APPROVED,2024-01-19 17:50:45,100007,101507,9107
201207,Synthetic admin review completed,,2023-08-29 23:13:09,Synthetic agent verification,,2023-08-27 23:13:09,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",18784853.45,2023-08-25 23:13:09,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201207,23481.07,,HIGH,APPROVED,2023-08-27 23:13:09,100008,101508,9108
201208,Synthetic admin review completed,,2022-06-01 16:01:29,Synthetic agent verification,,2022-05-30 16:01:29,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",5416052.35,2022-05-28 16:01:29,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201208,7898.41,,MEDIUM,APPROVED,2022-06-04 16:01:29,100009,101509,9109
201209,Synthetic admin review completed,,2023-07-22 10:03:22,Synthetic agent verification,,2023-07-20 10:03:22,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",16587915.41,2023-07-18 10:03:22,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,SYN-POL-201209,27646.53,,MEDIUM,APPROVED,2023-07-29 10:03:22,100010,101510,9110
201210,,,,Synthetic agent verification,,2025-10-31 20:18:03,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",14177647.18,2025-10-29 20:18:03,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,26583.09,,MEDIUM,VERIFIED,2025-11-05 20:18:03,100011,101511,9111
201211,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",24551303.94,2023-02-17 19:11:38,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,51148.55,,LOW,PENDING,2023-03-01 19:11:38,100012,101512,9112
201212,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",5482972.36,2025-06-14 19:38:20,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,5711.43,2025-06-21 19:38:20,HIGH,REVISION_REQUESTED,2025-06-22 19:38:20,100013,101513,9113
201213,Synthetic admin review completed,,2023-02-20 12:56:16,Synthetic agent verification,,2023-02-18 12:56:16,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",16560264.96,2023-02-16 12:56:16,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201213,20700.33,,LOW,APPROVED,2023-02-25 12:56:16,100014,101514,9114
201214,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",4136438.79,2023-01-03 11:16:13,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,6032.31,,LOW,CANCELLED,2023-01-05 11:16:13,100015,101515,9115
201215,,,,Synthetic agent verification,,2024-08-11 15:53:48,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",21463965.66,2024-08-09 15:53:48,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,35773.28,,LOW,VERIFIED,2024-08-12 15:53:48,100016,101516,9116
201216,Synthetic admin review completed,,2025-10-15 05:25:31,Synthetic agent verification,,2025-10-13 05:25:31,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",7838386.03,2025-10-11 05:25:31,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201216,14696.97,,MEDIUM,APPROVED,2025-10-20 05:25:31,100017,101517,9117
201217,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",15554412.40,2026-07-06 22:44:19,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,32405.03,2026-07-13 22:44:19,LOW,REVISION_REQUESTED,2026-07-09 22:44:19,100018,101518,9118
201218,Synthetic admin review completed,,2024-07-29 12:41:05,Synthetic agent verification,,2024-07-27 12:41:05,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",21656256.19,2024-07-25 12:41:05,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201218,22558.60,,LOW,APPROVED,2024-07-30 12:41:05,100019,101519,9119
201219,Synthetic admin review completed,,2025-01-01 09:54:42,Synthetic agent verification,,2024-12-30 09:54:42,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",26317248.46,2024-12-28 09:54:42,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201219,32896.56,,LOW,APPROVED,2025-01-08 09:54:42,100020,101520,9120
201220,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",1273604.02,2026-04-13 01:07:58,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,1857.34,,LOW,PENDING,2026-04-16 01:07:58,100021,101521,9121
201221,Synthetic admin review completed,,2021-11-21 01:27:43,Synthetic agent verification,,2021-11-19 01:27:43,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",4761749.55,2021-11-17 01:27:43,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201221,7936.25,,HIGH,APPROVED,2021-11-27 01:27:43,100022,101522,9122
201222,Synthetic admin review completed,,2022-12-27 10:19:06,Synthetic agent verification,,2022-12-25 10:19:06,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",9299750.47,2022-12-23 10:19:06,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,SYN-POL-201222,17437.03,,LOW,APPROVED,2023-01-02 10:19:06,100023,101523,9123
201223,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",31234717.92,2023-10-02 09:09:35,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,65072.33,,LOW,REJECTED,2023-10-11 09:09:35,100024,101524,9124
201224,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",8973204.45,2023-06-25 06:47:45,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,9347.09,2023-07-02 06:47:45,LOW,REVISION_REQUESTED,2023-06-26 06:47:45,100025,101525,9101
201225,Synthetic admin review completed,,2021-10-09 20:09:15,Synthetic agent verification,,2021-10-07 20:09:15,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",7649757.06,2021-10-05 20:09:15,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201225,9562.20,,MEDIUM,APPROVED,2021-10-12 20:09:15,100026,101526,9102
201226,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",8243534.99,2023-05-06 12:01:04,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,12021.82,,MEDIUM,PENDING,2023-05-14 12:01:04,100027,101527,9103
201227,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",18874310.62,2024-01-29 05:24:06,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,31457.18,,LOW,REJECTED,2024-02-10 05:24:06,100028,101528,9104
201228,Synthetic admin review completed,,2022-11-09 03:33:19,Synthetic agent verification,,2022-11-07 03:33:19,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",3791947.09,2022-11-05 03:33:19,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201228,7109.90,,HIGH,APPROVED,2022-11-14 03:33:19,100029,101529,9105
201229,Synthetic admin review completed,,2025-06-08 12:15:48,Synthetic agent verification,,2025-06-06 12:15:48,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",11093316.66,2025-06-04 12:15:48,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201229,23111.08,,HIGH,APPROVED,2025-06-16 12:15:48,100030,101530,9106
201230,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",8526121.85,2024-07-17 05:06:15,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,8881.38,,LOW,CANCELLED,2024-07-21 05:06:15,100031,101531,9107
201231,,,,Synthetic agent verification,,2024-03-08 08:55:03,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",13985190.28,2024-03-06 08:55:03,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,17481.49,,MEDIUM,VERIFIED,2024-03-16 08:55:03,100032,101532,9108
201232,Synthetic admin review completed,,2022-10-22 09:10:00,Synthetic agent verification,,2022-10-20 09:10:00,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",8608128.90,2022-10-18 09:10:00,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201232,12553.52,,LOW,APPROVED,2022-10-21 09:10:00,100033,101533,9109
201233,Synthetic admin review completed,,2024-11-17 03:11:02,Synthetic agent verification,,2024-11-15 03:11:02,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",17392625.91,2024-11-13 03:11:02,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201233,28987.71,,MEDIUM,APPROVED,2024-11-19 03:11:02,100034,101534,9110
201234,,,,Synthetic agent verification,,2022-10-09 20:24:09,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",16145908.12,2022-10-07 20:24:09,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,30273.58,,MEDIUM,VERIFIED,2022-10-18 20:24:09,100035,101535,9111
201235,Synthetic admin review completed,,2023-12-24 04:56:51,Synthetic agent verification,,2023-12-22 04:56:51,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",3926724.69,2023-12-20 04:56:51,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,SYN-POL-201235,8180.68,,MEDIUM,APPROVED,2023-12-21 04:56:51,100036,101536,9112
201236,,,,Synthetic agent verification,,2023-09-14 11:32:08,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",11033153.91,2023-09-12 11:32:08,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,11492.87,,MEDIUM,VERIFIED,2023-09-15 11:32:08,100037,101537,9113
201237,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",14898048.15,2024-01-19 10:25:06,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,18622.56,,LOW,REJECTED,2024-01-27 10:25:06,100038,101538,9114
201238,Synthetic admin review completed,,2023-12-13 16:16:58,Synthetic agent verification,,2023-12-11 16:16:58,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",22546629.70,2023-12-09 16:16:58,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201238,32880.50,,LOW,APPROVED,2023-12-17 16:16:58,100039,101539,9115
201239,Synthetic admin review completed,,2025-10-08 10:01:15,Synthetic agent verification,,2025-10-06 10:01:15,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",14446571.00,2025-10-04 10:01:15,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201239,24077.62,,LOW,APPROVED,2025-10-09 10:01:15,100040,101540,9116
201240,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",3376844.83,2024-06-21 01:20:30,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,6331.58,,MEDIUM,REJECTED,2024-06-22 01:20:30,100041,101541,9117
201241,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",4902095.85,2023-09-29 18:01:52,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,10212.70,,MEDIUM,CANCELLED,2023-10-04 18:01:52,100042,101542,9118
201242,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",8428426.67,2026-06-04 08:26:01,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,8779.61,,MEDIUM,REJECTED,2026-06-13 08:26:01,100043,101543,9119
201243,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",25790744.06,2024-11-02 11:09:10,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,32238.43,,LOW,REJECTED,2024-11-08 11:09:10,100044,101544,9120
201244,,,,Synthetic agent verification,,2026-07-13 13:22:59,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",6604551.96,2026-07-11 13:22:59,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,9631.64,,LOW,VERIFIED,2026-07-22 13:22:59,100045,101545,9121
201245,Synthetic admin review completed,,2022-02-09 14:02:58,Synthetic agent verification,,2022-02-07 14:02:58,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",6955434.83,2022-02-05 14:02:58,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201245,11592.39,,LOW,APPROVED,2022-02-06 14:02:58,100046,101546,9122
201246,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",10173235.84,2023-08-30 21:36:37,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,19074.82,,LOW,REJECTED,2023-09-08 21:36:37,100047,101547,9123
201247,Synthetic admin review completed,,2026-03-19 02:50:45,Synthetic agent verification,,2026-03-17 02:50:45,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",10136238.68,2026-03-15 02:50:45,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201247,21117.16,,LOW,APPROVED,2026-03-25 02:50:45,100048,101548,9124
201248,Synthetic admin review completed,,2022-06-28 13:22:11,Synthetic agent verification,,2022-06-26 13:22:11,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",1641748.43,2022-06-24 13:22:11,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,SYN-POL-201248,1710.15,,LOW,APPROVED,2022-07-06 13:22:11,100049,101549,9101
201249,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",14314090.09,2023-11-28 07:05:59,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,17892.61,,MEDIUM,PENDING,2023-12-05 07:05:59,100050,101550,9102
201250,Synthetic admin review completed,,2026-03-31 05:38:52,Synthetic agent verification,,2026-03-29 05:38:52,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",7206957.82,2026-03-27 05:38:52,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201250,10510.15,,LOW,APPROVED,2026-03-31 05:38:52,100051,101551,9103
201251,,,,Synthetic agent verification,,2023-11-09 03:20:40,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",27898350.04,2023-11-07 03:20:40,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,46497.25,,HIGH,VERIFIED,2023-11-17 03:20:40,100052,101552,9104
201252,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",9604389.92,2023-10-22 21:59:58,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,18008.23,,MEDIUM,CANCELLED,2023-10-31 21:59:58,100053,101553,9105
201253,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",6462663.33,2024-09-11 15:31:17,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,13463.88,2024-09-18 15:31:17,LOW,REVISION_REQUESTED,2024-09-16 15:31:17,100054,101554,9106
201254,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",20208021.23,2022-09-25 20:38:01,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,21050.02,,LOW,PENDING,2022-09-30 20:38:01,100055,101555,9107
201255,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_8""}",14694738.10,2023-02-01 06:44:02,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,18368.42,,LOW,REJECTED,2023-02-07 06:44:02,100056,101556,9108
201256,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_9""}",10183806.30,2026-01-30 01:57:20,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,14851.38,,LOW,REJECTED,2026-02-07 01:57:20,100057,101557,9109
201257,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_10""}",12855051.66,2023-03-07 12:37:53,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,21425.09,2023-03-14 12:37:53,MEDIUM,REVISION_REQUESTED,2023-03-15 12:37:53,100058,101558,9110
201258,,,,Synthetic agent verification,,2023-07-22 23:20:30,"{""synthetic"": true, ""occupation_group"": ""GROUP_11""}",12871017.20,2023-07-20 23:20:30,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,24133.16,,LOW,VERIFIED,2023-07-28 23:20:30,100059,101559,9111
201259,,,,Synthetic agent verification,,2024-03-21 04:28:39,"{""synthetic"": true, ""occupation_group"": ""GROUP_12""}",10863200.15,2024-03-19 04:28:39,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,22631.67,,LOW,VERIFIED,2024-03-21 04:28:39,100060,101560,9112
201260,,,,Synthetic agent verification,,2025-01-24 02:47:27,"{""synthetic"": true, ""occupation_group"": ""GROUP_1""}",7412207.14,2025-01-22 02:47:27,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,7721.05,,LOW,VERIFIED,2025-01-23 02:47:27,100061,101561,9113
201261,,,,Synthetic agent verification,,2021-10-27 09:06:54,"{""synthetic"": true, ""occupation_group"": ""GROUP_2""}",7090489.89,2021-10-25 09:06:54,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": false}",Synthetic application generated for testing,,8863.11,,MEDIUM,VERIFIED,2021-10-26 09:06:54,100062,101562,9114
201262,Synthetic admin review completed,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_3""}",24912031.63,2022-01-10 22:18:10,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,36330.05,,LOW,REJECTED,2022-01-17 22:18:10,100063,101563,9115
201263,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_4""}",22985381.47,2024-10-26 09:06:57,[],10,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,38308.97,2024-11-02 09:06:57,LOW,REVISION_REQUESTED,2024-10-30 09:06:57,100064,101564,9116
201264,Synthetic admin review completed,,2024-05-24 15:05:13,Synthetic agent verification,,2024-05-22 15:05:13,"{""synthetic"": true, ""occupation_group"": ""GROUP_5""}",9899190.77,2024-05-20 15:05:13,[],1,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201264,18560.98,,LOW,APPROVED,2024-05-29 15:05:13,100065,101565,9117
201265,Synthetic admin review completed,,2022-12-19 09:10:27,Synthetic agent verification,,2022-12-17 09:10:27,"{""synthetic"": true, ""occupation_group"": ""GROUP_6""}",3253502.53,2022-12-15 09:10:27,[],3,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,SYN-POL-201265,6778.13,,LOW,APPROVED,2022-12-16 09:10:27,100066,101566,9118
201266,,,,,,,"{""synthetic"": true, ""occupation_group"": ""GROUP_7""}",18988807.41,2023-10-03 10:52:45,[],5,"{""data_source"": ""synthetic_generator""}","{""synthetic"": true, ""risk_answers_complete"": true}",Synthetic application generated for testing,,19780.01,,LOW,CANCELLED,2023-10-10 10:52:45,100067,101567,9119
