id,amount,created_at,notes,payment_method,payment_type,period_label,period_number,screenshot_path,status,transaction_amount,transaction_last_six_digits,updated_at,verified_by,application_id,customer_id
304342,43208.84,2023-07-30 13:25:52,Synthetic payment record,AYA_PAY,PREMIUM,2023-07,11,,VERIFIED,43208.84,004342,2023-08-01 13:25:52,synthetic-generator,204342,101944
304343,65824.68,2023-08-29 11:43:10,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-08,12,,REJECTED,65824.68,004343,2023-09-01 11:43:10,,204343,101945
304344,6469.44,2023-09-02 07:58:47,Synthetic payment record,KBZ_PAY,PREMIUM,2023-09,1,,VERIFIED,6469.44,004344,2023-09-04 07:58:47,synthetic-generator,204344,101946
304345,22247.33,2023-10-14 08:35:29,Synthetic payment record,WAVE_PAY,PREMIUM,2023-10,2,,PENDING,22247.33,004345,2023-10-17 08:35:29,,204345,101947
304346,26829.72,2023-11-07 10:01:15,Synthetic payment record,AYA_PAY,PREMIUM,2023-11,3,,VERIFIED,26829.72,004346,2023-11-08 10:01:15,synthetic-generator,204346,101948
304347,44743.03,2023-12-28 14:19:56,Synthetic payment record,BANK_TRANSFER,RENEWAL,2023-12,4,,REJECTED,44743.03,004347,2023-12-28 14:19:56,,204347,101949
304348,4462.52,2024-01-31 21:16:49,Synthetic payment record,KBZ_PAY,PREMIUM,2024-01,5,,VERIFIED,4462.52,004348,2024-01-31 21:16:49,synthetic-generator,204348,101950
304349,22032.83,2024-02-05 13:30:38,Synthetic payment record,WAVE_PAY,PREMIUM,2024-02,6,,VERIFIED,22032.83,004349,2024-02-06 13:30:38,synthetic-generator,204349,101951
304350,15806.56,2024-03-14 19:24:49,Synthetic payment record,AYA_PAY,PREMIUM,2024-03,7,,VERIFIED,15806.56,004350,2024-03-15 19:24:49,synthetic-generator,204350,101952
304351,36254.62,2024-04-03 03:24:15,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-04,8,,VERIFIED,36254.62,004351,2024-04-06 03:24:15,synthetic-generator,204351,101953
304352,6348.98,2024-05-21 06:09:42,Synthetic payment record,KBZ_PAY,PREMIUM,2024-05,9,,VERIFIED,6348.98,004352,2024-05-22 06:09:42,synthetic-generator,204352,101954
304353,12925.52,2024-06-22 16:52:44,Synthetic payment record,WAVE_PAY,PREMIUM,2024-06,10,,VERIFIED,12925.52,004353,2024-06-25 16:52:44,synthetic-generator,204353,101955
304354,28712.41,2024-07-16 04:55:27,Synthetic payment record,AYA_PAY,CLAIM_PAYOUT,2024-07,11,,VERIFIED,28712.41,004354,2024-07-19 04:55:27,synthetic-generator,204354,101956
304355,45138.73,2024-08-19 10:38:38,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-08,12,,VERIFIED,45138.73,004355,2024-08-20 10:38:38,synthetic-generator,204355,101957
304356,9806.39,2024-09-10 04:41:43,Synthetic payment record,KBZ_PAY,PREMIUM,2024-09,1,,VERIFIED,9806.39,004356,2024-09-10 04:41:43,synthetic-generator,204356,101958
304357,14461.72,2024-10-14 18:44:56,Synthetic payment record,WAVE_PAY,PREMIUM,2024-10,2,,REJECTED,14461.72,004357,2024-10-17 18:44:56,,204357,101959
304358,33463.96,2024-11-11 17:33:56,Synthetic payment record,AYA_PAY,PREMIUM,2024-11,3,,VERIFIED,33463.96,004358,2024-11-11 17:33:56,synthetic-generator,204358,101960
304359,5377.13,2024-12-20 10:54:53,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-12,4,,VERIFIED,5377.13,004359,2024-12-21 10:54:53,synthetic-generator,204359,101961
304360,8737.92,2025-01-05 05:42:16,Synthetic payment record,KBZ_PAY,PREMIUM,2025-01,5,,VERIFIED,8737.92,004360,2025-01-05 05:42:16,synthetic-generator,204360,101962
304361,19506.09,2025-02-24 21:58:56,Synthetic payment record,WAVE_PAY,PREMIUM,2025-02,6,,VERIFIED,19506.09,004361,2025-02-26 21:58:56,synthetic-generator,204361,101963
304362,4306.72,2025-03-14 21:21:40,Synthetic payment record,AYA_PAY,RENEWAL,2025-03,7,,VERIFIED,4306.72,004362,2025-03-14 21:21:40,synthetic-generator,204362,101964
304363,12068.40,2025-04-01 21:22:26,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-04,8,,VERIFIED,12068.40,004363,2025-04-03 21:22:26,synthetic-generator,204363,101965
304364,11918.12,2025-05-27 00:50:05,Synthetic payment record,KBZ_PAY,RENEWAL,2025-05,9,,VERIFIED,11918.12,004364,2025-05-30 00:50:05,synthetic-generator,204364,101966
304365,20418.99,2025-06-17 14:55:46,Synthetic payment record,WAVE_PAY,RENEWAL,2025-06,10,,PENDING,20418.99,004365,2025-06-20 14:55:46,,204365,101967
304366,47399.75,2025-07-13 23:03:04,Synthetic payment record,AYA_PAY,PREMIUM,2025-07,11,,PENDING,47399.75,004366,2025-07-15 23:03:04,,204366,101968
304367,57788.16,2025-08-22 03:32:08,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-08,12,,VERIFIED,57788.16,004367,2025-08-24 03:32:08,synthetic-generator,204367,101969
304368,10477.64,2025-09-23 22:44:30,Synthetic payment record,KBZ_PAY,PREMIUM,2025-09,1,,VERIFIED,10477.64,004368,2025-09-25 22:44:30,synthetic-generator,204368,101970
304369,24383.94,2025-10-21 02:08:30,Synthetic payment record,WAVE_PAY,RENEWAL,2025-10,2,,VERIFIED,24383.94,004369,2025-10-24 02:08:30,synthetic-generator,204369,101971
304370,18333.50,2025-11-08 03:10:04,Synthetic payment record,AYA_PAY,PREMIUM,2025-11,3,,PENDING,18333.50,004370,2025-11-08 03:10:04,,204370,101972
304371,24953.21,2025-12-08 17:09:40,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-12,4,,VERIFIED,24953.21,004371,2025-12-08 17:09:40,synthetic-generator,204371,101973
304372,26221.26,2026-01-19 09:13:24,Synthetic payment record,KBZ_PAY,PREMIUM,2026-01,5,,VERIFIED,26221.26,004372,2026-01-22 09:13:24,synthetic-generator,204372,101974
304373,39667.36,2026-02-22 02:01:09,Synthetic payment record,WAVE_PAY,RENEWAL,2026-02,6,,VERIFIED,39667.36,004373,2026-02-24 02:01:09,synthetic-generator,204373,101975
304374,14904.28,2026-03-08 05:00:27,Synthetic payment record,AYA_PAY,PREMIUM,2026-03,7,,VERIFIED,14904.28,004374,2026-03-08 05:00:27,synthetic-generator,204374,101976
304375,11736.27,2026-04-04 12:08:11,Synthetic payment record,BANK_TRANSFER,PREMIUM,2026-04,8,,VERIFIED,11736.27,004375,2026-04-07 12:08:11,synthetic-generator,204375,101977
304376,24152.11,2026-05-12 11:40:59,Synthetic payment record,KBZ_PAY,PREMIUM,2026-05,9,,REJECTED,24152.11,004376,2026-05-12 11:40:59,,204376,101978
304377,42844.57,2026-06-08 15:23:33,Synthetic payment record,WAVE_PAY,PREMIUM,2026-06,10,,VERIFIED,42844.57,004377,2026-06-09 15:23:33,synthetic-generator,204377,101979
304378,4691.45,2026-07-07 21:47:19,Synthetic payment record,AYA_PAY,PREMIUM,2026-07,11,,VERIFIED,4691.45,004378,2026-07-07 21:47:19,synthetic-generator,204378,101980
304379,23154.54,2026-08-18 03:11:45,Synthetic payment record,BANK_TRANSFER,CLAIM_PAYOUT,2026-08,12,,VERIFIED,23154.54,004379,2026-08-20 03:11:45,synthetic-generator,204379,101981
304380,6343.61,2021-09-01 11:48:03,Synthetic payment record,KBZ_PAY,PREMIUM,2021-09,1,,VERIFIED,6343.61,004380,2021-09-03 11:48:03,synthetic-generator,204380,101982
304381,4164.66,2021-10-29 16:10:42,Synthetic payment record,WAVE_PAY,PREMIUM,2021-10,2,,VERIFIED,4164.66,004381,2021-10-29 16:10:42,synthetic-generator,204381,101983
304382,6963.71,2021-11-16 16:08:51,Synthetic payment record,AYA_PAY,PREMIUM,2021-11,3,,PENDING,6963.71,004382,2021-11-19 16:08:51,,204382,101984
304383,40560.04,2021-12-25 05:48:56,Synthetic payment record,BANK_TRANSFER,PREMIUM,2021-12,4,,PENDING,40560.04,004383,2021-12-28 05:48:56,,204383,101985
304384,3724.72,2022-01-05 15:02:47,Synthetic payment record,KBZ_PAY,PREMIUM,2022-01,5,,VERIFIED,3724.72,004384,2022-01-05 15:02:47,synthetic-generator,204384,101986
304385,5207.86,2022-02-06 01:01:59,Synthetic payment record,WAVE_PAY,PREMIUM,2022-02,6,,PENDING,5207.86,004385,2022-02-06 01:01:59,,204385,101987
304386,9234.52,2022-03-05 05:43:33,Synthetic payment record,AYA_PAY,PREMIUM,2022-03,7,,VERIFIED,9234.52,004386,2022-03-08 05:43:33,synthetic-generator,204386,101988
304387,11940.77,2022-04-02 20:33:41,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-04,8,,REJECTED,11940.77,004387,2022-04-02 20:33:41,,204387,101989
304388,15193.26,2022-05-28 08:04:38,Synthetic payment record,KBZ_PAY,RENEWAL,2022-05,9,,VERIFIED,15193.26,004388,2022-05-29 08:04:38,synthetic-generator,204388,101990
304389,17897.02,2022-06-22 14:28:24,Synthetic payment record,WAVE_PAY,PREMIUM,2022-06,10,,PENDING,17897.02,004389,2022-06-22 14:28:24,,204389,101991
304390,38506.25,2022-07-22 14:47:25,Synthetic payment record,AYA_PAY,PREMIUM,2022-07,11,,REJECTED,38506.25,004390,2022-07-23 14:47:25,,204390,101992
304391,24261.36,2022-08-11 01:09:18,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-08,12,,VERIFIED,24261.36,004391,2022-08-12 01:09:18,synthetic-generator,204391,101993
304392,3005.62,2022-09-07 18:05:24,Synthetic payment record,KBZ_PAY,PREMIUM,2022-09,1,,VERIFIED,3005.62,004392,2022-09-08 18:05:24,synthetic-generator,204392,101994
304393,2842.02,2022-10-16 21:53:00,Synthetic payment record,WAVE_PAY,PREMIUM,2022-10,2,,REJECTED,2842.02,004393,2022-10-16 21:53:00,,204393,101995
304394,27881.54,2022-11-10 05:36:02,Synthetic payment record,AYA_PAY,CLAIM_PAYOUT,2022-11,3,,VERIFIED,27881.54,004394,2022-11-11 05:36:02,synthetic-generator,204394,101996
304395,19083.04,2022-12-30 18:10:48,Synthetic payment record,BANK_TRANSFER,RENEWAL,2022-12,4,,VERIFIED,19083.04,004395,2023-01-01 18:10:48,synthetic-generator,204395,101997
304396,10751.14,2023-01-07 21:43:02,Synthetic payment record,KBZ_PAY,PREMIUM,2023-01,5,,VERIFIED,10751.14,004396,2023-01-08 21:43:02,synthetic-generator,204396,101998
304397,17680.64,2023-02-06 19:47:54,Synthetic payment record,WAVE_PAY,PREMIUM,2023-02,6,,VERIFIED,17680.64,004397,2023-02-08 19:47:54,synthetic-generator,204397,101999
304398,25446.70,2023-03-20 21:24:15,Synthetic payment record,AYA_PAY,PREMIUM,2023-03,7,,VERIFIED,25446.70,004398,2023-03-23 21:24:15,synthetic-generator,204398,102000
304399,29704.94,2023-04-12 21:46:05,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-04,8,,VERIFIED,29704.94,004399,2023-04-13 21:46:05,synthetic-generator,204399,102001
304400,7580.80,2023-05-19 05:21:05,Synthetic payment record,KBZ_PAY,RENEWAL,2023-05,9,,VERIFIED,7580.80,004400,2023-05-19 05:21:05,synthetic-generator,204400,102002
304401,14383.79,2023-06-07 22:45:18,Synthetic payment record,WAVE_PAY,PREMIUM,2023-06,10,,VERIFIED,14383.79,004401,2023-06-09 22:45:18,synthetic-generator,204401,102003
304402,6483.31,2023-07-15 10:39:51,Synthetic payment record,AYA_PAY,PREMIUM,2023-07,11,,REJECTED,6483.31,004402,2023-07-18 10:39:51,,204402,102004
304403,56617.10,2023-08-15 01:07:05,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-08,12,,VERIFIED,56617.10,004403,2023-08-15 01:07:05,synthetic-generator,204403,102005
304404,1514.47,2023-09-08 17:41:13,Synthetic payment record,KBZ_PAY,PREMIUM,2023-09,1,,VERIFIED,1514.47,004404,2023-09-10 17:41:13,synthetic-generator,204404,102006
304405,15029.26,2023-10-08 07:12:13,Synthetic payment record,WAVE_PAY,RENEWAL,2023-10,2,,VERIFIED,15029.26,004405,2023-10-10 07:12:13,synthetic-generator,204405,102007
304406,21386.99,2023-11-05 05:46:20,Synthetic payment record,AYA_PAY,PREMIUM,2023-11,3,,VERIFIED,21386.99,004406,2023-11-05 05:46:20,synthetic-generator,204406,102008
304407,35215.86,2023-12-14 20:40:51,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-12,4,,VERIFIED,35215.86,004407,2023-12-15 20:40:51,synthetic-generator,204407,102009
304408,13661.62,2024-01-09 23:11:19,Synthetic payment record,KBZ_PAY,PREMIUM,2024-01,5,,PENDING,13661.62,004408,2024-01-10 23:11:19,,204408,102010
304409,28113.80,2024-02-05 12:19:17,Synthetic payment record,WAVE_PAY,PREMIUM,2024-02,6,,VERIFIED,28113.80,004409,2024-02-05 12:19:17,synthetic-generator,204409,102011
304410,29829.11,2024-03-30 11:00:37,Synthetic payment record,AYA_PAY,PREMIUM,2024-03,7,,VERIFIED,29829.11,004410,2024-04-02 11:00:37,synthetic-generator,204410,102012
304411,53281.16,2024-04-03 11:59:44,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-04,8,,VERIFIED,53281.16,004411,2024-04-03 11:59:44,synthetic-generator,204411,102013
304412,12208.16,2024-05-15 16:19:39,Synthetic payment record,KBZ_PAY,RENEWAL,2024-05,9,,VERIFIED,12208.16,004412,2024-05-15 16:19:39,synthetic-generator,204412,102014
304413,22057.32,2024-06-20 18:45:59,Synthetic payment record,WAVE_PAY,CLAIM_PAYOUT,2024-06,10,,VERIFIED,22057.32,004413,2024-06-23 18:45:59,synthetic-generator,204413,102015
304414,7265.05,2024-07-16 19:30:40,Synthetic payment record,AYA_PAY,PREMIUM,2024-07,11,,VERIFIED,7265.05,004414,2024-07-17 19:30:40,synthetic-generator,204414,102016
304415,71848.82,2024-08-05 10:50:08,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-08,12,,VERIFIED,71848.82,004415,2024-08-05 10:50:08,synthetic-generator,204415,102017
304416,3506.20,2024-09-08 06:09:19,Synthetic payment record,KBZ_PAY,PREMIUM,2024-09,1,,VERIFIED,3506.20,004416,2024-09-09 06:09:19,synthetic-generator,204416,102018
304417,13286.08,2024-10-26 15:41:33,Synthetic payment record,WAVE_PAY,PREMIUM,2024-10,2,,VERIFIED,13286.08,004417,2024-10-27 15:41:33,synthetic-generator,204417,102019
304418,32416.46,2024-11-30 11:04:19,Synthetic payment record,AYA_PAY,RENEWAL,2024-11,3,,VERIFIED,32416.46,004418,2024-12-02 11:04:19,synthetic-generator,204418,102020
304419,12619.72,2024-12-29 12:41:16,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-12,4,,VERIFIED,12619.72,004419,2025-01-01 12:41:16,synthetic-generator,204419,102021
304420,24526.95,2025-01-18 12:18:32,Synthetic payment record,KBZ_PAY,RENEWAL,2025-01,5,,VERIFIED,24526.95,004420,2025-01-21 12:18:32,synthetic-generator,204420,102022
304421,31838.55,2025-02-05 19:21:02,Synthetic payment record,WAVE_PAY,PREMIUM,2025-02,6,,VERIFIED,31838.55,004421,2025-02-06 19:21:02,synthetic-generator,204421,102023
304422,8101.98,2025-03-07 19:25:07,Synthetic payment record,AYA_PAY,PREMIUM,2025-03,7,,VERIFIED,8101.98,004422,2025-03-09 19:25:07,synthetic-generator,204422,102024
304423,34721.57,2025-04-11 22:17:07,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-04,8,,PENDING,34721.57,004423,2025-04-14 22:17:07,,204423,102025
304424,6757.00,2025-05-05 01:45:07,Synthetic payment record,KBZ_PAY,PREMIUM,2025-05,9,,VERIFIED,6757.00,004424,2025-05-08 01:45:07,synthetic-generator,204424,102026
304425,5316.94,2025-06-11 11:52:39,Synthetic payment record,WAVE_PAY,PREMIUM,2025-06,10,,VERIFIED,5316.94,004425,2025-06-11 11:52:39,synthetic-generator,204425,102027
304426,12696.18,2025-07-19 14:30:55,Synthetic payment record,AYA_PAY,PREMIUM,2025-07,11,,VERIFIED,12696.18,004426,2025-07-20 14:30:55,synthetic-generator,204426,102028
304427,49404.38,2025-08-25 19:00:59,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-08,12,,VERIFIED,49404.38,004427,2025-08-27 19:00:59,synthetic-generator,204427,102029
304428,3206.34,2025-09-03 04:12:01,Synthetic payment record,KBZ_PAY,PREMIUM,2025-09,1,,REJECTED,3206.34,004428,2025-09-03 04:12:01,,204428,102030
304429,15396.14,2025-10-02 17:34:28,Synthetic payment record,WAVE_PAY,PREMIUM,2025-10,2,,VERIFIED,15396.14,004429,2025-10-04 17:34:28,synthetic-generator,204429,102031
304430,41286.91,2025-11-12 08:58:10,Synthetic payment record,AYA_PAY,PREMIUM,2025-11,3,,VERIFIED,41286.91,004430,2025-11-12 08:58:10,synthetic-generator,204430,102032
304431,45201.57,2025-12-24 15:28:45,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-12,4,,VERIFIED,45201.57,004431,2025-12-25 15:28:45,synthetic-generator,204431,102033
304432,8119.02,2026-01-27 08:50:25,Synthetic payment record,KBZ_PAY,CLAIM_PAYOUT,2026-01,5,,PENDING,8119.02,004432,2026-01-28 08:50:25,,204432,102034
304433,6526.07,2026-02-10 09:45:02,Synthetic payment record,WAVE_PAY,PREMIUM,2026-02,6,,VERIFIED,6526.07,004433,2026-02-13 09:45:02,synthetic-generator,204433,102035
304434,33332.60,2026-03-14 13:25:03,Synthetic payment record,AYA_PAY,PREMIUM,2026-03,7,,VERIFIED,33332.60,004434,2026-03-14 13:25:03,synthetic-generator,204434,102036
304435,46042.65,2026-04-18 17:16:53,Synthetic payment record,BANK_TRANSFER,PREMIUM,2026-04,8,,VERIFIED,46042.65,004435,2026-04-21 17:16:53,synthetic-generator,204435,102037
304436,3752.66,2026-05-06 21:36:32,Synthetic payment record,KBZ_PAY,PREMIUM,2026-05,9,,VERIFIED,3752.66,004436,2026-05-08 21:36:32,synthetic-generator,204436,102038
304437,18531.42,2026-06-10 15:08:00,Synthetic payment record,WAVE_PAY,PREMIUM,2026-06,10,,VERIFIED,18531.42,004437,2026-06-12 15:08:00,synthetic-generator,204437,102039
304438,52809.93,2026-07-24 13:13:07,Synthetic payment record,AYA_PAY,RENEWAL,2026-07,11,,VERIFIED,52809.93,004438,2026-07-27 13:13:07,synthetic-generator,204438,102040
304439,27629.48,2026-08-31 13:03:46,Synthetic payment record,BANK_TRANSFER,PREMIUM,2026-08,12,,VERIFIED,27629.48,004439,2026-09-01 13:03:46,synthetic-generator,204439,102041
304440,3954.16,2021-09-13 18:24:33,Synthetic payment record,KBZ_PAY,PREMIUM,2021-09,1,,VERIFIED,3954.16,004440,2021-09-15 18:24:33,synthetic-generator,204440,102042
304441,10496.95,2021-10-01 15:33:31,Synthetic payment record,WAVE_PAY,PREMIUM,2021-10,2,,PENDING,10496.95,004441,2021-10-03 15:33:31,,204441,102043
304442,27633.64,2021-11-01 10:34:48,Synthetic payment record,AYA_PAY,PREMIUM,2021-11,3,,VERIFIED,27633.64,004442,2021-11-03 10:34:48,synthetic-generator,204442,102044
304443,44737.59,2021-12-31 08:02:34,Synthetic payment record,BANK_TRANSFER,RENEWAL,2021-12,4,,VERIFIED,44737.59,004443,2022-01-01 08:02:34,synthetic-generator,204443,102045
304444,2464.83,2022-01-10 08:59:17,Synthetic payment record,KBZ_PAY,PREMIUM,2022-01,5,,VERIFIED,2464.83,004444,2022-01-10 08:59:17,synthetic-generator,204444,102046
304445,22946.60,2022-02-22 18:21:00,Synthetic payment record,WAVE_PAY,PREMIUM,2022-02,6,,VERIFIED,22946.60,004445,2022-02-23 18:21:00,synthetic-generator,204445,102047
304446,12615.52,2022-03-12 04:25:23,Synthetic payment record,AYA_PAY,RENEWAL,2022-03,7,,PENDING,12615.52,004446,2022-03-15 04:25:23,,204446,102048
304447,38666.52,2022-04-03 10:12:01,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-04,8,,VERIFIED,38666.52,004447,2022-04-05 10:12:01,synthetic-generator,204447,102049
304448,17572.64,2022-05-11 07:43:54,Synthetic payment record,KBZ_PAY,PREMIUM,2022-05,9,,VERIFIED,17572.64,004448,2022-05-12 07:43:54,synthetic-generator,204448,102050
304449,22628.72,2022-06-26 14:50:31,Synthetic payment record,WAVE_PAY,RENEWAL,2022-06,10,,VERIFIED,22628.72,004449,2022-06-27 14:50:31,synthetic-generator,204449,102051
304450,33711.26,2022-07-06 12:50:25,Synthetic payment record,AYA_PAY,PREMIUM,2022-07,11,,VERIFIED,33711.26,004450,2022-07-06 12:50:25,synthetic-generator,204450,102052
304451,9190.41,2022-08-15 10:29:43,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-08,12,,VERIFIED,9190.41,004451,2022-08-15 10:29:43,synthetic-generator,204451,102053
304452,8434.10,2022-09-21 17:24:00,Synthetic payment record,KBZ_PAY,PREMIUM,2022-09,1,,VERIFIED,8434.10,004452,2022-09-24 17:24:00,synthetic-generator,204452,102054
304453,10525.98,2022-10-30 12:22:37,Synthetic payment record,WAVE_PAY,PREMIUM,2022-10,2,,VERIFIED,10525.98,004453,2022-10-30 12:22:37,synthetic-generator,204453,102055
304454,25527.23,2022-11-01 07:23:05,Synthetic payment record,AYA_PAY,PREMIUM,2022-11,3,,VERIFIED,25527.23,004454,2022-11-01 07:23:05,synthetic-generator,204454,102056
304455,22864.56,2022-12-08 13:56:46,Synthetic payment record,BANK_TRANSFER,PREMIUM,2022-12,4,,VERIFIED,22864.56,004455,2022-12-08 13:56:46,synthetic-generator,204455,102057
304456,7569.61,2023-01-06 05:25:07,Synthetic payment record,KBZ_PAY,PREMIUM,2023-01,5,,VERIFIED,7569.61,004456,2023-01-07 05:25:07,synthetic-generator,204456,102058
304457,13103.73,2023-02-23 10:26:27,Synthetic payment record,WAVE_PAY,CLAIM_PAYOUT,2023-02,6,,VERIFIED,13103.73,004457,2023-02-25 10:26:27,synthetic-generator,204457,102059
304458,6299.19,2023-03-01 16:27:12,Synthetic payment record,AYA_PAY,PREMIUM,2023-03,7,,REJECTED,6299.19,004458,2023-03-04 16:27:12,,204458,102060
304459,51525.45,2023-04-06 14:54:10,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-04,8,,VERIFIED,51525.45,004459,2023-04-08 14:54:10,synthetic-generator,204459,102061
304460,14960.11,2023-05-05 11:58:12,Synthetic payment record,KBZ_PAY,RENEWAL,2023-05,9,,VERIFIED,14960.11,004460,2023-05-07 11:58:12,synthetic-generator,204460,102062
304461,20653.45,2023-06-22 10:32:04,Synthetic payment record,WAVE_PAY,RENEWAL,2023-06,10,,VERIFIED,20653.45,004461,2023-06-25 10:32:04,synthetic-generator,204461,102063
304462,43431.97,2023-07-14 16:51:54,Synthetic payment record,AYA_PAY,PREMIUM,2023-07,11,,VERIFIED,43431.97,004462,2023-07-17 16:51:54,synthetic-generator,204462,102064
304463,70101.14,2023-08-01 03:48:03,Synthetic payment record,BANK_TRANSFER,RENEWAL,2023-08,12,,VERIFIED,70101.14,004463,2023-08-04 03:48:03,synthetic-generator,204463,102065
304464,4940.38,2023-09-14 11:57:31,Synthetic payment record,KBZ_PAY,PREMIUM,2023-09,1,,VERIFIED,4940.38,004464,2023-09-17 11:57:31,synthetic-generator,204464,102066
304465,18892.66,2023-10-05 00:51:53,Synthetic payment record,WAVE_PAY,RENEWAL,2023-10,2,,VERIFIED,18892.66,004465,2023-10-08 00:51:53,synthetic-generator,204465,102067
304466,29863.27,2023-11-01 13:52:33,Synthetic payment record,AYA_PAY,RENEWAL,2023-11,3,,VERIFIED,29863.27,004466,2023-11-03 13:52:33,synthetic-generator,204466,102068
304467,27214.16,2023-12-28 19:12:01,Synthetic payment record,BANK_TRANSFER,PREMIUM,2023-12,4,,VERIFIED,27214.16,004467,2023-12-31 19:12:01,synthetic-generator,204467,102069
304468,5825.46,2024-01-25 20:05:47,Synthetic payment record,KBZ_PAY,PREMIUM,2024-01,5,,PENDING,5825.46,004468,2024-01-27 20:05:47,,204468,102070
304469,14342.75,2024-02-23 09:13:22,Synthetic payment record,WAVE_PAY,RENEWAL,2024-02,6,,VERIFIED,14342.75,004469,2024-02-24 09:13:22,synthetic-generator,204469,102071
304470,10606.56,2024-03-08 12:08:48,Synthetic payment record,AYA_PAY,PREMIUM,2024-03,7,,VERIFIED,10606.56,004470,2024-03-08 12:08:48,synthetic-generator,204470,102072
304471,40416.91,2024-04-04 09:05:23,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-04,8,,VERIFIED,40416.91,004471,2024-04-04 09:05:23,synthetic-generator,204471,102073
304472,19674.74,2024-05-07 13:59:23,Synthetic payment record,KBZ_PAY,PREMIUM,2024-05,9,,PENDING,19674.74,004472,2024-05-09 13:59:23,,204472,102074
304473,33985.44,2024-06-14 01:06:14,Synthetic payment record,WAVE_PAY,PREMIUM,2024-06,10,,VERIFIED,33985.44,004473,2024-06-16 01:06:14,synthetic-generator,204473,102075
304474,29369.42,2024-07-14 20:40:02,Synthetic payment record,AYA_PAY,PREMIUM,2024-07,11,,PENDING,29369.42,004474,2024-07-14 20:40:02,,204474,102076
304475,22069.96,2024-08-01 09:13:45,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-08,12,,VERIFIED,22069.96,004475,2024-08-01 09:13:45,synthetic-generator,204475,102077
304476,3888.25,2024-09-28 10:27:14,Synthetic payment record,KBZ_PAY,PREMIUM,2024-09,1,,VERIFIED,3888.25,004476,2024-09-30 10:27:14,synthetic-generator,204476,102078
304477,17838.80,2024-10-23 11:46:29,Synthetic payment record,WAVE_PAY,PREMIUM,2024-10,2,,REJECTED,17838.80,004477,2024-10-23 11:46:29,,204477,102079
304478,41441.24,2024-11-22 21:18:54,Synthetic payment record,AYA_PAY,PREMIUM,2024-11,3,,VERIFIED,41441.24,004478,2024-11-25 21:18:54,synthetic-generator,204478,102080
304479,7444.00,2024-12-30 06:16:34,Synthetic payment record,BANK_TRANSFER,PREMIUM,2024-12,4,,VERIFIED,7444.00,004479,2024-12-31 06:16:34,synthetic-generator,204479,102081
304480,12466.40,2025-01-06 17:34:47,Synthetic payment record,KBZ_PAY,PREMIUM,2025-01,5,,VERIFIED,12466.40,004480,2025-01-06 17:34:47,synthetic-generator,204480,102082
304481,39375.51,2025-02-21 07:40:19,Synthetic payment record,WAVE_PAY,PREMIUM,2025-02,6,,VERIFIED,39375.51,004481,2025-02-23 07:40:19,synthetic-generator,204481,102083
304482,27935.44,2025-03-14 02:04:59,Synthetic payment record,AYA_PAY,PREMIUM,2025-03,7,,VERIFIED,27935.44,004482,2025-03-16 02:04:59,synthetic-generator,204482,102084
304483,37203.69,2025-04-07 06:02:44,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-04,8,,REJECTED,37203.69,004483,2025-04-10 06:02:44,,204483,102085
304484,16971.63,2025-05-30 02:50:19,Synthetic payment record,KBZ_PAY,PREMIUM,2025-05,9,,PENDING,16971.63,004484,2025-06-02 02:50:19,,204484,102086
304485,27508.34,2025-06-10 10:35:14,Synthetic payment record,WAVE_PAY,PREMIUM,2025-06,10,,PENDING,27508.34,004485,2025-06-12 10:35:14,,204485,102087
304486,50277.95,2025-07-27 10:22:05,Synthetic payment record,AYA_PAY,PREMIUM,2025-07,11,,PENDING,50277.95,004486,2025-07-27 10:22:05,,204486,102088
304487,37795.66,2025-08-16 19:52:03,Synthetic payment record,BANK_TRANSFER,PREMIUM,2025-08,12,,VERIFIED,37795.66,004487,2025-08-18 19:52:03,synthetic-generator,204487,102089
304488,5764.85,2025-09-12 20:05:24,Synthetic payment record,KBZ_PAY,CLAIM_PAYOUT,2025-09,1,,VERIFIED,5764.85,004488,2025-09-12 20:05:24,synthetic-generator,204488,102090
